time,Houston,pts.away,score,pts.home,Dallas
3:55.0,,,99-75,,K. Collinsworth misses 2-pt shot from 1 ft
3:54.0,,,99-75,,Offensive rebound by J. Warney
3:53.0,,,99-77,2,J. Warney makes 2-pt shot from 2 ft
3:38.0,G. Green makes 2-pt shot from 14 ft,2,101-77,,
3:22.0,,,101-77,,H. Barnes misses 3-pt shot from 25 ft
3:20.0,,,101-77,,Offensive rebound by K. Collinsworth
3:14.0,,,101-77,,J. Warney misses 2-pt shot from 9 ft
3:14.0,Defensive rebound by G. Green,,101-77,,
3:05.0,T. Black makes 2-pt shot from 2 ft (assist by G. Green),2,103-77,,
3:04.0,,,103-77,,Dallas full timeout
3:04.0,,,103-77,,J. Motley enters the game for H. Barnes
3:04.0,J. Johnson enters the game for E. Gordon,,103-77,,
2:52.0,,,103-77,,D. McDermott misses 2-pt shot from 2 ft (block by T. Black)
2:50.0,,,103-77,,Offensive rebound by J. Motley
2:49.0,,,103-77,,J. Motley misses 2-pt shot from 1 ft
2:48.0,,,103-77,,Offensive rebound by K. Collinsworth
2:48.0,,,103-77,,K. Collinsworth misses 2-pt shot from 1 ft
2:47.0,,,103-77,,Offensive rebound by J. Warney
2:46.0,,,103-79,2,J. Warney makes 2-pt shot from 1 ft
2:33.0,G. Green misses 3-pt shot from 25 ft,,103-79,,
2:31.0,,,103-79,,Defensive rebound by D. Smith
2:17.0,,,103-79,,D. Smith misses 3-pt shot from 24 ft
2:13.0,Defensive rebound by T. Black,,103-79,,
1:56.0,,,103-79,,Personal foul by K. Collinsworth (drawn by G. Green)
1:44.0,T. Ariza misses 3-pt shot from 25 ft,,103-79,,
1:42.0,,,103-79,,Defensive rebound by K. Collinsworth
1:34.0,,,103-79,,Turnover by K. Collinsworth (bad pass; steal by T. Black)
1:28.0,T. Ariza misses 3-pt shot from 27 ft,,103-79,,
1:25.0,,,103-79,,Defensive rebound by J. Motley
1:14.0,,,103-79,,Turnover by J. Motley (turnover)
1:02.0,G. Green misses 2-pt shot from 4 ft,,103-79,,
1:02.0,,,103-79,,Defensive rebound by J. Warney
0:54.0,,,103-81,2,D. Smith makes 2-pt shot from 3 ft
0:42.0,Shooting foul by D. Smith (drawn by J. Johnson),,103-81,,
0:42.0,J. Johnson makes free throw 1 of 2,1,104-81,,
0:42.0,J. Johnson makes free throw 2 of 2,1,105-81,,
0:23.0,,,105-81,,Shooting foul by T. Black (drawn by J. Motley)
0:23.0,,,105-81,,J. Motley misses free throw 1 of 2
0:23.0,,,105-81,,Offensive rebound by Team
0:23.0,,,105-82,1,J. Motley makes free throw 2 of 2
