time,Golden State,pts.away,score,pts.home,Portland
3:09.0,K. Durant makes 2-pt shot from 19 ft,2,108-114,,
2:46.0,,,108-114,,D. Lillard misses 3-pt shot from 30 ft
2:42.0,Defensive rebound by D. Green,,108-114,,
2:37.0,K. Durant makes 3-pt shot from 24 ft (assist by S. Curry),3,111-114,,
2:15.0,,,111-117,3,C. McCollum makes 3-pt shot from 26 ft
1:55.0,K. Durant makes 2-pt shot at rim,2,113-117,,
1:41.0,,,113-117,,C. McCollum misses 3-pt shot from 25 ft (block by D. Green)
1:37.0,Defensive rebound by K. Durant,,113-117,,
1:32.0,,,113-117,,Personal foul by M. Harkless (drawn by K. Durant)
1:29.0,,,113-117,,Personal foul by A. Aminu (drawn by K. Durant)
1:29.0,K. Durant makes free throw 1 of 2,1,114-117,,
1:29.0,K. Durant makes free throw 2 of 2,1,115-117,,
1:13.0,,,115-117,,D. Lillard misses 2-pt shot from 6 ft
1:11.0,Defensive rebound by D. Green,,115-117,,
1:04.0,K. Durant misses 3-pt shot from 24 ft,,115-117,,
1:00.0,Offensive rebound by S. Curry,,115-117,,
1:00.0,Golden State full timeout,,115-117,,
1:00.0,,,115-117,,E. Turner enters the game for J. Nurkic
0:46.0,K. Durant misses 2-pt shot from 17 ft,,115-117,,
0:43.0,,,115-117,,Defensive rebound by C. McCollum
0:32.0,,,115-117,,C. McCollum misses 2-pt shot from 21 ft
0:29.0,Defensive rebound by K. Durant,,115-117,,
0:22.0,K. Thompson misses 3-pt shot from 22 ft,,115-117,,
0:18.0,,,115-117,,Defensive rebound by E. Turner
0:18.0,Personal foul by D. Green (drawn by E. Turner),,115-117,,
0:18.0,,,115-118,1,E. Turner makes free throw 1 of 2
0:18.0,,,115-119,1,E. Turner makes free throw 2 of 2
0:16.0,,,115-119,,Personal foul by D. Lillard (drawn by S. Curry)
0:16.0,S. Curry makes free throw 1 of 2,1,116-119,,
0:16.0,S. Livingston enters the game for D. Green,,116-119,,
0:16.0,S. Curry makes free throw 2 of 2,1,117-119,,
0:09.0,Personal foul by A. Iguodala (drawn by A. Aminu),,117-119,,
0:09.0,,,117-120,1,A. Aminu makes free throw 1 of 2
0:09.0,D. Green enters the game for S. Livingston,,117-120,,
0:09.0,,,117-121,1,A. Aminu makes free throw 2 of 2
0:09.0,Golden State full timeout,,117-121,,
0:08.0,Turnover by K. Durant (step out of bounds),,117-121,,
0:08.0,,,117-121,,P. Connaughton enters the game for M. Harkless
0:08.0,,,117-121,,Portland full timeout
0:08.0,S. Livingston enters the game for D. Green,,117-121,,
0:07.0,Personal take foul by K. Thompson (drawn by D. Lillard),,117-121,,
0:07.0,,,117-122,1,D. Lillard makes free throw 1 of 2
0:07.0,,,117-122,,M. Harkless enters the game for P. Connaughton
0:07.0,D. Green enters the game for S. Livingston,,117-122,,
0:07.0,,,117-123,1,D. Lillard makes free throw 2 of 2
0:03.0,Turnover by K. Thompson (bad pass; steal by A. Aminu),,117-123,,
