time,Detroit,pts.away,score,pts.home,Atlanta
3:46.0,,,97-79,,Shooting foul by T. Harris (drawn by M. Delaney)
3:46.0,,,97-79,,M. Delaney misses free throw 1 of 2
3:46.0,,,97-79,,Offensive rebound by Team
3:46.0,,,97-80,1,M. Delaney makes free throw 2 of 2
3:37.0,T. Harris makes 2-pt shot from 2 ft (assist by A. Drummond),2,99-80,,
3:17.0,,,99-80,,T. Dorsey misses 2-pt shot from 20 ft
3:16.0,,,99-80,,Offensive rebound by T. Cavanaugh
3:11.0,,,99-83,3,T. Dorsey makes 3-pt shot from 22 ft (assist by M. Delaney)
2:56.0,Shooting foul by L. Babbitt (drawn by A. Drummond),,99-83,,
2:56.0,Detroit full timeout,,99-83,,
2:56.0,A. Drummond makes free throw 1 of 2,1,100-83,,
2:56.0,A. Drummond makes free throw 2 of 2,1,101-83,,
2:47.0,,,101-83,,L. Babbitt misses 3-pt shot from 24 ft
2:43.0,Defensive rebound by A. Drummond,,101-83,,
2:39.0,,,101-83,,Violation by M. Delaney (kicked ball)
2:23.0,A. Drummond makes 2-pt shot from 1 ft (assist by A. Bradley),2,103-83,,
2:08.0,,,103-86,3,T. Cavanaugh makes 3-pt shot from 22 ft (assist by L. Babbitt)
1:59.0,Detroit full timeout,,103-86,,
1:59.0,H. Ellenson enters the game for A. Drummond,,103-86,,
1:59.0,I. Smith enters the game for R. Jackson,,103-86,,
1:59.0,E. Moreland enters the game for T. Harris,,103-86,,
1:59.0,L. Kennard enters the game for A. Bradley,,103-86,,
1:53.0,L. Kennard misses 3-pt shot from 25 ft,,103-86,,
1:50.0,,,103-86,,Defensive rebound by L. Babbitt
1:34.0,,,103-88,2,M. Delaney makes 2-pt shot from 20 ft
1:09.0,L. Kennard misses 2-pt shot from 11 ft,,103-88,,
1:06.0,Offensive rebound by E. Moreland,,103-88,,
0:44.0,Technical foul by E. Moreland,,105-88,,
0:44.0,,,105-89,1,T. Cavanaugh makes technical free throw
0:44.0,R. Bullock enters the game for E. Moreland,,105-89,,
0:44.0,H. Ellenson makes 2-pt shot from 15 ft,2,105-88,,
0:24.0,,,105-88,,Shooting foul by I. Smith (drawn by L. Babbitt)
0:24.0,,,105-90,1,L. Babbitt makes free throw 1 of 2
0:24.0,,,105-91,1,L. Babbitt makes free throw 2 of 2
