time,Milwaukee,pts.away,score,pts.home,Indiana
2:51.0,Offensive charge foul by S. Brown (drawn by V. Oladipo),,87-103,,
2:51.0,Turnover by S. Brown (offensive foul),,87-103,,
2:51.0,,,87-103,,D. Collison enters the game for L. Stephenson
2:51.0,,,87-103,,M. Turner enters the game for D. Sabonis
2:32.0,,,87-103,,M. Turner misses 2-pt shot from 7 ft
2:29.0,Defensive rebound by S. Kilpatrick,,87-103,,
2:19.0,T. Snell makes 2-pt shot from 4 ft,2,89-103,,
1:55.0,,,89-103,,Turnover by V. Oladipo (bad pass; steal by S. Brown)
1:50.0,S. Kilpatrick makes 2-pt shot at rim (assist by S. Brown),2,91-103,,
1:29.0,,,91-103,,M. Turner misses 2-pt shot from 19 ft
1:27.0,Defensive rebound by Team,,91-103,,
1:27.0,,,91-103,,Loose ball foul by T. Leaf (drawn by T. Snell)
1:18.0,M. Brogdon makes 2-pt shot from 1 ft,2,93-103,,
1:18.0,,,93-103,,Indiana full timeout
1:18.0,,,93-103,,T. Young enters the game for T. Leaf
0:59.0,,,93-105,2,T. Young makes 2-pt shot from 1 ft (assist by D. Collison)
0:51.0,S. Brown makes 3-pt shot from 26 ft (assist by M. Brogdon),3,96-105,,
0:45.0,Personal foul by M. Brogdon (drawn by M. Turner),,96-105,,
0:45.0,,,96-105,,J. Young enters the game for T. Young
0:45.0,M. Dellavedova enters the game for M. Brogdon,,96-105,,
0:34.0,Personal foul by S. Kilpatrick (drawn by D. Collison),,96-105,,
0:34.0,,,96-106,1,D. Collison makes free throw 1 of 2
0:34.0,,,96-106,,T. Young enters the game for J. Young
0:34.0,,,96-107,1,D. Collison makes free throw 2 of 2
0:26.0,S. Kilpatrick misses 3-pt shot from 23 ft,,96-107,,
0:25.0,,,96-107,,Defensive rebound by V. Oladipo
0:21.0,Personal take foul by S. Brown (drawn by D. Collison),,96-107,,
0:21.0,,,96-108,1,D. Collison makes free throw 1 of 2
0:21.0,,,96-109,1,D. Collison makes free throw 2 of 2
0:14.0,S. Kilpatrick misses 2-pt shot from 1 ft,,96-109,,
0:12.0,,,96-109,,Defensive rebound by D. Collison
