time,Philadelphia,pts.away,score,pts.home,Atlanta
9:26.0,,,90-63,,M. Muscala enters the game for A. White
9:15.0,J. Redick misses 2-pt shot from 21 ft,,90-63,,
9:13.0,,,90-63,,Defensive rebound by J. Collins
9:06.0,,,90-63,,M. Muscala misses 3-pt shot from 25 ft
9:00.0,Defensive rebound by E. Ilyasova,,90-63,,
8:53.0,M. Belinelli misses 3-pt shot from 25 ft,,90-63,,
8:51.0,Offensive rebound by E. Ilyasova,,90-63,,
8:51.0,Shooting foul by J. Collins (drawn by E. Ilyasova),,90-63,,
8:51.0,E. Ilyasova makes free throw 1 of 2,1,91-63,,
8:51.0,R. Holmes enters the game for D. Saric,,91-63,,
8:51.0,E. Ilyasova misses free throw 2 of 2,,91-63,,
8:48.0,,,91-63,,Defensive rebound by M. Plumlee
8:38.0,,,91-63,,M. Muscala misses 3-pt shot from 25 ft
8:37.0,,,91-63,,Offensive rebound by Team
8:37.0,R. Covington enters the game for J. Redick,,91-63,,
8:31.0,,,91-63,,I. Taylor misses 2-pt shot from 17 ft
8:27.0,Defensive rebound by E. Ilyasova,,91-63,,
8:16.0,Turnover by E. Ilyasova (bad pass; steal by J. Collins),,91-63,,
8:11.0,,,91-65,2,M. Plumlee makes 2-pt shot from 1 ft (assist by J. Collins)
7:59.0,R. Covington misses 3-pt shot from 25 ft,,91-65,,
7:56.0,,,91-65,,Defensive rebound by D. Lee
7:54.0,,,91-67,2,J. Collins makes 2-pt shot from 1 ft (assist by D. Lee)
7:54.0,Philadelphia full timeout,,91-67,,
7:32.0,M. Fultz makes 2-pt shot from 16 ft,2,93-67,,
7:15.0,,,93-69,2,D. Lee makes 2-pt shot from 20 ft (assist by M. Plumlee)
7:04.0,Shooting foul by I. Taylor (drawn by M. Fultz),,93-69,,
7:04.0,M. Fultz makes free throw 1 of 2,1,94-69,,
7:04.0,T. McConnell enters the game for R. Covington,,94-69,,
7:04.0,M. Fultz makes free throw 2 of 2,1,95-69,,
6:53.0,,,95-69,,D. Lee misses 2-pt shot from 12 ft
6:49.0,Defensive rebound by E. Ilyasova,,95-69,,
6:39.0,M. Fultz misses 2-pt shot from 16 ft,,95-69,,
6:34.0,,,95-69,,Defensive rebound by M. Plumlee
6:26.0,,,95-71,2,I. Taylor makes 2-pt shot from 1 ft
6:07.0,E. Ilyasova makes 2-pt shot from 1 ft (assist by M. Belinelli),2,97-71,,
5:48.0,,,97-73,2,I. Taylor makes 2-pt shot from 1 ft
5:36.0,E. Ilyasova misses 3-pt shot from 25 ft,,97-73,,
5:33.0,,,97-73,,Defensive rebound by M. Muscala
5:27.0,,,97-73,,M. Muscala misses 3-pt shot from 25 ft
5:24.0,,,97-73,,Offensive rebound by M. Plumlee
5:20.0,,,97-73,,D. Lee misses 3-pt shot from 24 ft
5:16.0,Defensive rebound by E. Ilyasova,,97-73,,
5:01.0,M. Belinelli misses 3-pt shot from 25 ft,,97-73,,
4:57.0,,,97-73,,Defensive rebound by J. Collins
4:50.0,,,97-75,2,I. Taylor makes 2-pt shot at rim
4:49.0,Philadelphia full timeout,,97-75,,
4:49.0,,,97-75,,T. Dorsey enters the game for D. Lee
4:49.0,,,97-75,,A. White enters the game for M. Plumlee
4:49.0,,,97-75,,D. Dedmon enters the game for I. Taylor
4:49.0,F. Korkmaz enters the game for M. Fultz,,97-75,,
4:40.0,R. Holmes misses 2-pt shot from 17 ft,,97-75,,
4:34.0,,,97-75,,Defensive rebound by A. White
4:27.0,,,97-78,3,J. Collins makes 3-pt shot from 22 ft (assist by A. White)
4:14.0,T. McConnell misses 2-pt shot from 9 ft,,97-78,,
4:11.0,,,97-78,,Defensive rebound by D. Dedmon
4:00.0,,,97-78,,D. Dedmon misses 2-pt shot from 14 ft
3:57.0,Defensive rebound by E. Ilyasova,,97-78,,
3:45.0,,,97-78,,Personal foul by A. White (drawn by F. Korkmaz)
3:35.0,T. McConnell makes 2-pt shot from 16 ft (assist by M. Belinelli),2,99-78,,
3:23.0,,,99-80,2,T. Dorsey makes 2-pt shot from 19 ft
3:10.0,M. Belinelli misses 3-pt shot from 25 ft,,99-80,,
3:07.0,,,99-80,,Defensive rebound by D. Dedmon
2:58.0,,,99-83,3,D. Dedmon makes 3-pt shot from 25 ft (assist by T. Dorsey)
2:33.0,M. Belinelli misses 3-pt shot from 22 ft,,99-83,,
2:31.0,,,99-83,,Defensive rebound by D. Dedmon
2:27.0,,,99-86,3,A. White makes 3-pt shot from 22 ft (assist by D. Dedmon)
2:25.0,Philadelphia full timeout,,99-86,,
2:25.0,M. Fultz enters the game for M. Belinelli,,99-86,,
2:05.0,T. McConnell makes 2-pt shot from 11 ft,2,101-86,,
1:41.0,,,101-86,,D. Dedmon misses 2-pt shot from 5 ft
1:39.0,Defensive rebound by F. Korkmaz,,101-86,,
1:26.0,F. Korkmaz misses 3-pt shot from 24 ft,,101-86,,
1:23.0,,,101-86,,Defensive rebound by T. Dorsey
1:16.0,,,101-86,,T. Dorsey misses 2-pt shot from 17 ft
1:12.0,,,101-86,,Offensive rebound by J. Collins
1:11.0,,,101-89,3,A. White makes 3-pt shot from 26 ft (assist by J. Collins)
0:58.0,R. Holmes misses 3-pt shot from 25 ft,,101-89,,
0:55.0,,,101-89,,Defensive rebound by T. Dorsey
0:53.0,,,101-89,,Shooting foul by F. Korkmaz (drawn by M. Muscala)
0:53.0,,,101-90,1,M. Muscala makes free throw 1 of 2
0:53.0,,,101-91,1,M. Muscala makes free throw 2 of 2
0:36.0,M. Fultz misses 2-pt shot from 1 ft,,101-91,,
0:33.0,,,101-91,,Defensive rebound by D. Dedmon
0:31.0,,,101-91,,Turnover by D. Dedmon (lost ball; steal by M. Fultz)
0:14.0,R. Holmes misses 3-pt shot from 24 ft,,101-91,,
0:09.0,,,101-91,,Defensive rebound by J. Collins
0:00.0,,,101-91,,T. Dorsey misses 3-pt shot from 23 ft
0:00.0,,,101-91,,Offensive rebound by D. Dedmon
