time,San Antonio,pts.away,score,pts.home,Dallas
1:52.0,,,84-93,,Shooting foul by D. Murray (drawn by J. Barea)
1:52.0,,,84-94,1,J. Barea makes free throw 1 of 2
1:52.0,,,84-95,1,J. Barea makes free throw 2 of 2
1:40.0,,,84-95,,Personal foul by W. Matthews (drawn by L. Aldridge)
1:40.0,L. Aldridge makes free throw 1 of 2,1,85-95,,
1:40.0,L. Aldridge makes free throw 2 of 2,1,86-95,,
1:16.0,,,86-95,,Turnover by Team (shot clock)
1:06.0,Turnover by P. Mills (bad pass; steal by H. Barnes),,86-95,,
0:43.0,,,86-95,,M. Kleber misses 3-pt shot from 25 ft
0:41.0,Defensive rebound by P. Mills,,86-95,,
0:35.0,R. Gay makes 3-pt shot from 25 ft,3,89-95,,
0:16.0,,,89-95,,J. Barea misses 3-pt shot from 26 ft
0:12.0,Defensive rebound by R. Gay,,89-95,,
0:10.0,P. Mills misses 3-pt shot from 26 ft,,89-95,,
0:07.0,Offensive rebound by L. Aldridge,,89-95,,
0:03.0,D. Murray misses 2-pt shot from 4 ft,,89-95,,
0:01.0,,,89-95,,Defensive rebound by M. Kleber
