time,Cleveland,pts.away,score,pts.home,Indiana
0:05.0,J. Green enters the game for T. Thompson,,95-96,,
0:05.0,,,95-96,,B. Bogdanovic enters the game for D. Sabonis
0:02.0,Turnover by L. James (step out of bounds),,95-96,,
0:02.0,,,95-96,,Indiana full timeout
0:02.0,,,95-96,,D. Sabonis enters the game for T. Young
0:02.0,,,95-96,,C. Joseph enters the game for B. Bogdanovic
0:02.0,C. Osman enters the game for K. Love,,95-96,,
0:01.0,Personal take foul by J. Smith (drawn by D. Collison),,95-96,,
0:01.0,,,95-96,,D. Collison misses free throw 1 of 2
0:01.0,,,95-96,,Offensive rebound by Team
0:01.0,,,95-96,,T. Young enters the game for C. Joseph
0:01.0,K. Love enters the game for C. Osman,,95-96,,
0:01.0,,,95-97,1,D. Collison makes free throw 2 of 2
0:00.0,L. James misses 3-pt shot from 26 ft,,95-97,,
0:00.0,Offensive rebound by Team,,95-97,,
