time,Phoenix,pts.away,score,pts.home,LA Clippers
6:59.0,,,73-93,,Turnover by M. Teodosic (bad pass)
6:59.0,,,73-93,,A. Rivers enters the game for M. Teodosic
6:42.0,M. James misses 2-pt shot from 1 ft,,73-93,,
6:36.0,Offensive rebound by M. Chriss,,73-93,,
6:36.0,M. Chriss makes 2-pt shot at rim,2,75-93,,
6:22.0,,,75-93,,W. Reed misses 2-pt shot from 2 ft (block by J. Jackson)
6:19.0,,,75-93,,Offensive rebound by M. Harrell
6:16.0,,,75-95,2,M. Harrell makes 2-pt shot from 2 ft
5:57.0,J. Jackson makes 2-pt shot from 1 ft (assist by M. James),2,77-95,,
5:45.0,,,77-95,,L. Williams misses 2-pt shot from 20 ft
5:41.0,Defensive rebound by M. James,,77-95,,
5:40.0,M. Chriss makes 2-pt shot from 1 ft (assist by M. James),2,79-95,,
5:19.0,,,79-95,,S. Dekker misses 3-pt shot from 24 ft
5:16.0,Defensive rebound by M. James,,79-95,,
5:13.0,Shooting foul by S. Dekker (drawn by T. Warren),,79-95,,
5:13.0,T. Warren makes free throw 1 of 2,1,80-95,,
5:13.0,,,80-95,,D. Jordan enters the game for S. Dekker
5:13.0,,,80-95,,C. Williams enters the game for W. Reed
5:13.0,T. Warren makes free throw 2 of 2,1,81-95,,
5:04.0,,,81-95,,L. Williams misses 2-pt shot from 7 ft (block by J. Jackson)
5:01.0,Defensive rebound by Team,,81-95,,
4:57.0,T. Warren makes 2-pt shot from 1 ft (assist by M. Chriss),2,83-95,,
4:35.0,,,83-98,3,L. Williams makes 3-pt shot from 26 ft (assist by A. Rivers)
4:11.0,T. Warren makes 2-pt shot from 2 ft,2,85-98,,
4:00.0,Personal foul by J. Jackson (drawn by L. Williams),,85-98,,
4:00.0,,,85-98,,J. Wilson enters the game for M. Harrell
3:57.0,Personal foul by J. Dudley (drawn by A. Rivers),,85-98,,
3:57.0,,,85-99,1,A. Rivers makes free throw 1 of 2
3:57.0,,,85-100,1,A. Rivers makes free throw 2 of 2
3:42.0,M. James makes 2-pt shot from 5 ft,2,87-100,,
3:35.0,,,87-100,,Turnover by A. Rivers (bad pass)
3:22.0,T. Warren makes 2-pt shot from 8 ft (assist by M. James),2,89-100,,
3:16.0,Personal take foul by M. Chriss (drawn by D. Jordan),,89-100,,
3:16.0,,,89-101,1,D. Jordan makes free throw 1 of 2
3:16.0,,,89-102,1,D. Jordan makes free throw 2 of 2
3:00.0,M. Chriss misses 3-pt shot from 25 ft,,89-102,,
2:57.0,,,89-102,,Defensive rebound by L. Williams
2:39.0,,,89-104,2,D. Jordan makes 2-pt shot from 2 ft (assist by L. Williams)
2:22.0,T. Warren misses 2-pt shot from 6 ft,,89-104,,
2:18.0,Offensive rebound by T. Warren,,89-104,,
2:18.0,T. Warren makes 2-pt shot at rim,2,91-104,,
1:58.0,,,91-106,2,D. Jordan makes 2-pt shot from 2 ft (assist by A. Rivers)
1:44.0,M. James misses 2-pt shot from 2 ft,,91-106,,
1:41.0,,,91-106,,Defensive rebound by D. Jordan
1:20.0,,,91-106,,A. Rivers misses 3-pt shot from 24 ft
1:18.0,Defensive rebound by J. Dudley,,91-106,,
1:14.0,Shooting foul by C. Williams (drawn by M. Chriss),,91-106,,
1:14.0,M. Chriss makes free throw 1 of 2,1,92-106,,
1:14.0,,,92-106,,S. Dekker enters the game for D. Jordan
1:14.0,,,92-106,,S. Thornwell enters the game for L. Williams
1:14.0,,,92-106,,J. Evans enters the game for A. Rivers
1:14.0,D. House enters the game for T. Warren,,92-106,,
1:14.0,M. Chriss misses free throw 2 of 2,,92-106,,
1:12.0,,,92-106,,Defensive rebound by J. Wilson
0:52.0,,,92-106,,J. Evans misses 2-pt shot from 22 ft
0:50.0,Defensive rebound by M. Chriss,,92-106,,
0:43.0,M. James misses 3-pt shot from 25 ft,,92-106,,
0:40.0,,,92-106,,Defensive rebound by J. Wilson
0:20.0,,,92-108,2,J. Evans makes 2-pt shot from 15 ft
0:01.0,D. House makes 3-pt shot from 28 ft,3,95-108,,
