time,Utah,pts.away,score,pts.home,LA Lakers
7:34.0,Defensive rebound by D. Favors,,98-76,,
7:27.0,D. Favors misses 2-pt shot from 15 ft,,98-76,,
7:22.0,Offensive rebound by J. Crowder,,98-76,,
7:22.0,J. Crowder misses 2-pt shot at rim,,98-76,,
7:21.0,,,98-76,,Defensive rebound by T. Bryant
7:17.0,,,98-78,2,J. Hart makes 2-pt shot from 1 ft
7:16.0,Utah full timeout,,98-78,,
7:16.0,R. Gobert enters the game for J. Ingles,,98-78,,
7:16.0,D. Exum enters the game for D. Favors,,98-78,,
7:16.0,J. Jerebko enters the game for J. Crowder,,98-78,,
7:01.0,J. Jerebko misses 3-pt shot from 24 ft,,98-78,,
7:01.0,,,98-78,,Defensive rebound by Team
7:01.0,Loose ball foul by R. Gobert (drawn by T. Bryant),,98-78,,
6:40.0,,,98-78,,J. Hart misses 2-pt shot from 3 ft
6:37.0,,,98-78,,Offensive rebound by T. Bryant
6:36.0,,,98-81,3,G. Payton makes 3-pt shot from 26 ft (assist by T. Bryant)
6:31.0,R. O'Neale makes 2-pt shot from 2 ft (assist by D. Exum),2,100-81,,
6:31.0,Shooting foul by C. Frye (drawn by R. O'Neale),,100-81,,
6:31.0,R. O'Neale makes free throw 1 of 1,1,101-81,,
6:21.0,Violation by D. Mitchell (kicked ball),,101-81,,
6:16.0,,,101-83,2,T. Ennis makes 2-pt shot from 16 ft
5:56.0,Turnover by D. Exum (bad pass; steal by G. Payton),,101-83,,
5:50.0,,,101-83,,J. Hart misses 3-pt shot from 25 ft
5:43.0,,,101-83,,Offensive rebound by C. Frye
5:29.0,,,101-85,2,J. Hart makes 2-pt shot from 15 ft (assist by T. Ennis)
5:12.0,D. Mitchell makes 2-pt shot from 18 ft,2,103-85,,
4:53.0,,,103-85,,C. Frye misses 2-pt shot from 11 ft
4:51.0,Defensive rebound by R. O'Neale,,103-85,,
4:42.0,D. Exum misses 3-pt shot from 26 ft,,103-85,,
4:38.0,,,103-85,,Defensive rebound by C. Frye
4:35.0,,,103-87,2,T. Ennis makes 2-pt shot from 1 ft
4:35.0,,,103-87,,Shooting foul by J. Jerebko (drawn by T. Ennis)
4:35.0,,,103-87,,T. Wear enters the game for C. Frye
4:35.0,J. Crowder enters the game for D. Exum,,103-87,,
4:35.0,J. Ingles enters the game for J. Jerebko,,103-87,,
4:35.0,,,103-88,1,T. Ennis makes free throw 1 of 1
4:13.0,Turnover by D. Mitchell (out of bounds lost ball),,103-88,,
4:04.0,,,103-90,2,T. Ennis makes 2-pt shot from 1 ft
3:51.0,,,103-90,,Personal foul by T. Wear (drawn by R. Gobert)
3:43.0,R. Gobert misses 2-pt shot from 1 ft,,103-90,,
3:41.0,,,103-90,,Defensive rebound by J. Hart
3:24.0,,,103-90,,T. Ennis misses 3-pt shot from 23 ft
3:23.0,Defensive rebound by Team,,103-90,,
3:23.0,,,103-90,,Loose ball foul by T. Ennis (drawn by R. O'Neale)
3:23.0,D. Favors enters the game for R. Gobert,,103-90,,
3:13.0,,,103-90,,Personal foul by T. Wear (drawn by D. Favors)
3:02.0,Shooting foul by T. Ennis (drawn by R. O'Neale),,103-90,,
3:02.0,R. O'Neale makes free throw 1 of 2,1,104-90,,
3:02.0,R. O'Neale misses free throw 2 of 2,,104-90,,
3:01.0,Offensive rebound by Team,,104-90,,
2:54.0,D. Mitchell makes 3-pt shot from 25 ft (assist by J. Ingles),3,107-90,,
2:36.0,,,107-92,2,T. Ennis makes 2-pt shot from 17 ft
2:10.0,D. Mitchell misses 2-pt shot from 4 ft (block by J. Hart),,107-92,,
2:10.0,,,107-92,,Defensive rebound by T. Bryant
2:10.0,Personal foul by R. O'Neale (drawn by T. Ennis),,107-92,,
2:10.0,,,107-93,1,T. Ennis makes free throw 1 of 2
2:10.0,,,107-94,1,T. Ennis makes free throw 2 of 2
1:57.0,J. Ingles makes 2-pt shot from 2 ft (assist by J. Crowder),2,109-94,,
1:39.0,,,109-94,,T. Wear misses 2-pt shot from 18 ft
1:37.0,Defensive rebound by R. O'Neale,,109-94,,
1:27.0,R. O'Neale makes 3-pt shot from 23 ft (assist by D. Mitchell),3,112-94,,
1:14.0,,,112-97,3,J. Hart makes 3-pt shot from 26 ft (assist by T. Wear)
0:50.0,R. O'Neale misses 3-pt shot from 26 ft,,112-97,,
0:47.0,,,112-97,,Defensive rebound by T. Wear
0:42.0,,,112-97,,J. Hart misses 3-pt shot from 26 ft
0:38.0,Defensive rebound by D. Mitchell,,112-97,,
0:16.0,Turnover by R. O'Neale (traveling),,112-97,,
0:04.0,,,112-97,,J. Hart misses 3-pt shot from 26 ft
0:02.0,Defensive rebound by R. O'Neale,,112-97,,
