time,Sacramento,pts.away,score,pts.home,Memphis
3:06.0,Turnover by J. Jackson (bad pass; steal by I. Rabb),,87-83,,
2:45.0,,,87-83,,M. Chalmers misses 3-pt shot from 22 ft
2:44.0,,,87-83,,Offensive rebound by Team
2:44.0,Loose ball foul by J. Jackson (drawn by I. Rabb),,87-83,,
2:44.0,,,87-84,1,I. Rabb makes free throw 1 of 2
2:44.0,,,87-85,1,I. Rabb makes free throw 2 of 2
2:23.0,,,87-85,,Personal foul by I. Rabb (drawn by W. Cauley-Stein)
2:12.0,D. Fox misses 3-pt shot from 25 ft,,87-85,,
2:08.0,,,87-85,,Defensive rebound by D. Davis
1:47.0,,,87-87,2,M. Chalmers makes 2-pt shot from 8 ft (assist by D. Brooks)
1:33.0,B. Bogdanovic misses 3-pt shot from 25 ft,,87-87,,
1:30.0,,,87-87,,Defensive rebound by D. Davis
1:15.0,,,87-87,,M. Brooks misses 3-pt shot from 26 ft
1:10.0,Jump ball: D. Davis vs. W. Cauley-Stein (B. Bogdanovic gains possession),,,,Jump ball: D. Davis vs. W. Cauley-Stein (B. Bogdanovic gains possession)
1:10.0,Defensive rebound by Team,,87-87,,
0:55.0,W. Cauley-Stein makes 2-pt shot at rim (assist by J. Jackson),2,89-87,,
0:32.0,,,89-90,3,M. Chalmers makes 3-pt shot from 25 ft (assist by I. Rabb)
0:17.0,J. Jackson makes 3-pt shot from 23 ft (assist by D. Fox),3,92-90,,
0:16.0,,,92-90,,Memphis full timeout
0:07.0,,,92-93,3,D. Brooks makes 3-pt shot from 24 ft
0:06.0,Sacramento full timeout,,92-93,,
0:01.0,B. Bogdanovic makes 2-pt shot from 15 ft,2,94-93,,
0:01.0,,,94-93,,Memphis full timeout
0:00.0,,,94-93,,Turnover by M. Brooks (bad pass; steal by B. Bogdanovic)
