time,LA Clippers,pts.away,score,pts.home,Dallas
4:47.0,B. Johnson misses 3-pt shot from 25 ft,,72-103,,
4:43.0,,,72-103,,Defensive rebound by Y. Ferrell
4:37.0,,,72-105,2,Y. Ferrell makes 2-pt shot from 17 ft
4:26.0,,,72-105,,Personal foul by A. Cleveland (drawn by C. Williams)
4:26.0,,,72-105,,M. Kleber enters the game for D. Smith
4:22.0,J. Evans makes 2-pt shot from 22 ft,2,74-105,,
4:06.0,,,74-105,,Y. Ferrell misses 3-pt shot from 25 ft
4:02.0,Defensive rebound by C. Williams,,74-105,,
3:48.0,M. Harrell makes 2-pt shot from 13 ft (assist by S. Thornwell),2,76-105,,
3:32.0,,,76-105,,Turnover by D. Powell (lost ball; steal by B. Johnson)
3:27.0,M. Harrell misses 2-pt shot from 3 ft (block by J. Withey),,76-105,,
3:24.0,,,76-105,,Defensive rebound by M. Kleber
3:14.0,,,76-105,,D. Powell misses 3-pt shot from 25 ft
3:12.0,,,76-105,,Offensive rebound by A. Cleveland
3:11.0,,,76-107,2,A. Cleveland makes 2-pt shot at rim
2:49.0,J. Evans misses 3-pt shot from 25 ft,,76-107,,
2:49.0,,,76-107,,Defensive rebound by D. Powell
2:30.0,,,76-107,,Shooting foul by C. Williams (drawn by A. Cleveland)
2:30.0,,,76-108,1,A. Cleveland makes free throw 1 of 2
2:30.0,,,76-108,,A. Cleveland misses free throw 2 of 2
2:28.0,Defensive rebound by B. Johnson,,76-108,,
2:16.0,S. Thornwell makes 2-pt shot from 16 ft (assist by M. Harrell),2,78-108,,
2:16.0,Shooting foul by D. Powell (drawn by S. Thornwell),,78-108,,
2:16.0,,,78-108,,Dallas full timeout
2:16.0,S. Thornwell makes free throw 1 of 1,1,79-108,,
2:05.0,,,79-108,,Turnover by A. Cleveland (bad pass; steal by B. Johnson)
1:59.0,,,79-108,,Personal foul by A. Cleveland (drawn by S. Thornwell)
1:59.0,S. Thornwell makes free throw 1 of 2,1,80-108,,
1:59.0,S. Thornwell misses free throw 2 of 2,,80-108,,
1:56.0,,,80-108,,Defensive rebound by J. Withey
1:45.0,,,80-108,,Turnover by M. Kleber (lost ball; steal by B. Johnson)
1:42.0,J. Evans makes 2-pt shot from 1 ft (assist by C. Williams),2,82-108,,
1:31.0,,,82-108,,D. Powell misses 3-pt shot from 26 ft
1:27.0,,,82-108,,Offensive rebound by A. Cleveland
1:18.0,,,82-108,,Turnover by Y. Ferrell (bad pass; steal by S. Thornwell)
1:16.0,Turnover by B. Johnson (bad pass),,82-108,,
1:05.0,,,82-108,,Y. Ferrell misses 3-pt shot from 25 ft
1:02.0,,,82-108,,Offensive rebound by D. Powell
1:01.0,,,82-108,,J. Withey misses 3-pt shot from 25 ft
1:01.0,Defensive rebound by Team,,82-108,,
0:42.0,Shooting foul by J. Withey (drawn by M. Harrell),,82-108,,
0:42.0,M. Harrell misses free throw 1 of 2,,82-108,,
0:42.0,Offensive rebound by Team,,82-108,,
0:42.0,M. Harrell misses free throw 2 of 2,,82-108,,
0:41.0,,,82-108,,Defensive rebound by D. Powell
0:24.0,,,82-108,,Turnover by D. Powell (bad pass)
0:12.0,S. Thornwell misses 2-pt shot from 3 ft,,82-108,,
0:08.0,,,82-108,,Defensive rebound by D. Powell
