time,Portland,pts.away,score,pts.home,Phoenix
7:00.0,,,80-93,,Defensive rebound by Team
6:41.0,,,80-93,,D. Booker misses 2-pt shot from 9 ft
6:37.0,Defensive rebound by D. Lillard,,80-93,,
6:34.0,C. McCollum makes 2-pt shot from 15 ft (assist by M. Harkless),2,82-93,,
6:11.0,,,82-93,,Shooting foul by J. Nurkic (drawn by T. Warren)
6:11.0,,,82-94,1,T. Warren makes free throw 1 of 2
6:11.0,,,82-95,1,T. Warren makes free throw 2 of 2
6:01.0,J. Nurkic makes 2-pt shot from 4 ft (assist by D. Lillard),2,84-95,,
5:48.0,,,84-95,,A. Len misses 2-pt shot from 3 ft
5:46.0,Defensive rebound by J. Nurkic,,84-95,,
5:45.0,Shooting foul by D. Booker (drawn by M. Harkless),,84-95,,
5:45.0,M. Harkless makes free throw 1 of 2,1,85-95,,
5:45.0,,,85-95,,D. Bender enters the game for J. Jackson
5:45.0,M. Harkless makes free throw 2 of 2,1,86-95,,
5:37.0,,,86-95,,Phoenix full timeout
5:20.0,,,86-95,,Turnover by Team (shot clock)
5:01.0,A. Aminu misses 3-pt shot from 23 ft,,86-95,,
4:59.0,,,86-95,,Defensive rebound by D. Booker
4:43.0,,,86-95,,D. Booker misses 2-pt shot from 2 ft
4:41.0,Defensive rebound by J. Nurkic,,86-95,,
4:37.0,C. McCollum misses 2-pt shot from 1 ft (block by D. Booker),,86-95,,
4:37.0,Offensive rebound by Team,,86-95,,
4:28.0,C. McCollum makes 2-pt shot from 15 ft,2,88-95,,
4:11.0,,,88-95,,D. Booker misses 2-pt shot from 1 ft (block by J. Nurkic)
4:07.0,Defensive rebound by J. Nurkic,,88-95,,
4:03.0,D. Lillard makes 3-pt shot from 24 ft (assist by C. McCollum),3,91-95,,
4:01.0,,,91-95,,Phoenix full timeout
4:01.0,,,91-95,,T. Daniels enters the game for D. Bender
3:44.0,,,91-97,2,A. Len makes 2-pt shot from 11 ft (assist by E. Payton)
3:24.0,C. McCollum makes 3-pt shot from 25 ft,3,94-97,,
2:59.0,,,94-97,,E. Payton misses 2-pt shot from 11 ft
2:57.0,Defensive rebound by D. Lillard,,94-97,,
2:54.0,Shooting foul by D. Booker (drawn by J. Nurkic),,94-97,,
2:54.0,J. Nurkic misses free throw 1 of 2,,94-97,,
2:54.0,Offensive rebound by Team,,94-97,,
2:54.0,J. Nurkic misses free throw 2 of 2,,94-97,,
2:52.0,,,94-97,,Defensive rebound by E. Payton
2:52.0,Personal foul by M. Harkless (drawn by E. Payton),,94-97,,
2:52.0,,,94-97,,E. Payton misses free throw 1 of 2
2:52.0,,,94-97,,Offensive rebound by Team
2:52.0,,,94-97,,E. Payton misses free throw 2 of 2
2:51.0,Defensive rebound by Team,,94-97,,
2:39.0,A. Aminu misses 3-pt shot from 22 ft,,94-97,,
2:38.0,Offensive rebound by D. Lillard,,94-97,,
2:38.0,D. Lillard makes 2-pt shot from 6 ft,2,96-97,,
2:38.0,Shooting foul by A. Len (drawn by D. Lillard),,96-97,,
2:38.0,D. Lillard makes free throw 1 of 1,1,97-97,,
2:19.0,,,97-100,3,D. Booker makes 3-pt shot from 26 ft
1:57.0,C. McCollum misses 2-pt shot from 14 ft,,97-100,,
1:55.0,,,97-100,,Defensive rebound by T. Daniels
1:38.0,,,97-100,,D. Booker misses 3-pt shot from 28 ft
1:35.0,,,97-100,,Offensive rebound by D. Booker
1:24.0,,,97-100,,Turnover by D. Booker (bad pass)
1:10.0,D. Lillard makes 3-pt shot from 26 ft,3,100-100,,
1:10.0,,,100-100,,Phoenix full timeout
1:04.0,Personal block foul by J. Nurkic (drawn by E. Payton),,100-100,,
1:04.0,,,100-101,1,E. Payton makes free throw 1 of 2
1:04.0,,,100-101,,M. Chriss enters the game for A. Len
1:04.0,,,100-101,,S. Harrison enters the game for T. Daniels
1:04.0,,,100-102,1,E. Payton makes free throw 2 of 2
0:54.0,D. Lillard misses 2-pt shot from 3 ft (block by S. Harrison),,100-102,,
0:53.0,Offensive rebound by J. Nurkic,,100-102,,
0:53.0,J. Nurkic makes 2-pt shot at rim,2,102-102,,
0:33.0,,,102-104,2,D. Booker makes 2-pt shot at rim
0:33.0,Portland full timeout,,102-104,,
0:28.0,D. Lillard makes 2-pt shot from 14 ft,2,104-104,,
0:20.0,,,104-104,,Phoenix full timeout
0:20.0,,,104-104,,T. Daniels enters the game for S. Harrison
0:20.0,E. Davis enters the game for J. Nurkic,,104-104,,
0:20.0,,,104-104,,Turnover by Team (turnover)
0:20.0,J. Nurkic enters the game for E. Davis,,104-104,,
0:00.0,D. Lillard makes 2-pt shot at rim,2,106-104,,
0:00.0,,,106-104,,T. Daniels misses 3-pt shot from 58 ft
0:00.0,,,106-104,,Offensive rebound by Team
