time,Atlanta,pts.away,score,pts.home,Orlando
5:29.0,,,82-81,,E. Fournier enters the game for D. Augustin
5:29.0,,,82-81,,J. Simmons enters the game for W. Iwundu
5:29.0,,,82-81,,S. Mack misses free throw 1 of 1
5:25.0,Defensive rebound by J. Collins,,82-81,,
5:15.0,Turnover by M. Delaney (bad pass),,82-81,,
5:15.0,D. Schroder enters the game for I. Taylor,,82-81,,
4:45.0,,,82-81,,S. Mack misses 3-pt shot from 26 ft
4:40.0,Defensive rebound by M. Delaney,,82-81,,
4:30.0,J. Collins makes 2-pt shot from 2 ft (assist by D. Dedmon),2,84-81,,
4:17.0,,,84-81,,M. Speights misses 3-pt shot from 26 ft
4:16.0,Defensive rebound by J. Collins,,84-81,,
4:16.0,,,84-81,,Loose ball foul by K. Birch (drawn by J. Collins)
4:16.0,,,84-81,,M. Hezonja enters the game for M. Speights
4:16.0,,,84-81,,B. Biyombo enters the game for K. Birch
4:16.0,T. Dorsey enters the game for M. Delaney,,84-81,,
4:00.0,D. Dedmon misses 3-pt shot from 26 ft,,84-81,,
3:58.0,,,84-81,,Defensive rebound by M. Hezonja
3:52.0,,,84-83,2,J. Simmons makes 2-pt shot from 16 ft
3:36.0,Shooting foul by S. Mack (drawn by D. Schroder),,84-83,,
3:36.0,Atlanta full timeout,,84-83,,
3:36.0,,,84-83,,D. Augustin enters the game for S. Mack
3:36.0,D. Schroder makes free throw 1 of 2,1,85-83,,
3:36.0,D. Schroder misses free throw 2 of 2,,85-83,,
3:36.0,,,85-83,,Defensive rebound by M. Hezonja
3:13.0,,,85-86,3,D. Augustin makes 3-pt shot from 25 ft (assist by M. Hezonja)
2:55.0,J. Collins makes 2-pt shot from 2 ft (assist by D. Schroder),2,87-86,,
2:39.0,,,87-88,2,E. Fournier makes 2-pt shot from 5 ft
2:39.0,,,87-88,,Shooting foul by T. Dorsey (drawn by E. Fournier)
2:39.0,,,87-89,1,E. Fournier makes free throw 1 of 1
2:22.0,D. Schroder misses 2-pt shot from 4 ft,,87-89,,
2:22.0,Offensive rebound by J. Collins,,87-89,,
2:22.0,Turnover by J. Collins (out of bounds lost ball),,87-89,,
2:08.0,,,87-92,3,E. Fournier makes 3-pt shot from 26 ft (assist by D. Augustin)
1:46.0,T. Waller-Prince makes 2-pt shot from 3 ft,2,89-92,,
1:29.0,,,89-92,,Turnover by B. Biyombo (traveling)
1:15.0,Turnover by D. Dedmon (bad pass; steal by B. Biyombo),,89-92,,
0:57.0,,,89-94,2,E. Fournier makes 2-pt shot from 19 ft
0:48.0,D. Dedmon misses 3-pt shot from 26 ft,,89-94,,
0:46.0,,,89-94,,Defensive rebound by D. Augustin
0:46.0,Loose ball foul by D. Schroder (drawn by D. Augustin),,89-94,,
0:39.0,Personal foul by D. Schroder (drawn by D. Augustin),,89-94,,
0:39.0,,,89-95,1,D. Augustin makes free throw 1 of 2
0:39.0,,,89-96,1,D. Augustin makes free throw 2 of 2
0:39.0,Atlanta full timeout,,89-96,,
0:37.0,D. Dedmon makes 3-pt shot from 22 ft (assist by T. Waller-Prince),3,92-96,,
0:25.0,Personal foul by D. Dedmon (drawn by J. Simmons),,92-96,,
0:25.0,,,92-97,1,J. Simmons makes free throw 1 of 2
0:25.0,,,92-98,1,J. Simmons makes free throw 2 of 2
0:25.0,Atlanta full timeout,,92-98,,
0:25.0,M. Muscala enters the game for D. Dedmon,,92-98,,
0:22.0,T. Waller-Prince makes 3-pt shot from 26 ft (assist by M. Muscala),3,95-98,,
0:22.0,,,95-98,,Orlando full timeout
0:22.0,,,95-98,,M. Speights enters the game for B. Biyombo
0:22.0,D. Dedmon enters the game for M. Muscala,,95-98,,
0:22.0,,,95-98,,Offensive foul by M. Hezonja (drawn by J. Collins)
0:22.0,,,95-98,,Turnover by M. Hezonja (offensive foul)
0:22.0,,,95-98,,B. Biyombo enters the game for M. Speights
0:07.0,D. Dedmon misses 3-pt shot from 27 ft,,95-98,,
0:07.0,,,95-98,,Defensive rebound by Team
0:07.0,Loose ball foul by T. Dorsey (drawn by D. Augustin),,95-98,,
0:07.0,,,95-99,1,D. Augustin makes free throw 1 of 2
0:07.0,,,95-100,1,D. Augustin makes free throw 2 of 2
0:00.0,T. Waller-Prince makes 3-pt shot from 27 ft (assist by D. Dedmon),3,98-100,,
