time,Miami,pts.away,score,pts.home,New York
6:02.0,W. Ellington makes 2-pt shot from 16 ft,2,90-116,,
5:47.0,,,90-118,2,C. Lee makes 2-pt shot from 15 ft
5:27.0,L. Babbitt misses 3-pt shot from 24 ft,,90-118,,
5:24.0,Offensive rebound by T. Johnson,,90-118,,
5:21.0,L. Babbitt misses 3-pt shot from 26 ft,,90-118,,
5:19.0,,,90-118,,Defensive rebound by D. Dotson
5:13.0,,,90-120,2,D. Dotson makes 2-pt shot from 20 ft (assist by F. Ntilikina)
4:47.0,R. McGruder misses 3-pt shot from 22 ft,,90-120,,
4:43.0,,,90-120,,Defensive rebound by C. Lee
4:28.0,,,90-120,,L. Kornet misses 2-pt shot from 1 ft (block by R. McGruder)
4:24.0,Defensive rebound by T. Johnson,,90-120,,
4:23.0,,,90-120,,I. Hicks enters the game for L. Kornet
4:23.0,,,90-120,,T. Burke enters the game for D. Dotson
4:20.0,W. Ellington makes 3-pt shot from 23 ft (assist by R. McGruder),3,93-120,,
4:03.0,,,93-122,2,F. Ntilikina makes 2-pt shot from 10 ft
3:48.0,,,93-122,,Personal foul by C. Lee (drawn by R. McGruder)
3:48.0,R. McGruder misses free throw 1 of 2,,93-122,,
3:48.0,Offensive rebound by Team,,93-122,,
3:48.0,R. McGruder makes free throw 2 of 2,1,94-122,,
3:30.0,,,94-122,,F. Ntilikina misses 2-pt shot from 16 ft
3:28.0,Defensive rebound by W. Ellington,,94-122,,
3:20.0,B. Adebayo misses 2-pt shot at rim,,94-122,,
3:17.0,,,94-122,,Defensive rebound by I. Hicks
2:58.0,,,94-122,,Turnover by I. Hicks (bad pass; steal by W. Ellington)
2:46.0,T. Johnson misses 3-pt shot from 24 ft,,94-122,,
2:46.0,,,94-122,,Defensive rebound by J. Jack
2:46.0,,,94-122,,New York full timeout
2:46.0,,,94-122,,D. Dotson enters the game for T. Burke
2:29.0,,,94-122,,I. Hicks misses 2-pt shot from 15 ft
2:26.0,Defensive rebound by T. Johnson,,94-122,,
2:14.0,L. Babbitt misses 3-pt shot from 25 ft,,94-122,,
2:11.0,,,94-122,,Defensive rebound by F. Ntilikina
1:56.0,,,94-122,,J. Jack misses 2-pt shot from 1 ft
1:56.0,,,94-122,,Offensive rebound by Team
1:46.0,,,94-122,,Turnover by J. Jack (bad pass; steal by T. Johnson)
1:34.0,L. Babbitt misses 3-pt shot from 26 ft,,94-122,,
1:31.0,,,94-122,,Defensive rebound by I. Hicks
1:22.0,,,94-122,,F. Ntilikina misses 3-pt shot from 24 ft
1:21.0,Defensive rebound by B. Adebayo,,94-122,,
1:14.0,B. Adebayo misses 2-pt shot from 9 ft,,94-122,,
1:11.0,Offensive rebound by B. Adebayo,,94-122,,
1:11.0,B. Adebayo makes 2-pt shot from 2 ft,2,96-122,,
0:56.0,,,96-122,,C. Lee misses 3-pt shot from 22 ft
0:53.0,Defensive rebound by B. Adebayo,,96-122,,
0:49.0,W. Ellington misses 3-pt shot from 25 ft,,96-122,,
0:47.0,,,96-122,,Defensive rebound by F. Ntilikina
0:39.0,,,96-122,,F. Ntilikina misses 2-pt shot from 23 ft
0:36.0,Defensive rebound by W. Ellington,,96-122,,
0:20.0,R. McGruder makes 2-pt shot from 14 ft,2,98-122,,
