time,Denver,pts.away,score,pts.home,Memphis
5:17.0,,,90-92,,M. Gasol misses 3-pt shot from 25 ft
5:15.0,Defensive rebound by N. Jokic,,90-92,,
5:05.0,Turnover by N. Jokic (bad pass; steal by W. Selden),,90-92,,
4:52.0,,,90-92,,W. Selden misses 3-pt shot from 24 ft
4:49.0,,,90-92,,Offensive rebound by J. Martin
4:31.0,,,90-92,,Shooting foul by J. Murray (drawn by D. Brooks)
4:31.0,,,90-93,1,D. Brooks makes free throw 1 of 2
4:31.0,,,90-93,,J. Green enters the game for J. Martin
4:31.0,,,90-94,1,D. Brooks makes free throw 2 of 2
4:08.0,W. Chandler makes 2-pt shot from 12 ft,2,92-94,,
3:45.0,,,92-94,,T. Evans misses 2-pt shot from 21 ft
3:44.0,Defensive rebound by D. Harris,,92-94,,
3:37.0,N. Jokic misses 3-pt shot from 25 ft,,92-94,,
3:34.0,,,92-94,,Defensive rebound by D. Brooks
3:21.0,,,92-94,,D. Brooks misses 2-pt shot from 1 ft
3:18.0,Defensive rebound by J. Murray,,92-94,,
3:05.0,Turnover by J. Murray (lost ball; steal by T. Evans),,92-94,,
3:04.0,Personal take foul by W. Chandler (drawn by T. Evans),,92-94,,
3:04.0,,,92-94,,Memphis full timeout
3:04.0,,,92-94,,J. Martin enters the game for W. Selden
3:04.0,W. Barton enters the game for D. Harris,,92-94,,
3:04.0,,,92-95,1,T. Evans makes free throw 1 of 2
3:04.0,,,92-96,1,T. Evans makes free throw 2 of 2
2:54.0,N. Jokic misses 2-pt shot from 19 ft,,92-96,,
2:52.0,Offensive rebound by P. Millsap,,92-96,,
2:47.0,P. Millsap makes 2-pt shot from 8 ft,2,94-96,,
2:23.0,,,94-96,,T. Evans misses 3-pt shot from 25 ft
2:20.0,,,94-96,,Offensive rebound by J. Martin
1:58.0,,,94-98,2,T. Evans makes 2-pt shot from 21 ft
1:51.0,Turnover by J. Murray (bad pass; steal by T. Evans),,94-98,,
1:32.0,,,94-98,,T. Evans misses 3-pt shot from 25 ft
1:28.0,Defensive rebound by W. Chandler,,94-98,,
1:11.0,W. Barton misses 2-pt shot from 2 ft (block by J. Martin),,94-98,,
1:11.0,Offensive rebound by Team,,94-98,,
1:07.0,Turnover by Team (shot clock),,94-98,,
0:43.0,,,94-98,,M. Gasol misses 3-pt shot from 27 ft
0:40.0,Defensive rebound by J. Murray,,94-98,,
0:33.0,W. Barton misses 3-pt shot from 25 ft,,94-98,,
0:31.0,,,94-98,,Defensive rebound by Team
0:31.0,,,94-98,,Memphis full timeout
0:31.0,T. Craig enters the game for N. Jokic,,94-98,,
0:31.0,D. Harris enters the game for J. Murray,,94-98,,
0:30.0,Personal foul by P. Millsap (drawn by M. Gasol),,94-98,,
0:30.0,,,94-99,1,M. Gasol makes free throw 1 of 2
0:30.0,N. Jokic enters the game for T. Craig,,94-99,,
0:30.0,,,94-100,1,M. Gasol makes free throw 2 of 2
0:30.0,Denver full timeout,,94-100,,
0:30.0,J. Murray enters the game for D. Harris,,94-100,,
0:22.0,J. Murray misses 3-pt shot from 25 ft,,94-100,,
0:19.0,,,94-100,,Defensive rebound by T. Evans
0:16.0,Personal take foul by W. Chandler (drawn by T. Evans),,94-100,,
0:16.0,,,94-101,1,T. Evans makes free throw 1 of 2
0:16.0,,,94-101,,T. Evans misses free throw 2 of 2
0:15.0,Defensive rebound by N. Jokic,,94-101,,
0:09.0,P. Millsap misses 3-pt shot from 25 ft,,94-101,,
0:06.0,,,94-101,,Defensive rebound by J. Martin
