time,Indiana,pts.away,score,pts.home,Toronto
5:18.0,,,61-80,,Turnover by D. Wright (step out of bounds)
5:18.0,,,61-80,,N. Powell enters the game for F. VanVleet
4:58.0,T. Leaf misses 2-pt shot from 12 ft,,61-80,,
4:56.0,,,61-80,,Defensive rebound by D. Wright
4:51.0,,,61-80,,Shooting foul by T. Leaf (drawn by D. Wright)
4:51.0,,,61-80,,D. Wright misses free throw 1 of 2
4:51.0,,,61-80,,Offensive rebound by Team
4:51.0,,,61-81,1,D. Wright makes free throw 2 of 2
4:30.0,A. Jefferson makes 2-pt shot from 12 ft,2,63-81,,
4:08.0,,,63-81,,P. Siakam misses 3-pt shot from 22 ft
4:06.0,,,63-81,,Offensive rebound by N. Powell
4:03.0,,,63-81,,C. Miles misses 3-pt shot from 25 ft
4:00.0,Defensive rebound by L. Stephenson,,63-81,,
3:43.0,A. Jefferson makes 2-pt shot from 7 ft,2,65-81,,
3:25.0,Personal foul by L. Stephenson (drawn by C. Miles),,65-81,,
3:25.0,,,65-82,1,C. Miles makes free throw 1 of 2
3:25.0,,,65-83,1,C. Miles makes free throw 2 of 2
3:04.0,T. Leaf makes 2-pt shot from 2 ft (assist by A. Jefferson),2,67-83,,
2:50.0,,,67-83,,C. Miles misses 2-pt shot from 1 ft
2:45.0,,,67-83,,Offensive rebound by P. Siakam
2:45.0,,,67-83,,P. Siakam misses 2-pt shot at rim
2:45.0,Defensive rebound by L. Stephenson,,67-83,,
2:35.0,A. Jefferson misses 3-pt shot from 25 ft,,67-83,,
2:32.0,,,67-83,,Defensive rebound by N. Powell
2:23.0,,,67-86,3,D. Wright makes 3-pt shot from 24 ft (assist by P. Siakam)
1:58.0,G. Robinson makes 2-pt shot from 3 ft (assist by J. Young),2,69-86,,
1:58.0,,,69-86,,Violation by L. Nogueira (def goaltending)
1:58.0,,,69-86,,Toronto full timeout
1:42.0,Personal foul by L. Stephenson (drawn by C. Miles),,69-86,,
1:42.0,,,69-87,1,C. Miles makes free throw 1 of 2
1:42.0,,,69-88,1,C. Miles makes free throw 2 of 2
1:24.0,A. Jefferson misses 2-pt shot from 12 ft (block by L. Nogueira),,69-88,,
1:21.0,,,69-88,,Defensive rebound by P. Siakam
1:15.0,,,69-88,,P. Siakam misses 2-pt shot from 2 ft
1:13.0,Defensive rebound by A. Jefferson,,69-88,,
1:05.0,Shooting foul by L. Nogueira (drawn by T. Leaf),,69-88,,
1:05.0,T. Leaf misses free throw 1 of 2,,69-88,,
1:05.0,Offensive rebound by Team,,69-88,,
1:05.0,T. Leaf makes free throw 2 of 2,1,70-88,,
0:55.0,,,70-90,2,C. Miles makes 2-pt shot from 1 ft (assist by P. Siakam)
0:55.0,,,70-90,,Shooting foul by A. Jefferson (drawn by C. Miles)
0:55.0,,,70-90,,C. Miles misses free throw 1 of 1
0:53.0,Defensive rebound by A. Jefferson,,70-90,,
0:40.0,G. Robinson misses 3-pt shot from 24 ft,,70-90,,
0:36.0,Offensive rebound by T. Leaf,,70-90,,
0:36.0,T. Leaf misses 2-pt shot at rim,,70-90,,
0:35.0,,,70-90,,Defensive rebound by D. Wright
0:28.0,,,70-92,2,P. Siakam makes 2-pt shot at rim
0:21.0,J. Young makes 3-pt shot from 25 ft,3,73-92,,
