time,Phoenix,pts.away,score,pts.home,Denver
0:35.0,,,107-99,,T. Craig enters the game for N. Jokic
0:35.0,T. Daniels enters the game for T. Chandler,,107-99,,
0:35.0,,,107-100,1,J. Murray makes free throw 2 of 2
0:32.0,,,107-100,,Personal take foul by J. Murray (drawn by T. Warren)
0:30.0,Turnover by I. Canaan (step out of bounds),,107-100,,
0:30.0,,,107-100,,N. Jokic enters the game for T. Craig
0:30.0,T. Chandler enters the game for T. Daniels,,107-100,,
0:29.0,,,107-100,,J. Murray misses 3-pt shot from 23 ft
0:26.0,Defensive rebound by D. Bender,,107-100,,
0:25.0,,,107-100,,Personal foul by J. Murray (drawn by T. Warren)
0:25.0,,,107-100,,M. Beasley enters the game for J. Murray
0:25.0,T. Warren misses free throw 1 of 2,,107-100,,
0:25.0,Offensive rebound by Team,,107-100,,
0:25.0,T. Warren makes free throw 2 of 2,1,108-100,,
0:15.0,,,108-100,,G. Harris misses 3-pt shot from 24 ft
0:12.0,Defensive rebound by D. Bender,,108-100,,
