time,Boston,pts.away,score,pts.home,Philadelphia
2:34.0,,,83-83,,J. Embiid misses 2-pt shot from 2 ft
2:32.0,Defensive rebound by J. Tatum,,83-83,,
2:12.0,A. Horford misses 2-pt shot from 12 ft,,83-83,,
2:08.0,,,83-83,,Defensive rebound by J. Embiid
1:46.0,,,83-85,2,J. Redick makes 2-pt shot from 22 ft
1:33.0,J. Tatum makes 2-pt shot from 13 ft,2,85-85,,
1:13.0,,,85-85,,J. Embiid misses 2-pt shot from 14 ft
1:10.0,Defensive rebound by M. Smart,,85-85,,
0:50.0,A. Horford misses 3-pt shot from 26 ft,,85-85,,
0:48.0,,,85-85,,Defensive rebound by B. Simmons
0:41.0,,,85-85,,Shooting foul by M. Smart (drawn by M. Belinelli)
0:41.0,M. Morris enters the game for M. Smart,,85-85,,
0:41.0,,,85-86,1,M. Belinelli makes free throw 1 of 2
0:41.0,,,85-87,1,M. Belinelli makes free throw 2 of 2
0:25.0,Boston full timeout,,85-87,,
0:25.0,,,85-87,,T. McConnell enters the game for M. Belinelli
0:24.0,J. Brown makes 2-pt shot from 2 ft (assist by J. Tatum),2,87-87,,
0:04.0,,,87-87,,Turnover by J. Redick (bad pass; steal by T. Rozier)
0:01.0,J. Brown makes 2-pt shot from 2 ft (assist by T. Rozier),2,89-87,,
0:01.0,,,89-87,,Philadelphia full timeout
0:01.0,,,89-87,,M. Belinelli enters the game for T. McConnell
0:01.0,A. Baynes enters the game for M. Morris,,89-87,,
0:00.0,,,89-89,2,M. Belinelli makes 2-pt shot from 21 ft (assist by B. Simmons)
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:49.0,,,89-89,,E. Ilyasova misses 3-pt shot from 22 ft
4:44.0,,,89-89,,Offensive rebound by J. Embiid
4:38.0,,,89-89,,J. Embiid misses 2-pt shot from 6 ft (block by A. Horford)
4:35.0,Defensive rebound by A. Horford,,89-89,,
4:31.0,T. Rozier misses 2-pt shot from 12 ft,,89-89,,
4:29.0,,,89-89,,Defensive rebound by M. Belinelli
4:21.0,,,89-91,2,M. Belinelli makes 2-pt shot from 22 ft (assist by J. Embiid)
3:58.0,M. Morris misses 2-pt shot from 15 ft,,89-91,,
3:56.0,,,89-91,,Defensive rebound by J. Redick
3:41.0,,,89-94,3,J. Redick makes 3-pt shot from 25 ft (assist by B. Simmons)
3:19.0,A. Horford makes 2-pt shot from 1 ft (assist by M. Morris),2,91-94,,
2:58.0,,,91-94,,M. Belinelli misses 3-pt shot from 26 ft
2:55.0,Defensive rebound by A. Horford,,91-94,,
2:42.0,,,91-94,,Personal foul by J. Embiid (drawn by T. Rozier)
2:42.0,,,91-94,,D. Saric enters the game for J. Embiid
2:42.0,S. Larkin enters the game for J. Brown,,91-94,,
2:33.0,Shooting foul by M. Belinelli (drawn by J. Tatum),,91-94,,
2:33.0,J. Tatum misses free throw 1 of 2,,91-94,,
2:33.0,Offensive rebound by Team,,91-94,,
2:33.0,,,91-94,,J. Embiid enters the game for E. Ilyasova
2:33.0,J. Tatum makes free throw 2 of 2,1,92-94,,
2:24.0,,,92-94,,B. Simmons misses 2-pt shot from 3 ft
2:19.0,Defensive rebound by S. Larkin,,92-94,,
1:59.0,A. Horford misses 2-pt shot from 6 ft,,92-94,,
1:53.0,,,92-94,,Defensive rebound by M. Belinelli
1:44.0,,,92-96,2,J. Redick makes 2-pt shot from 14 ft
1:21.0,J. Tatum makes 2-pt shot from 2 ft,2,94-96,,
1:05.0,,,94-98,2,B. Simmons makes 2-pt shot from 3 ft
0:55.0,J. Tatum makes 2-pt shot from 2 ft (assist by T. Rozier),2,96-98,,
0:55.0,,,96-98,,Philadelphia full timeout
0:55.0,,,96-98,,E. Ilyasova enters the game for D. Saric
0:55.0,J. Brown enters the game for S. Larkin,,96-98,,
0:46.0,,,96-98,,Turnover by J. Embiid (bad pass; steal by T. Rozier)
0:42.0,Shooting foul by J. Embiid (drawn by A. Horford),,96-98,,
0:42.0,A. Horford misses free throw 1 of 2,,96-98,,
0:42.0,Offensive rebound by Team,,96-98,,
0:42.0,A. Horford makes free throw 2 of 2,1,97-98,,
0:20.0,,,97-98,,J. Embiid misses 2-pt shot from 11 ft
0:18.0,,,97-98,,Offensive rebound by B. Simmons
0:17.0,,,97-98,,B. Simmons misses 2-pt shot from 2 ft
0:14.0,Defensive rebound by M. Morris,,97-98,,
0:08.0,Boston full timeout,,97-98,,
0:08.0,,,97-98,,T. McConnell enters the game for J. Redick
0:08.0,,,97-98,,R. Covington enters the game for M. Belinelli
0:08.0,Boston full timeout,,97-98,,
0:05.0,A. Horford makes 2-pt shot from 3 ft (assist by M. Morris),2,99-98,,
0:05.0,,,99-98,,Philadelphia full timeout
0:05.0,,,99-98,,J. Redick enters the game for T. McConnell
0:05.0,,,99-98,,M. Belinelli enters the game for R. Covington
0:03.0,,,99-98,,Turnover by B. Simmons (bad pass; steal by A. Horford)
0:03.0,,,99-98,,Personal foul by J. Embiid (drawn by A. Horford)
0:03.0,,,99-98,,D. Saric enters the game for J. Embiid
0:03.0,A. Horford makes free throw 1 of 2,1,100-98,,
0:03.0,A. Horford makes free throw 2 of 2,1,101-98,,
0:00.0,,,101-98,,M. Belinelli misses 3-pt shot from 29 ft
0:00.0,,,101-98,,Offensive rebound by Team
