time,Atlanta,pts.away,score,pts.home,Miami
4:12.0,,,95-88,,Turnover by D. Wade (bad pass; steal by M. Muscala)
3:49.0,Turnover by Team (shot clock),,95-88,,
3:49.0,,,95-88,,Miami full timeout
3:49.0,,,95-88,,T. Johnson enters the game for D. Wade
3:49.0,D. Lee enters the game for M. Muscala,,95-88,,
3:36.0,,,95-88,,G. Dragic misses 2-pt shot from 8 ft
3:32.0,,,95-88,,Offensive rebound by G. Dragic
3:31.0,,,95-90,2,G. Dragic makes 2-pt shot from 3 ft
3:07.0,D. Bembry makes 3-pt shot from 29 ft (assist by M. Plumlee),3,98-90,,
2:47.0,,,98-92,2,J. Johnson makes 2-pt shot from 4 ft (assist by G. Dragic)
2:36.0,Offensive charge foul by I. Taylor (drawn by J. Richardson),,98-92,,
2:36.0,Turnover by I. Taylor (offensive foul),,98-92,,
2:36.0,M. Muscala enters the game for M. Plumlee,,98-92,,
2:36.0,T. Dorsey enters the game for D. Bembry,,98-92,,
2:28.0,,,98-94,2,J. Johnson makes 2-pt shot from 2 ft
2:04.0,M. Muscala misses 3-pt shot from 23 ft,,98-94,,
2:02.0,,,98-94,,Defensive rebound by T. Johnson
1:52.0,,,98-94,,G. Dragic misses 3-pt shot from 25 ft
1:49.0,Defensive rebound by T. Dorsey,,98-94,,
1:34.0,T. Dorsey misses 2-pt shot from 5 ft,,98-94,,
1:30.0,,,98-94,,Defensive rebound by J. Richardson
1:29.0,,,98-97,3,T. Johnson makes 3-pt shot from 25 ft (assist by J. Richardson)
1:29.0,Atlanta full timeout,,98-97,,
1:11.0,I. Taylor misses 2-pt shot from 8 ft,,98-97,,
1:08.0,,,98-97,,Defensive rebound by H. Whiteside
1:02.0,,,98-97,,J. Richardson misses 2-pt shot from 5 ft
0:58.0,,,98-97,,Offensive rebound by H. Whiteside
0:58.0,,,98-99,2,H. Whiteside makes 2-pt shot at rim
0:42.0,D. Lee misses 2-pt shot from 7 ft,,98-99,,
0:39.0,,,98-99,,Defensive rebound by H. Whiteside
0:29.0,,,98-99,,Miami full timeout
0:22.0,,,98-99,,J. Johnson misses 2-pt shot from 12 ft
0:21.0,,,98-99,,Offensive rebound by H. Whiteside
0:21.0,,,98-99,,J. Winslow enters the game for G. Dragic
0:21.0,,,98-99,,H. Whiteside misses 2-pt shot from 3 ft (block by J. Collins)
0:21.0,Defensive rebound by Team,,98-99,,
0:01.0,D. Lee misses 2-pt shot from 9 ft (block by J. Richardson),,98-99,,
0:01.0,,,98-99,,Defensive rebound by J. Richardson
0:01.0,Personal foul by D. Lee (drawn by J. Richardson),,98-99,,
0:01.0,,,98-99,,Miami full timeout
0:01.0,,,98-99,,D. Wade enters the game for J. Winslow
0:01.0,,,98-99,,G. Dragic enters the game for H. Whiteside
0:00.0,Personal foul by T. Dorsey (drawn by J. Richardson),,98-99,,
0:00.0,,,98-100,1,J. Richardson makes free throw 1 of 2
0:00.0,,,98-100,,J. Winslow enters the game for G. Dragic
0:00.0,,,98-101,1,J. Richardson makes free throw 2 of 2
0:00.0,Atlanta full timeout,,98-101,,
0:00.0,M. Plumlee enters the game for I. Taylor,,98-101,,
0:00.0,J. Collins misses 3-pt shot from 27 ft (block by J. Richardson),,98-101,,
0:00.0,Offensive rebound by Team,,98-101,,
