time,Dallas,pts.away,score,pts.home,LA Lakers
4:54.0,,,94-117,,Offensive rebound by J. Randle
4:53.0,,,94-117,,J. Randle misses 2-pt shot from 1 ft (block by W. Matthews)
4:53.0,,,94-117,,Offensive rebound by J. Randle
4:50.0,,,94-117,,J. Randle misses 2-pt shot from 1 ft (block by H. Barnes)
4:48.0,Defensive rebound by W. Matthews,,94-117,,
4:42.0,M. Kleber misses 2-pt shot from 3 ft (block by B. Ingram),,94-117,,
4:39.0,,,94-117,,Defensive rebound by B. Ingram
4:36.0,Personal foul by M. Kleber (drawn by B. Ingram),,94-117,,
4:36.0,,,94-117,,T. Ennis enters the game for B. Ingram
4:36.0,,,94-117,,T. Bryant enters the game for J. Randle
4:36.0,D. McDermott enters the game for D. Smith,,94-117,,
4:36.0,K. Collinsworth enters the game for W. Matthews,,94-117,,
4:26.0,,,94-117,,Turnover by K. Kuzma (lost ball; steal by H. Barnes)
4:20.0,H. Barnes misses 2-pt shot from 2 ft (block by K. Kuzma),,94-117,,
4:20.0,Offensive rebound by H. Barnes,,94-117,,
4:20.0,H. Barnes makes 2-pt shot from 2 ft,2,96-117,,
4:20.0,Shooting foul by K. Kuzma (drawn by H. Barnes),,96-117,,
4:20.0,H. Barnes makes free throw 1 of 1,1,97-117,,
4:03.0,,,97-119,2,T. Ennis makes 2-pt shot from 2 ft
3:47.0,H. Barnes makes 2-pt shot from 5 ft,2,99-119,,
3:34.0,,,99-119,,T. Ennis misses 2-pt shot from 8 ft
3:34.0,,,99-119,,Offensive rebound by Team
3:34.0,Loose ball foul by M. Kleber (drawn by T. Bryant),,99-119,,
3:34.0,,,99-120,1,T. Bryant makes free throw 1 of 2
3:34.0,,,99-120,,I. Zubac enters the game for K. Caldwell-Pope
3:34.0,,,99-121,1,T. Bryant makes free throw 2 of 2
3:20.0,M. Kleber makes 2-pt shot from 1 ft (assist by K. Collinsworth),2,101-121,,
3:03.0,,,101-121,,J. Hart misses 2-pt shot from 1 ft
3:01.0,Defensive rebound by K. Collinsworth,,101-121,,
2:59.0,D. Powell enters the game for H. Barnes,,101-121,,
2:54.0,K. Collinsworth misses 2-pt shot from 6 ft,,101-121,,
2:51.0,,,101-121,,Defensive rebound by T. Bryant
2:35.0,,,101-121,,J. Hart misses 3-pt shot from 27 ft
2:33.0,Defensive rebound by Team,,101-121,,
2:11.0,K. Collinsworth misses 2-pt shot from 2 ft,,101-121,,
2:10.0,,,101-121,,Defensive rebound by J. Hart
2:05.0,,,101-123,2,I. Zubac makes 2-pt shot at rim (assist by T. Ennis)
2:05.0,Dallas full timeout,,101-123,,
1:46.0,D. Powell misses 2-pt shot from 17 ft,,101-123,,
1:41.0,,,101-123,,Defensive rebound by I. Zubac
1:24.0,,,101-123,,T. Ennis misses 2-pt shot from 16 ft
1:24.0,Defensive rebound by D. Powell,,101-123,,
1:12.0,Y. Ferrell misses 3-pt shot from 26 ft,,101-123,,
1:10.0,,,101-123,,Defensive rebound by T. Bryant
1:08.0,,,101-123,,Technical foul by T. Bryant
1:08.0,D. McDermott makes technical free throw,1,102-123,,
0:42.0,,,102-123,,T. Bryant misses 2-pt shot from 20 ft
0:40.0,,,102-123,,Offensive rebound by J. Hart
0:28.0,,,102-123,,J. Hart misses 2-pt shot from 3 ft (block by D. Powell)
0:28.0,,,102-123,,Offensive rebound by Team
0:22.0,,,102-123,,Shooting foul by D. Powell (drawn by J. Hart)
0:22.0,,,102-124,1,J. Hart makes free throw 1 of 2
0:22.0,,,102-124,,J. Hart misses free throw 2 of 2
0:20.0,Defensive rebound by M. Kleber,,102-124,,
0:09.0,D. Powell misses 2-pt shot from 20 ft,,102-124,,
0:07.0,,,102-124,,Defensive rebound by K. Kuzma
