time,Boston,pts.away,score,pts.home,Washington
4:58.0,Shooting foul by M. Scott (drawn by A. Horford),,77-92,,
4:58.0,A. Horford makes free throw 1 of 2,1,78-92,,
4:58.0,A. Horford makes free throw 2 of 2,1,79-92,,
4:46.0,,,79-95,3,T. Satoransky makes 3-pt shot from 23 ft (assist by J. Wall)
4:33.0,G. Monroe makes 2-pt shot from 1 ft,2,81-95,,
4:33.0,,,81-95,,Shooting block foul by T. Satoransky (drawn by G. Monroe)
4:33.0,,,81-95,,B. Beal enters the game for T. Satoransky
4:33.0,S. Ojeleye enters the game for A. Horford,,81-95,,
4:33.0,G. Monroe makes free throw 1 of 1,1,82-95,,
4:15.0,,,82-95,,J. Wall misses 2-pt shot from 1 ft
4:15.0,,,82-95,,Offensive rebound by I. Mahinmi
4:15.0,,,82-95,,Shooting foul by G. Monroe (drawn by I. Mahinmi)
4:15.0,,,82-96,1,I. Mahinmi makes free throw 1 of 2
4:15.0,A. Horford enters the game for G. Monroe,,82-96,,
4:15.0,,,82-96,,I. Mahinmi misses free throw 2 of 2
4:13.0,,,82-96,,Offensive rebound by M. Scott
3:56.0,,,82-96,,I. Mahinmi misses 2-pt shot from 1 ft
3:53.0,Defensive rebound by S. Ojeleye,,82-96,,
3:47.0,,,82-96,,Personal foul by B. Beal (drawn by T. Rozier)
3:47.0,T. Rozier makes free throw 1 of 2,1,83-96,,
3:47.0,,,83-96,,M. Morris enters the game for I. Mahinmi
3:47.0,T. Rozier misses free throw 2 of 2,,83-96,,
3:45.0,Offensive rebound by A. Horford,,83-96,,
3:42.0,M. Morris makes 2-pt shot from 20 ft (assist by A. Horford),2,85-96,,
3:22.0,,,85-99,3,J. Wall makes 3-pt shot from 24 ft (assist by B. Beal)
3:08.0,J. Brown misses 2-pt shot from 3 ft,,85-99,,
3:06.0,,,85-99,,Defensive rebound by M. Scott
3:00.0,,,85-102,3,K. Oubre makes 3-pt shot from 23 ft (assist by J. Wall)
2:59.0,Boston full timeout,,85-102,,
2:59.0,A. Nader enters the game for J. Brown,,85-102,,
2:59.0,J. Bird enters the game for T. Rozier,,85-102,,
2:59.0,J. Gibson enters the game for M. Morris,,85-102,,
2:59.0,K. Allen enters the game for A. Horford,,85-102,,
2:43.0,A. Nader makes 2-pt shot from 5 ft (assist by J. Bird),2,87-102,,
2:26.0,,,87-102,,B. Beal misses 2-pt shot from 16 ft
2:23.0,Defensive rebound by K. Allen,,87-102,,
2:20.0,J. Gibson makes 2-pt shot from 1 ft (assist by K. Allen),2,89-102,,
2:05.0,,,89-102,,M. Morris misses 2-pt shot from 15 ft
2:03.0,Defensive rebound by K. Allen,,89-102,,
2:01.0,,,89-102,,Personal take foul by J. Wall (drawn by K. Allen)
2:01.0,K. Allen makes free throw 1 of 2,1,90-102,,
2:01.0,K. Allen misses free throw 2 of 2,,90-102,,
1:59.0,,,90-102,,Defensive rebound by M. Scott
1:47.0,,,90-104,2,J. Wall makes 2-pt shot at rim
1:39.0,K. Allen makes 2-pt shot from 3 ft,2,92-104,,
1:39.0,Shooting foul by J. Wall (drawn by K. Allen),,92-104,,
1:39.0,,,92-104,,R. Sessions enters the game for J. Wall
1:39.0,,,92-104,,T. Satoransky enters the game for B. Beal
1:39.0,,,92-104,,J. Smith enters the game for M. Morris
1:39.0,,,92-104,,T. Frazier enters the game for M. Scott
1:39.0,K. Allen makes free throw 1 of 1,1,93-104,,
1:21.0,,,93-107,3,K. Oubre makes 3-pt shot from 25 ft (assist by R. Sessions)
1:11.0,J. Bird makes 3-pt shot from 26 ft (assist by K. Allen),3,96-107,,
0:54.0,,,96-110,3,K. Oubre makes 3-pt shot from 25 ft (assist by R. Sessions)
0:43.0,J. Gibson makes 3-pt shot from 24 ft (assist by K. Allen),3,99-110,,
0:23.0,,,99-112,2,R. Sessions makes 2-pt shot at rim
0:23.0,Violation by A. Nader (def goaltending),,99-112,,
0:23.0,,,99-112,,Shooting foul by J. Gibson (drawn by R. Sessions)
0:23.0,,,99-113,1,R. Sessions makes free throw 1 of 1
0:17.0,S. Ojeleye misses 2-pt shot from 3 ft,,99-113,,
0:16.0,Offensive rebound by K. Allen,,99-113,,
0:16.0,K. Allen makes 2-pt shot at rim,2,101-113,,
