time,Charlotte,pts.away,score,pts.home,New York
7:00.0,,,80-113,,Defensive rebound by I. Hicks
6:41.0,,,80-113,,T. Burke misses 3-pt shot from 26 ft
6:39.0,Defensive rebound by W. Hernangomez,,80-113,,
6:30.0,M. Monk makes 3-pt shot from 27 ft,3,83-113,,
6:12.0,,,83-113,,D. Dotson misses 2-pt shot from 3 ft
6:10.0,Defensive rebound by W. Hernangomez,,83-113,,
6:06.0,M. Monk misses 3-pt shot from 26 ft,,83-113,,
6:04.0,,,83-113,,Defensive rebound by T. Burke
5:48.0,,,83-115,2,J. Jack makes 2-pt shot from 20 ft
5:30.0,M. Monk makes 3-pt shot from 25 ft (assist by D. Bacon),3,86-115,,
5:08.0,,,86-115,,J. Jack misses 2-pt shot from 7 ft (block by M. Monk)
5:06.0,Defensive rebound by M. Monk,,86-115,,
4:54.0,F. Kaminsky misses 2-pt shot from 6 ft,,86-115,,
4:53.0,Offensive rebound by W. Hernangomez,,86-115,,
4:53.0,,,86-115,,Personal foul by I. Hicks (drawn by W. Hernangomez)
4:53.0,,,86-115,,New York full timeout
4:53.0,,,86-115,,T. Williams enters the game for T. Burke
4:53.0,J. Stone enters the game for F. Kaminsky,,86-115,,
4:53.0,W. Hernangomez makes free throw 1 of 2,1,87-115,,
4:53.0,W. Hernangomez makes free throw 2 of 2,1,88-115,,
4:32.0,,,88-117,2,J. Jack makes 2-pt shot from 7 ft
4:19.0,D. Bacon makes 2-pt shot from 17 ft,2,90-117,,
4:00.0,,,90-117,,D. Dotson misses 2-pt shot from 19 ft
3:58.0,Defensive rebound by T. Graham,,90-117,,
3:50.0,D. Bacon misses 3-pt shot from 25 ft,,90-117,,
3:48.0,,,90-117,,Defensive rebound by L. Kornet
3:40.0,,,90-117,,Turnover by I. Hicks (lost ball; steal by W. Hernangomez)
3:30.0,D. Bacon makes 2-pt shot from 2 ft,2,92-117,,
3:17.0,,,92-117,,Turnover by I. Hicks (bad pass; steal by M. Monk)
3:09.0,D. Bacon misses 2-pt shot from 1 ft,,92-117,,
3:08.0,,,92-117,,Defensive rebound by Team
2:57.0,,,92-117,,J. Jack misses 2-pt shot from 15 ft
2:53.0,Defensive rebound by M. Monk,,92-117,,
2:48.0,M. Monk misses 3-pt shot from 25 ft,,92-117,,
2:47.0,,,92-117,,Defensive rebound by I. Hicks
2:39.0,,,92-117,,Turnover by J. Jack (lost ball; steal by D. Bacon)
2:29.0,Shooting foul by I. Hicks (drawn by W. Hernangomez),,92-117,,
2:29.0,Charlotte full timeout,,92-117,,
2:29.0,W. Hernangomez makes free throw 1 of 2,1,93-117,,
2:29.0,W. Hernangomez makes free throw 2 of 2,1,94-117,,
2:08.0,,,94-117,,T. Williams misses 2-pt shot from 21 ft
2:06.0,Defensive rebound by W. Hernangomez,,94-117,,
1:55.0,Turnover by T. Graham (step out of bounds),,94-117,,
1:36.0,,,94-117,,L. Kornet misses 3-pt shot from 23 ft
1:34.0,Defensive rebound by W. Hernangomez,,94-117,,
1:28.0,D. Bacon makes 2-pt shot from 14 ft,2,96-117,,
1:16.0,,,96-119,2,I. Hicks makes 2-pt shot from 2 ft (assist by J. Jack)
1:06.0,D. Bacon makes 2-pt shot from 22 ft,2,98-119,,
0:54.0,,,98-122,3,L. Kornet makes 3-pt shot from 23 ft (assist by I. Hicks)
0:47.0,,,98-122,,Personal foul by T. Williams (drawn by D. Bacon)
0:47.0,D. Bacon makes free throw 1 of 2,1,99-122,,
0:47.0,D. Bacon misses free throw 2 of 2,,99-122,,
0:45.0,,,99-122,,Defensive rebound by L. Kornet
0:34.0,,,99-122,,D. Dotson misses 2-pt shot from 2 ft
0:32.0,,,99-122,,Offensive rebound by D. Dotson
0:32.0,,,99-124,2,D. Dotson makes 2-pt shot at rim
0:21.0,W. Hernangomez makes 2-pt shot from 8 ft (assist by D. Bacon),2,101-124,,
