time,Milwaukee,pts.away,score,pts.home,New York
6:23.0,S. Kilpatrick makes free throw 2 of 3,1,91-73,,
6:23.0,S. Kilpatrick makes free throw 3 of 3,1,92-73,,
6:04.0,,,92-75,2,D. Dotson makes 2-pt shot from 15 ft
5:51.0,J. Terry misses 3-pt shot from 26 ft,,92-75,,
5:49.0,,,92-75,,Defensive rebound by E. Kanter
5:39.0,,,92-75,,Turnover by E. Kanter (bad pass)
5:35.0,S. Kilpatrick misses 3-pt shot from 23 ft,,92-75,,
5:34.0,,,92-75,,Defensive rebound by Team
5:34.0,Loose ball foul by M. Plumlee (drawn by E. Kanter),,92-75,,
5:34.0,S. Brown enters the game for G. Antetokounmpo,,92-75,,
5:23.0,,,92-78,3,C. Lee makes 3-pt shot from 25 ft (assist by E. Kanter)
4:56.0,S. Kilpatrick misses 2-pt shot from 3 ft,,92-78,,
4:54.0,,,92-78,,Defensive rebound by E. Kanter
4:50.0,,,92-78,,Turnover by E. Kanter (out of bounds lost ball)
4:33.0,J. Terry makes 2-pt shot from 21 ft,2,94-78,,
4:10.0,,,94-80,2,C. Lee makes 2-pt shot from 20 ft
3:54.0,K. Middleton misses 2-pt shot from 10 ft,,94-80,,
3:52.0,,,94-80,,Defensive rebound by E. Kanter
3:46.0,,,94-80,,C. Lee misses 3-pt shot from 25 ft
3:43.0,Defensive rebound by S. Kilpatrick,,94-80,,
3:33.0,S. Kilpatrick misses 2-pt shot from 1 ft,,94-80,,
3:31.0,,,94-80,,Defensive rebound by T. Burke
3:23.0,,,94-80,,E. Kanter misses 2-pt shot from 9 ft
3:21.0,,,94-80,,Offensive rebound by M. Beasley
3:21.0,,,94-82,2,M. Beasley makes 2-pt shot at rim
3:21.0,Milwaukee full timeout,,94-82,,
3:21.0,E. Bledsoe enters the game for J. Terry,,94-82,,
3:21.0,T. Maker enters the game for M. Plumlee,,94-82,,
3:11.0,,,94-82,,Personal foul by D. Dotson (drawn by E. Bledsoe)
3:11.0,E. Bledsoe makes free throw 1 of 2,1,95-82,,
3:11.0,E. Bledsoe makes free throw 2 of 2,1,96-82,,
3:00.0,,,96-82,,C. Lee misses 2-pt shot from 11 ft
2:58.0,Defensive rebound by S. Brown,,96-82,,
2:40.0,K. Middleton misses 3-pt shot from 26 ft,,96-82,,
2:38.0,Offensive rebound by S. Brown,,96-82,,
2:22.0,E. Bledsoe makes 2-pt shot at rim,2,98-82,,
2:09.0,,,98-82,,C. Lee misses 3-pt shot from 26 ft
2:07.0,,,98-82,,Offensive rebound by E. Kanter
2:05.0,,,98-82,,D. Dotson misses 3-pt shot from 25 ft
2:03.0,Defensive rebound by Team,,98-82,,
1:50.0,K. Middleton makes 2-pt shot from 19 ft (assist by E. Bledsoe),2,100-82,,
1:49.0,,,100-82,,New York full timeout
1:49.0,,,100-82,,D. McDermott enters the game for C. Lee
1:49.0,,,100-82,,K. O'Quinn enters the game for M. Beasley
1:49.0,,,100-82,,W. Hernangomez enters the game for T. Burke
1:49.0,,,100-82,,F. Ntilikina enters the game for E. Kanter
1:49.0,T. Zeller enters the game for K. Middleton,,100-82,,
1:49.0,J. Terry enters the game for E. Bledsoe,,100-82,,
1:49.0,X. Munford enters the game for T. Maker,,100-82,,
1:38.0,,,100-82,,D. McDermott misses 2-pt shot from 8 ft
1:36.0,Defensive rebound by T. Zeller,,100-82,,
1:17.0,S. Kilpatrick makes 3-pt shot from 26 ft (assist by X. Munford),3,103-82,,
0:59.0,,,103-84,2,F. Ntilikina makes 2-pt shot from 17 ft (assist by D. McDermott)
0:48.0,T. Zeller misses 3-pt shot from 22 ft,,103-84,,
0:46.0,,,103-84,,Defensive rebound by W. Hernangomez
0:37.0,,,103-86,2,W. Hernangomez makes 2-pt shot from 1 ft (assist by D. Dotson)
0:25.0,S. Brown misses 2-pt shot from 2 ft (block by W. Hernangomez),,103-86,,
0:23.0,,,103-86,,Defensive rebound by D. Dotson
0:21.0,,,103-88,2,D. Dotson makes 2-pt shot from 1 ft
0:21.0,,,103-88,,Shooting foul by X. Munford (drawn by D. Dotson)
0:21.0,,,103-89,1,D. Dotson makes free throw 1 of 1
