time,New York,pts.away,score,pts.home,San Antonio
4:09.0,J. Jack makes 2-pt shot from 16 ft (assist by M. Beasley),2,97-109,,
3:50.0,,,97-109,,Turnover by M. Ginobili (bad pass; steal by F. Ntilikina)
3:48.0,Turnover by C. Lee (traveling),,97-109,,
3:48.0,,,97-109,,P. Gasol enters the game for T. Parker
3:37.0,,,97-109,,M. Ginobili misses 2-pt shot from 1 ft (block by K. Porzingis)
3:34.0,Defensive rebound by M. Beasley,,97-109,,
3:30.0,C. Lee makes 3-pt shot from 22 ft (assist by F. Ntilikina),3,100-109,,
3:04.0,,,100-112,3,B. Forbes makes 3-pt shot from 22 ft (assist by P. Mills)
3:03.0,New York full timeout,,100-112,,
2:48.0,F. Ntilikina misses 2-pt shot from 16 ft,,100-112,,
2:47.0,Offensive rebound by J. Jack,,100-112,,
2:45.0,J. Jack misses 2-pt shot from 3 ft,,100-112,,
2:45.0,,,100-112,,Defensive rebound by P. Gasol
2:30.0,,,100-112,,Shooting foul by K. Porzingis (drawn by L. Aldridge)
2:30.0,D. McDermott enters the game for K. Porzingis,,100-112,,
2:30.0,,,100-112,,L. Aldridge misses free throw 1 of 2
2:30.0,,,100-112,,Offensive rebound by Team
2:30.0,,,100-112,,D. Murray enters the game for P. Gasol
2:30.0,,,100-112,,B. Paul enters the game for M. Ginobili
2:30.0,,,100-113,1,L. Aldridge makes free throw 2 of 2
2:24.0,J. Jack misses 3-pt shot from 25 ft,,100-113,,
2:21.0,Offensive rebound by D. McDermott,,100-113,,
2:17.0,F. Ntilikina makes 3-pt shot from 26 ft (assist by D. McDermott),3,103-113,,
2:01.0,,,103-115,2,L. Aldridge makes 2-pt shot from 1 ft (assist by D. Murray)
1:53.0,F. Ntilikina misses 3-pt shot from 24 ft,,103-115,,
1:49.0,,,103-115,,Defensive rebound by P. Mills
1:25.0,,,103-115,,B. Paul misses 2-pt shot from 21 ft
1:23.0,Defensive rebound by M. Beasley,,103-115,,
1:21.0,,,103-115,,Shooting block foul by B. Forbes (drawn by J. Jack)
1:21.0,J. Jack makes free throw 1 of 2,1,104-115,,
1:21.0,,,104-115,,D. Bertans enters the game for L. Aldridge
1:21.0,J. Jack makes free throw 2 of 2,1,105-115,,
1:12.0,,,105-115,,Shooting foul by F. Ntilikina (drawn by D. Murray)
1:12.0,,,105-115,,D. Murray misses free throw 1 of 2
1:12.0,,,105-115,,Offensive rebound by Team
1:12.0,,,105-115,,D. Murray misses free throw 2 of 2
1:09.0,Defensive rebound by D. McDermott,,105-115,,
1:00.0,M. Beasley makes 2-pt shot from 15 ft,2,107-115,,
0:56.0,Personal foul by F. Ntilikina (drawn by D. Murray),,107-115,,
0:56.0,,,107-115,,D. Murray misses free throw 1 of 2
0:56.0,,,107-115,,Offensive rebound by Team
0:56.0,,,107-115,,D. Murray misses free throw 2 of 2
0:51.0,Defensive rebound by M. Beasley,,107-115,,
0:46.0,J. Jack misses 2-pt shot from 13 ft,,107-115,,
0:45.0,Offensive rebound by F. Ntilikina,,107-115,,
0:45.0,F. Ntilikina misses 2-pt shot at rim,,107-115,,
0:45.0,,,107-115,,Defensive rebound by D. Murray
0:45.0,Personal foul by F. Ntilikina (drawn by D. Murray),,107-115,,
0:45.0,,,107-116,1,D. Murray makes free throw 1 of 2
0:45.0,,,107-117,1,D. Murray makes free throw 2 of 2
0:34.0,C. Lee misses 3-pt shot from 24 ft,,107-117,,
0:32.0,,,107-117,,Defensive rebound by B. Paul
0:12.0,,,107-119,2,D. Murray makes 2-pt shot from 19 ft
0:03.0,F. Ntilikina misses 2-pt shot from 13 ft,,107-119,,
0:01.0,,,107-119,,Defensive rebound by P. Mills
