time,Dallas,pts.away,score,pts.home,LA Clippers
3:40.0,,,101-97,,T. Wallace enters the game for L. Williams
3:17.0,D. Smith misses 3-pt shot from 28 ft,,101-97,,
3:13.0,,,101-97,,Defensive rebound by T. Harris
3:06.0,,,101-97,,LA Clippers full timeout
3:06.0,,,101-97,,L. Williams enters the game for T. Wallace
2:54.0,,,101-100,3,D. Gallinari makes 3-pt shot from 22 ft (assist by L. Williams)
2:34.0,,,101-100,,Personal foul by A. Bradley (drawn by M. Kleber)
2:24.0,D. Smith misses 2-pt shot from 2 ft,,101-100,,
2:22.0,,,101-100,,Defensive rebound by T. Harris
2:15.0,,,101-100,,L. Williams misses 3-pt shot from 25 ft
2:11.0,Defensive rebound by M. Kleber,,101-100,,
1:52.0,W. Matthews misses 3-pt shot from 29 ft,,101-100,,
1:47.0,Offensive rebound by S. Mejri,,101-100,,
1:36.0,Offensive foul by D. Smith (drawn by D. Gallinari),,101-100,,
1:36.0,Turnover by D. Smith (offensive foul),,101-100,,
1:17.0,,,101-100,,T. Harris misses 2-pt shot from 3 ft (block by W. Matthews)
1:17.0,,,101-100,,Offensive rebound by Team
1:08.0,,,101-100,,T. Harris misses 2-pt shot from 15 ft
1:05.0,,,101-100,,Offensive rebound by D. Gallinari
1:04.0,,,101-100,,LA Clippers full timeout
0:54.0,,,101-100,,L. Williams misses 2-pt shot from 18 ft
0:51.0,Defensive rebound by D. Smith,,101-100,,
0:49.0,Turnover by D. Smith (lost ball; steal by A. Bradley),,101-100,,
0:31.0,,,101-100,,Turnover by D. Gallinari (lost ball; steal by M. Kleber)
0:27.0,M. Kleber misses 2-pt shot from 1 ft,,101-100,,
0:25.0,,,101-100,,Defensive rebound by D. Gallinari
0:24.0,Personal foul by D. Smith (drawn by D. Gallinari),,101-100,,
0:24.0,J. Barea enters the game for D. Smith,,101-100,,
0:24.0,,,101-101,1,D. Gallinari makes free throw 1 of 2
0:24.0,,,101-101,,T. Wallace enters the game for L. Williams
0:24.0,,,101-102,1,D. Gallinari makes free throw 2 of 2
0:24.0,Dallas full timeout,,101-102,,
0:07.0,Y. Ferrell misses 3-pt shot from 24 ft,,101-102,,
0:07.0,,,101-102,,Defensive rebound by Team
0:01.0,Jump ball: D. Jordan vs. S. Mejri (A. Bradley gains possession),,,,Jump ball: D. Jordan vs. S. Mejri (A. Bradley gains possession)
0:00.0,,,101-104,2,A. Bradley makes 2-pt shot from 1 ft (assist by D. Jordan)
0:00.0,Dallas full timeout,,101-104,,
0:00.0,,,101-104,,B. Marjanovic enters the game for D. Gallinari
0:00.0,Turnover by Y. Ferrell (step out of bounds),,101-104,,
0:00.0,,,101-104,,L. Williams enters the game for D. Jordan
0:00.0,,,101-104,,D. Gallinari enters the game for B. Marjanovic
0:00.0,J. Jones enters the game for J. Barea,,101-104,,
