time,Orlando,pts.away,score,pts.home,Philadelphia
6:57.0,,,97-110,,J. Embiid enters the game for T. Luwawu-Cabarrot
6:57.0,,,97-110,,R. Covington enters the game for R. Holmes
6:43.0,E. Fournier misses 2-pt shot from 10 ft,,97-110,,
6:39.0,Offensive rebound by A. Gordon,,97-110,,
6:36.0,E. Payton misses 3-pt shot from 27 ft,,97-110,,
6:34.0,,,97-110,,Defensive rebound by R. Covington
6:24.0,,,97-112,2,T. McConnell makes 2-pt shot from 21 ft (assist by J. Embiid)
6:14.0,Shooting foul by T. McConnell (drawn by E. Payton),,97-112,,
6:14.0,E. Payton makes free throw 1 of 2,1,98-112,,
6:14.0,E. Payton misses free throw 2 of 2,,98-112,,
6:14.0,,,98-112,,Defensive rebound by T. McConnell
5:51.0,,,98-112,,T. McConnell misses 2-pt shot from 4 ft
5:49.0,Defensive rebound by N. Vucevic,,98-112,,
5:39.0,A. Gordon makes 3-pt shot from 24 ft (assist by E. Payton),3,101-112,,
5:19.0,,,101-114,2,J. Embiid makes 2-pt shot from 15 ft
5:05.0,N. Vucevic misses 2-pt shot from 13 ft,,101-114,,
5:02.0,,,101-114,,Defensive rebound by J. Embiid
4:47.0,,,101-114,,D. Saric misses 3-pt shot from 23 ft
4:44.0,Defensive rebound by N. Vucevic,,101-114,,
4:34.0,Shooting foul by J. Embiid (drawn by E. Fournier),,101-114,,
4:34.0,E. Fournier misses free throw 1 of 2,,101-114,,
4:34.0,Offensive rebound by Team,,101-114,,
4:34.0,E. Fournier makes free throw 2 of 2,1,102-114,,
4:20.0,,,102-117,3,J. Redick makes 3-pt shot from 25 ft (assist by J. Embiid)
4:18.0,Orlando full timeout,,102-117,,
3:56.0,E. Payton makes 2-pt shot from 10 ft,2,104-117,,
3:41.0,,,104-119,2,J. Redick makes 2-pt shot from 20 ft (assist by T. McConnell)
3:24.0,N. Vucevic makes 2-pt shot from 2 ft (assist by E. Payton),2,106-119,,
3:08.0,Personal foul by N. Vucevic (drawn by J. Embiid),,106-119,,
3:08.0,,,106-120,1,J. Embiid makes free throw 1 of 2
3:08.0,,,106-121,1,J. Embiid makes free throw 2 of 2
2:50.0,Shooting foul by D. Saric (drawn by N. Vucevic),,106-121,,
2:50.0,N. Vucevic misses free throw 1 of 2,,106-121,,
2:50.0,Offensive rebound by Team,,106-121,,
2:50.0,N. Vucevic makes free throw 2 of 2,1,107-121,,
2:33.0,,,107-124,3,D. Saric makes 3-pt shot from 23 ft (assist by R. Covington)
2:23.0,E. Payton makes 2-pt shot from 2 ft,2,109-124,,
2:16.0,,,109-124,,Philadelphia full timeout
2:16.0,,,109-124,,J. Bayless enters the game for J. Embiid
2:16.0,M. Speights enters the game for N. Vucevic,,109-124,,
2:16.0,D. Augustin enters the game for E. Payton,,109-124,,
2:02.0,,,109-124,,J. Redick misses 3-pt shot from 24 ft
1:59.0,,,109-124,,Offensive rebound by J. Redick
1:45.0,Personal foul by T. Ross (drawn by D. Saric),,109-124,,
1:45.0,,,109-125,1,D. Saric makes free throw 1 of 2
1:45.0,,,109-126,1,D. Saric makes free throw 2 of 2
1:32.0,Turnover by E. Fournier (lost ball; steal by T. McConnell),,109-126,,
1:30.0,,,109-128,2,R. Covington makes 2-pt shot at rim (assist by T. McConnell)
1:30.0,Orlando full timeout,,109-128,,
1:30.0,,,109-128,,J. Pullen enters the game for D. Saric
1:30.0,,,109-128,,A. Johnson enters the game for T. McConnell
1:30.0,,,109-128,,T. Luwawu-Cabarrot enters the game for J. Redick
1:30.0,,,109-128,,R. Holmes enters the game for R. Covington
1:30.0,,,109-128,,F. Korkmaz enters the game for J. Bayless
1:30.0,A. Afflalo enters the game for A. Gordon,,109-128,,
1:30.0,S. Mack enters the game for E. Fournier,,109-128,,
1:30.0,M. Hezonja enters the game for T. Ross,,109-128,,
1:30.0,B. Biyombo enters the game for D. Augustin,,109-128,,
1:19.0,M. Speights misses 3-pt shot from 26 ft,,109-128,,
1:15.0,,,109-128,,Defensive rebound by A. Johnson
1:06.0,,,109-128,,R. Holmes misses 3-pt shot from 26 ft
1:03.0,,,109-128,,Offensive rebound by A. Johnson
0:56.0,,,109-128,,F. Korkmaz misses 2-pt shot from 18 ft
0:54.0,Defensive rebound by M. Speights,,109-128,,
0:42.0,M. Speights makes 2-pt shot from 1 ft (assist by B. Biyombo),2,111-128,,
0:34.0,,,111-128,,F. Korkmaz misses 3-pt shot from 22 ft
0:31.0,Defensive rebound by B. Biyombo,,111-128,,
0:17.0,Turnover by M. Hezonja (bad pass; steal by F. Korkmaz),,111-128,,
0:13.0,,,111-130,2,R. Holmes makes 2-pt shot from 1 ft (assist by F. Korkmaz)
0:06.0,M. Speights misses 3-pt shot from 31 ft,,111-130,,
0:02.0,,,111-130,,Defensive rebound by F. Korkmaz
