time,New Orleans,pts.away,score,pts.home,Denver
1:13.0,R. Rondo makes 3-pt shot from 24 ft,3,113-144,,
0:50.0,,,113-144,,M. Beasley misses 2-pt shot from 21 ft
0:43.0,,,113-144,,Offensive rebound by T. Lyles
0:43.0,,,113-144,,T. Lyles misses 2-pt shot at rim
0:43.0,Defensive rebound by R. Rondo,,113-144,,
0:42.0,Turnover by J. Nelson (bad pass; steal by J. Hernangomez),,113-144,,
0:39.0,,,113-146,2,M. Beasley makes 2-pt shot from 1 ft (assist by E. Mudiay)
0:25.0,Shooting foul by M. Plumlee (drawn by C. Diallo),,113-146,,
0:25.0,C. Diallo makes free throw 1 of 2,1,114-146,,
0:25.0,C. Diallo misses free throw 2 of 2,,114-146,,
0:23.0,,,114-146,,Defensive rebound by M. Plumlee
0:01.0,,,114-146,,Turnover by Team (shot clock)
