time,Utah,pts.away,score,pts.home,Houston
3:31.0,,,102-127,,D. Jackson enters the game for T. Ariza
3:31.0,,,102-128,1,Z. Qi makes free throw 2 of 2
3:11.0,J. Jerebko makes 2-pt shot from 19 ft (assist by R. Neto),2,104-128,,
2:59.0,,,104-130,2,D. Jackson makes 2-pt shot from 2 ft (assist by B. Brown)
2:51.0,J. Jerebko misses 2-pt shot from 20 ft,,104-130,,
2:48.0,,,104-130,,Defensive rebound by P. Tucker
2:44.0,,,104-130,,Turnover by Z. Qi (turnover)
2:44.0,Utah full timeout,,104-130,,
2:33.0,R. O'Neale misses 3-pt shot from 26 ft,,104-130,,
2:30.0,,,104-130,,Defensive rebound by D. Jackson
2:16.0,,,104-133,3,B. Brown makes 3-pt shot from 25 ft
1:55.0,Shooting foul by D. Jackson (drawn by J. Jerebko),,104-133,,
1:55.0,J. Jerebko misses free throw 1 of 2,,104-133,,
1:55.0,Offensive rebound by Team,,104-133,,
1:55.0,J. Jerebko makes free throw 2 of 2,1,105-133,,
1:45.0,,,105-133,,Turnover by B. Brown (traveling)
1:37.0,R. O'Neale makes 2-pt shot from 1 ft (assist by R. Neto),2,107-133,,
1:32.0,,,107-133,,Z. Qi misses 2-pt shot from 1 ft
1:32.0,Defensive rebound by A. Burks,,107-133,,
1:25.0,A. Burks makes 3-pt shot from 25 ft (assist by R. Neto),3,110-133,,
1:08.0,,,110-135,2,B. Brown makes 2-pt shot from 22 ft
0:56.0,T. Bradley misses 2-pt shot from 10 ft,,110-135,,
0:51.0,,,110-135,,Defensive rebound by B. Brown
0:49.0,,,110-137,2,Z. Qi makes 2-pt shot from 1 ft (assist by D. Jackson)
0:31.0,R. Neto misses 2-pt shot from 1 ft,,110-137,,
0:29.0,,,110-137,,Defensive rebound by Z. Qi
0:25.0,,,110-137,,B. Brown misses 3-pt shot from 25 ft
0:22.0,Defensive rebound by J. Jerebko,,110-137,,
0:10.0,R. O'Neale misses 2-pt shot from 20 ft,,110-137,,
0:07.0,,,110-137,,Defensive rebound by P. Tucker
