time,Boston,pts.away,score,pts.home,Milwaukee
2:43.0,T. Rozier makes 3-pt shot from 29 ft (assist by A. Horford),3,93-96,,
2:22.0,,,93-98,2,M. Brogdon makes 2-pt shot from 1 ft
2:12.0,,,93-98,,Personal foul by M. Brogdon (drawn by A. Horford)
2:12.0,M. Morris enters the game for S. Ojeleye,,93-98,,
1:59.0,J. Tatum misses 2-pt shot from 1 ft (block by T. Maker),,93-98,,
1:57.0,Offensive rebound by J. Brown,,93-98,,
1:56.0,J. Brown makes 2-pt shot at rim,2,95-98,,
1:49.0,Personal foul by M. Morris (drawn by G. Antetokounmpo),,95-98,,
1:49.0,,,95-98,,G. Antetokounmpo misses free throw 1 of 2
1:49.0,,,95-98,,Offensive rebound by Team
1:49.0,,,95-99,1,G. Antetokounmpo makes free throw 2 of 2
1:29.0,J. Brown makes 3-pt shot from 27 ft,3,98-99,,
1:11.0,,,98-99,,Turnover by E. Bledsoe (bad pass)
0:52.0,J. Tatum makes 2-pt shot from 17 ft,2,100-99,,
0:52.0,,,100-99,,Milwaukee full timeout
0:52.0,,,100-99,,J. Parker enters the game for T. Maker
0:52.0,S. Ojeleye enters the game for M. Morris,,100-99,,
0:45.0,,,100-99,,G. Antetokounmpo misses 2-pt shot at rim
0:43.0,Defensive rebound by A. Horford,,100-99,,
0:40.0,J. Brown misses 2-pt shot from 9 ft (block by K. Middleton),,100-99,,
0:36.0,,,100-99,,Defensive rebound by E. Bledsoe
0:33.0,,,100-102,3,M. Brogdon makes 3-pt shot from 23 ft (assist by E. Bledsoe)
0:33.0,Boston full timeout,,100-102,,
0:33.0,,,100-102,,T. Maker enters the game for J. Parker
0:33.0,M. Morris enters the game for S. Ojeleye,,100-102,,
0:29.0,Shooting foul by T. Maker (drawn by A. Horford),,100-102,,
0:29.0,A. Horford makes free throw 1 of 2,1,101-102,,
0:29.0,S. Ojeleye enters the game for T. Rozier,,101-102,,
0:29.0,A. Horford makes free throw 2 of 2,1,102-102,,
0:05.0,,,102-102,,M. Brogdon misses 2-pt shot from 1 ft
0:05.0,,,102-102,,Offensive rebound by G. Antetokounmpo
0:05.0,,,102-104,2,G. Antetokounmpo makes 2-pt shot at rim
0:05.0,Boston full timeout,,102-104,,
0:05.0,,,102-104,,J. Parker enters the game for T. Maker
0:05.0,T. Rozier enters the game for S. Ojeleye,,102-104,,
0:00.0,M. Morris misses 2-pt shot from 14 ft,,102-104,,
0:00.0,Offensive rebound by Team,,102-104,,
