time,Atlanta,pts.away,score,pts.home,New York
3:49.0,K. Bazemore misses free throw 2 of 3,,86-89,,
3:49.0,Offensive rebound by Team,,86-89,,
3:49.0,K. Bazemore makes free throw 3 of 3,1,87-89,,
3:27.0,,,87-89,,T. Burke misses 3-pt shot from 26 ft
3:25.0,Defensive rebound by M. Muscala,,87-89,,
3:18.0,K. Bazemore misses 2-pt shot from 2 ft,,87-89,,
3:15.0,,,87-89,,Defensive rebound by T. Hardaway
3:06.0,Def 3 sec tech foul by D. Dedmon,,87-89,,
3:06.0,,,87-89,,T. Hardaway misses technical free throw
3:06.0,,,87-89,,Offensive rebound by Team
3:05.0,,,87-89,,New York full timeout
2:57.0,,,87-91,2,K. Porzingis makes 2-pt shot from 2 ft (assist by D. McDermott)
2:37.0,Turnover by M. Muscala (lost ball; steal by K. O'Quinn),,87-91,,
2:24.0,Personal foul by D. Schroder (drawn by K. Porzingis),,87-91,,
2:15.0,,,87-93,2,K. O'Quinn makes 2-pt shot from 4 ft (assist by T. Burke)
2:01.0,T. Waller-Prince makes 3-pt shot from 23 ft (assist by D. Schroder),3,90-93,,
1:44.0,,,90-95,2,K. Porzingis makes 2-pt shot from 11 ft
1:29.0,K. Bazemore misses 2-pt shot from 2 ft,,90-95,,
1:27.0,Offensive rebound by D. Dedmon,,90-95,,
1:27.0,,,90-95,,Personal foul by K. Porzingis (drawn by D. Dedmon)
1:27.0,D. Dedmon makes free throw 1 of 2,1,91-95,,
1:27.0,D. Dedmon makes free throw 2 of 2,1,92-95,,
1:08.0,,,92-95,,D. McDermott misses 3-pt shot from 23 ft
1:07.0,,,92-95,,Offensive rebound by K. Porzingis
1:07.0,,,92-95,,Shooting foul by K. Bazemore (drawn by K. Porzingis)
1:07.0,,,92-96,1,K. Porzingis makes free throw 1 of 2
1:07.0,,,92-96,,K. Porzingis misses free throw 2 of 2
1:05.0,,,92-96,,Offensive rebound by T. Hardaway
1:05.0,,,92-96,,T. Hardaway misses 2-pt shot from 7 ft
1:00.0,Defensive rebound by T. Waller-Prince,,92-96,,
0:51.0,D. Schroder misses 2-pt shot from 10 ft,,92-96,,
0:49.0,Offensive rebound by D. Dedmon,,92-96,,
0:47.0,M. Muscala makes 3-pt shot from 25 ft (assist by D. Dedmon),3,95-96,,
0:26.0,,,95-96,,K. O'Quinn misses 2-pt shot from 14 ft
0:24.0,Defensive rebound by D. Dedmon,,95-96,,
0:08.0,K. Bazemore makes 3-pt shot from 22 ft (assist by M. Muscala),3,98-96,,
0:06.0,,,98-96,,New York full timeout
0:06.0,Violation by K. Bazemore (kicked ball),,98-96,,
0:06.0,,,98-96,,Turnover by T. Hardaway (step out of bounds)
0:03.0,,,98-96,,Personal take foul by T. Burke (drawn by D. Dedmon)
0:03.0,,,98-96,,L. Thomas enters the game for D. McDermott
0:03.0,D. Dedmon misses free throw 1 of 2,,98-96,,
0:03.0,Offensive rebound by Team,,98-96,,
0:03.0,D. Dedmon makes free throw 2 of 2,1,99-96,,
0:03.0,,,99-96,,New York full timeout
0:03.0,,,99-96,,C. Lee enters the game for K. O'Quinn
0:03.0,,,99-96,,D. McDermott enters the game for L. Thomas
0:03.0,M. Delaney enters the game for M. Muscala,,99-96,,
0:02.0,,,99-96,,T. Hardaway misses 3-pt shot from 25 ft
0:01.0,,,99-96,,Offensive rebound by K. Porzingis
0:01.0,,,99-96,,K. Porzingis misses 2-pt shot at rim
0:00.0,,,99-96,,Offensive rebound by Team
