time,Miami,pts.away,score,pts.home,Washington
5:00.0,Jump ball: M. Gortat vs. K. Olynyk (B. Beal gains possession),,,,Jump ball: M. Gortat vs. K. Olynyk (B. Beal gains possession)
4:40.0,,,105-105,,M. Gortat misses 2-pt shot from 8 ft
4:38.0,Defensive rebound by K. Olynyk,,105-105,,
4:22.0,K. Olynyk misses 2-pt shot from 15 ft,,105-105,,
4:19.0,,,105-105,,Defensive rebound by M. Morris
4:10.0,,,105-107,2,B. Beal makes 2-pt shot from 2 ft
3:57.0,,,105-107,,Personal foul by T. Satoransky (drawn by J. Winslow)
3:57.0,H. Whiteside enters the game for K. Olynyk,,105-107,,
3:49.0,Turnover by J. Richardson (step out of bounds),,105-107,,
3:40.0,,,105-107,,B. Beal misses 2-pt shot from 19 ft
3:32.0,,,105-107,,Offensive rebound by M. Morris
3:32.0,,,105-107,,M. Morris misses 2-pt shot at rim
3:31.0,Defensive rebound by J. Winslow,,105-107,,
3:24.0,D. Wade enters the game for T. Johnson,,105-107,,
3:23.0,,,105-107,,Personal foul by K. Oubre (drawn by D. Wade)
3:19.0,J. Richardson misses 3-pt shot from 28 ft,,105-107,,
3:15.0,,,105-107,,Defensive rebound by M. Gortat
3:00.0,,,105-107,,K. Oubre misses 2-pt shot from 3 ft (block by H. Whiteside)
2:57.0,Defensive rebound by D. Wade,,105-107,,
2:55.0,J. Winslow makes 2-pt shot from 1 ft (assist by D. Wade),2,107-107,,
2:37.0,,,107-107,,Offensive foul by M. Gortat (drawn by H. Whiteside)
2:37.0,,,107-107,,Turnover by M. Gortat (offensive foul)
2:20.0,D. Wade misses 3-pt shot from 26 ft,,107-107,,
2:16.0,,,107-107,,Defensive rebound by B. Beal
2:10.0,,,107-107,,Shooting foul by H. Whiteside (drawn by M. Gortat)
2:10.0,,,107-108,1,M. Gortat makes free throw 1 of 2
2:10.0,,,107-109,1,M. Gortat makes free throw 2 of 2
1:54.0,G. Dragic makes 2-pt shot from 8 ft,2,109-109,,
1:36.0,,,109-109,,Shooting foul by J. Richardson (drawn by M. Morris)
1:36.0,,,109-109,,M. Morris misses free throw 1 of 2
1:36.0,,,109-109,,Offensive rebound by Team
1:36.0,,,109-110,1,M. Morris makes free throw 2 of 2
1:20.0,Offensive charge foul by J. Winslow (drawn by M. Gortat),,109-110,,
1:20.0,Turnover by J. Winslow (offensive foul),,109-110,,
1:07.0,,,109-113,3,M. Morris makes 3-pt shot from 23 ft (assist by B. Beal)
1:06.0,Miami full timeout,,109-113,,
1:06.0,K. Olynyk enters the game for H. Whiteside,,109-113,,
0:56.0,Turnover by D. Wade (lost ball; steal by K. Oubre),,109-113,,
0:35.0,,,109-113,,K. Oubre misses 3-pt shot from 27 ft
0:32.0,Defensive rebound by J. Richardson,,109-113,,
0:30.0,Shooting foul by M. Gortat (drawn by J. Richardson),,109-113,,
0:30.0,J. Richardson misses free throw 1 of 2,,109-113,,
0:30.0,Offensive rebound by Team,,109-113,,
0:30.0,T. Johnson enters the game for K. Olynyk,,109-113,,
0:30.0,J. Richardson makes free throw 2 of 2,1,110-113,,
0:30.0,,,110-113,,Washington full timeout
0:30.0,H. Whiteside enters the game for T. Johnson,,110-113,,
0:22.0,Personal foul by G. Dragic (drawn by T. Satoransky),,110-113,,
0:22.0,,,110-113,,T. Satoransky misses free throw 1 of 2
0:22.0,,,110-113,,Offensive rebound by Team
0:22.0,K. Olynyk enters the game for H. Whiteside,,110-113,,
0:22.0,,,110-114,1,T. Satoransky makes free throw 2 of 2
0:12.0,Shooting foul by K. Oubre (drawn by D. Wade),,110-114,,
0:12.0,D. Wade makes free throw 1 of 3,1,111-114,,
0:12.0,D. Wade makes free throw 2 of 3,1,112-114,,
0:12.0,T. Johnson enters the game for K. Olynyk,,112-114,,
0:12.0,D. Wade makes free throw 3 of 3,1,113-114,,
0:12.0,,,113-114,,Washington full timeout
0:12.0,,,113-114,,J. Meeks enters the game for M. Gortat
0:10.0,Personal take foul by G. Dragic (drawn by T. Satoransky),,113-114,,
0:10.0,,,113-114,,T. Satoransky misses free throw 1 of 2
0:10.0,,,113-114,,Offensive rebound by Team
0:10.0,K. Olynyk enters the game for T. Johnson,,113-114,,
0:10.0,,,113-115,1,T. Satoransky makes free throw 2 of 2
0:10.0,Miami full timeout,,113-115,,
0:10.0,T. Johnson enters the game for J. Winslow,,113-115,,
0:04.0,D. Wade misses 2-pt shot from 1 ft,,113-115,,
0:01.0,Offensive rebound by K. Olynyk,,113-115,,
0:01.0,K. Olynyk misses 3-pt shot from 28 ft,,113-115,,
0:01.0,,,113-115,,Defensive rebound by K. Oubre
0:01.0,Personal take foul by G. Dragic (drawn by K. Oubre),,113-115,,
0:01.0,J. Winslow enters the game for G. Dragic,,113-115,,
0:01.0,,,113-116,1,K. Oubre makes free throw 1 of 2
0:01.0,,,113-117,1,K. Oubre makes free throw 2 of 2
0:00.0,K. Olynyk misses 3-pt shot from 28 ft,,113-117,,
0:00.0,Offensive rebound by Team,,113-117,,
