time,Sacramento,pts.away,score,pts.home,LA Clippers
4:48.0,,,90-107,,Defensive rebound by S. Dekker
4:38.0,,,90-107,,Turnover by L. Williams (bad pass; steal by W. Cauley-Stein)
4:33.0,S. Labissiere makes 2-pt shot at rim (assist by W. Cauley-Stein),2,92-107,,
4:14.0,,,92-107,,Shooting foul by S. Labissiere (drawn by W. Johnson)
4:14.0,,,92-108,1,W. Johnson makes free throw 1 of 2
4:14.0,,,92-109,1,W. Johnson makes free throw 2 of 2
3:58.0,W. Cauley-Stein makes 2-pt shot from 3 ft,2,94-109,,
3:44.0,,,94-112,3,L. Williams makes 3-pt shot from 24 ft (assist by M. Teodosic)
3:22.0,S. Labissiere makes 2-pt shot from 1 ft (assist by D. Fox),2,96-112,,
3:06.0,,,96-114,2,S. Dekker makes 2-pt shot from 1 ft (assist by M. Teodosic)
3:06.0,,,96-114,,Shooting foul by S. Labissiere (drawn by S. Dekker)
3:06.0,,,96-115,1,S. Dekker makes free throw 1 of 1
2:55.0,Shooting foul by M. Harrell (drawn by W. Cauley-Stein),,96-115,,
2:55.0,W. Cauley-Stein misses free throw 1 of 2,,96-115,,
2:55.0,Offensive rebound by Team,,96-115,,
2:55.0,,,96-115,,T. Wallace enters the game for L. Williams
2:55.0,W. Cauley-Stein misses free throw 2 of 2,,96-115,,
2:51.0,,,96-115,,Defensive rebound by S. Dekker
2:38.0,,,96-115,,Turnover by M. Teodosic (bad pass; steal by S. Labissiere)
2:35.0,Shooting foul by S. Dekker (drawn by S. Labissiere),,96-115,,
2:35.0,S. Labissiere misses free throw 1 of 2,,96-115,,
2:35.0,Offensive rebound by Team,,96-115,,
2:35.0,,,96-115,,S. Thornwell enters the game for M. Teodosic
2:35.0,,,96-115,,J. Evans enters the game for W. Johnson
2:35.0,S. Labissiere makes free throw 2 of 2,1,97-115,,
2:22.0,,,97-117,2,S. Dekker makes 2-pt shot from 1 ft (assist by M. Harrell)
2:22.0,Sacramento full timeout,,97-117,,
2:11.0,Shooting foul by M. Harrell (drawn by W. Cauley-Stein),,97-117,,
2:11.0,W. Cauley-Stein makes free throw 1 of 2,1,98-117,,
2:11.0,W. Cauley-Stein makes free throw 2 of 2,1,99-117,,
1:47.0,,,99-117,,M. Harrell misses 2-pt shot from 12 ft
1:44.0,Defensive rebound by B. Hield,,99-117,,
1:39.0,D. Fox makes 2-pt shot from 16 ft,2,101-117,,
1:31.0,,,101-120,3,J. Evans makes 3-pt shot from 25 ft
1:21.0,D. Fox misses 2-pt shot from 2 ft (block by M. Harrell),,101-120,,
1:21.0,,,101-120,,Defensive rebound by S. Dekker
1:18.0,,,101-122,2,T. Wallace makes 2-pt shot at rim (assist by S. Thornwell)
1:09.0,Turnover by J. Jackson (bad pass; steal by M. Harrell),,101-122,,
1:06.0,,,101-124,2,M. Harrell makes 2-pt shot at rim
1:02.0,W. Cauley-Stein makes 2-pt shot from 1 ft (assist by S. Labissiere),2,103-124,,
0:43.0,,,103-126,2,M. Harrell makes 2-pt shot at rim (assist by J. Evans)
0:32.0,W. Cauley-Stein makes 2-pt shot from 9 ft,2,105-126,,
0:08.0,,,105-126,,Turnover by Team (shot clock)
