time,New Orleans,pts.away,score,pts.home,Oklahoma City
3:58.0,,,105-96,,Turnover by R. Westbrook (bad pass; steal by A. Davis)
3:55.0,E. Moore misses 2-pt shot at rim,,105-96,,
3:52.0,,,105-96,,Defensive rebound by R. Westbrook
3:41.0,,,105-96,,Turnover by R. Westbrook (bad pass; steal by D. Cunningham)
3:35.0,Loose ball foul by E. Moore (drawn by S. Adams),,105-96,,
3:35.0,Turnover by E. Moore (turnover),,105-96,,
3:20.0,Personal foul by R. Rondo (drawn by S. Adams),,105-96,,
3:20.0,,,105-97,1,S. Adams makes free throw 1 of 2
3:20.0,,,105-97,,S. Adams misses free throw 2 of 2
3:19.0,Defensive rebound by A. Davis,,105-97,,
3:19.0,New Orleans full timeout,,105-97,,
3:06.0,A. Davis misses 3-pt shot from 25 ft,,105-97,,
3:04.0,,,105-97,,Defensive rebound by C. Anthony
2:54.0,,,105-97,,Offensive foul by C. Anthony (drawn by D. Cunningham)
2:54.0,,,105-97,,Turnover by C. Anthony (offensive foul)
2:39.0,A. Davis makes 2-pt shot from 10 ft (assist by J. Holiday),2,107-97,,
2:17.0,,,107-97,,P. George misses 3-pt shot from 23 ft
2:15.0,Defensive rebound by R. Rondo,,107-97,,
2:00.0,J. Holiday misses 2-pt shot from 4 ft,,107-97,,
1:57.0,,,107-97,,Defensive rebound by S. Adams
1:51.0,,,107-100,3,R. Westbrook makes 3-pt shot from 25 ft
1:38.0,A. Davis makes 3-pt shot from 25 ft,3,110-100,,
1:30.0,,,110-100,,C. Anthony misses 2-pt shot from 20 ft
1:27.0,,,110-100,,Offensive rebound by S. Adams
1:27.0,,,110-100,,S. Adams misses 2-pt shot at rim
1:26.0,,,110-100,,Offensive rebound by S. Adams
1:24.0,,,110-100,,S. Adams misses 2-pt shot from 2 ft (block by A. Davis)
1:23.0,Defensive rebound by E. Moore,,110-100,,
1:03.0,A. Davis makes 3-pt shot from 25 ft (assist by J. Holiday),3,113-100,,
1:03.0,,,113-100,,Oklahoma City full timeout
0:55.0,,,113-100,,R. Westbrook misses 2-pt shot from 21 ft
0:55.0,Defensive rebound by Team,,113-100,,
0:52.0,,,113-100,,Personal take foul by J. Grant (drawn by E. Moore)
0:49.0,,,113-100,,Personal take foul by R. Westbrook (drawn by A. Davis)
0:49.0,A. Davis misses free throw 1 of 2,,113-100,,
0:49.0,Offensive rebound by Team,,113-100,,
0:49.0,A. Davis makes free throw 2 of 2,1,114-100,,
0:42.0,,,114-100,,Turnover by R. Westbrook (bad pass; steal by A. Davis)
0:21.0,J. Holiday misses 2-pt shot from 16 ft,,114-100,,
0:18.0,,,114-100,,Defensive rebound by J. Grant
0:15.0,,,114-100,,R. Westbrook misses 3-pt shot from 26 ft
0:13.0,Defensive rebound by A. Davis,,114-100,,
