time,Dallas,pts.away,score,pts.home,LA Lakers
4:22.0,M. Kleber misses 3-pt shot from 25 ft,,86-94,,
4:19.0,,,86-94,,Defensive rebound by K. Caldwell-Pope
4:04.0,Personal foul by A. Harrison (drawn by J. Randle),,86-94,,
3:56.0,,,86-94,,B. Ingram misses 2-pt shot from 17 ft
3:51.0,Defensive rebound by J. Motley,,86-94,,
3:42.0,J. Motley makes 2-pt shot from 4 ft (assist by K. Collinsworth),2,88-94,,
3:15.0,,,88-94,,B. Ingram misses 2-pt shot from 18 ft
3:12.0,Defensive rebound by J. Motley,,88-94,,
2:54.0,A. Harrison misses 3-pt shot from 25 ft,,88-94,,
2:50.0,,,88-94,,Defensive rebound by B. Lopez
2:40.0,,,88-96,2,J. Randle makes 2-pt shot from 2 ft (assist by B. Lopez)
2:21.0,J. Jones misses 2-pt shot from 5 ft,,88-96,,
2:19.0,,,88-96,,Defensive rebound by B. Lopez
2:16.0,,,88-98,2,K. Kuzma makes 2-pt shot from 4 ft (assist by B. Ingram)
2:16.0,Dallas full timeout,,88-98,,
1:53.0,K. Collinsworth misses 3-pt shot from 25 ft,,88-98,,
1:49.0,,,88-98,,Defensive rebound by K. Kuzma
1:38.0,,,88-98,,Turnover by J. Randle (bad pass)
1:31.0,Shooting foul by B. Lopez (drawn by K. Collinsworth),,88-98,,
1:31.0,K. Collinsworth makes free throw 1 of 2,1,89-98,,
1:31.0,,,89-98,,A. Caruso enters the game for B. Ingram
1:31.0,K. Collinsworth makes free throw 2 of 2,1,90-98,,
1:09.0,,,90-98,,J. Randle misses 2-pt shot from 1 ft
1:09.0,,,90-98,,Offensive rebound by J. Randle
1:09.0,,,90-98,,Shooting foul by K. Collinsworth (drawn by J. Randle)
1:09.0,,,90-99,1,J. Randle makes free throw 1 of 2
1:09.0,,,90-100,1,J. Randle makes free throw 2 of 2
0:58.0,J. Jones makes 3-pt shot from 25 ft,3,93-100,,
0:37.0,,,93-103,3,K. Kuzma makes 3-pt shot from 25 ft
0:28.0,K. Collinsworth misses 3-pt shot from 25 ft,,93-103,,
0:26.0,,,93-103,,Defensive rebound by K. Caldwell-Pope
0:04.0,,,93-103,,A. Caruso misses 3-pt shot from 24 ft
0:02.0,Defensive rebound by J. Motley,,93-103,,
0:01.0,J. Motley misses 3-pt shot from 52 ft,,93-103,,
0:00.0,Offensive rebound by Team,,93-103,,
