time,Utah,pts.away,score,pts.home,Oklahoma City
4:27.0,,,87-86,2,P. George makes 2-pt shot from 10 ft (assist by R. Westbrook)
4:25.0,Utah full timeout,,87-86,,
4:25.0,R. Gobert enters the game for D. Favors,,87-86,,
4:14.0,Turnover by D. Mitchell (lost ball; steal by R. Westbrook),,87-86,,
4:10.0,,,87-88,2,R. Westbrook makes 2-pt shot at rim
3:50.0,J. Ingles misses 3-pt shot from 23 ft,,87-88,,
3:48.0,,,87-88,,Defensive rebound by R. Westbrook
3:35.0,,,87-90,2,C. Anthony makes 2-pt shot from 14 ft (assist by R. Westbrook)
3:03.0,D. Mitchell makes 2-pt shot from 1 ft,2,89-90,,
2:44.0,,,89-90,,R. Westbrook misses 2-pt shot from 18 ft
2:39.0,,,89-90,,Offensive rebound by S. Adams
2:35.0,,,89-90,,Oklahoma City full timeout
2:35.0,A. Burks enters the game for R. Rubio,,89-90,,
2:27.0,,,89-90,,Turnover by R. Westbrook (bad pass; steal by D. Mitchell)
2:26.0,,,89-90,,Personal foul by S. Adams (drawn by D. Mitchell)
2:02.0,A. Burks makes 2-pt shot from 1 ft,2,91-90,,
2:02.0,Shooting foul by S. Adams (drawn by A. Burks),,91-90,,
2:02.0,A. Burks makes free throw 1 of 1,1,92-90,,
1:50.0,,,92-92,2,P. George makes 2-pt shot at rim
1:50.0,,,92-92,,Shooting foul by R. Gobert (drawn by P. George)
1:50.0,,,92-93,1,P. George makes free throw 1 of 1
1:34.0,Turnover by D. Mitchell (bad pass; steal by C. Anthony),,92-93,,
1:17.0,,,92-95,2,C. Anthony makes 2-pt shot at rim (assist by R. Westbrook)
1:07.0,,,92-95,,Personal foul by A. Roberson (drawn by D. Mitchell)
1:05.0,D. Mitchell misses 3-pt shot from 27 ft (block by A. Roberson),,92-95,,
1:01.0,,,92-95,,Defensive rebound by R. Westbrook
0:44.0,,,92-95,,C. Anthony misses 2-pt shot from 12 ft
0:43.0,,,92-95,,Offensive rebound by S. Adams
0:43.0,,,92-97,2,S. Adams makes 2-pt shot at rim
0:43.0,Utah full timeout,,92-97,,
0:32.0,A. Burks misses 2-pt shot from 1 ft,,92-97,,
0:29.0,,,92-97,,Defensive rebound by C. Anthony
0:26.0,Personal take foul by A. Burks (drawn by R. Westbrook),,92-97,,
0:26.0,,,92-98,1,R. Westbrook makes free throw 1 of 2
0:26.0,,,92-99,1,R. Westbrook makes free throw 2 of 2
0:19.0,D. Mitchell makes 2-pt shot at rim,2,94-99,,
0:18.0,Personal take foul by T. Sefolosha (drawn by P. George),,94-99,,
0:18.0,,,94-99,,P. George misses free throw 1 of 2
0:18.0,,,94-99,,Offensive rebound by Team
0:18.0,,,94-100,1,P. George makes free throw 2 of 2
0:11.0,J. Ingles misses 3-pt shot from 24 ft,,94-100,,
0:09.0,,,94-100,,Defensive rebound by R. Westbrook
