time,New York,pts.away,score,pts.home,Charlotte
4:08.0,Defensive rebound by R. Sessions,,84-105,,
3:59.0,R. Sessions misses 2-pt shot from 12 ft,,84-105,,
3:56.0,Offensive rebound by J. Noah,,84-105,,
3:53.0,R. Baker misses 2-pt shot from 19 ft,,84-105,,
3:50.0,,,84-105,,Defensive rebound by J. Lamb
3:44.0,,,84-105,,J. O'Bryant misses 3-pt shot from 25 ft
3:41.0,Defensive rebound by J. Noah,,84-105,,
3:24.0,Shooting foul by F. Kaminsky (drawn by J. Noah),,84-105,,
3:24.0,J. Noah misses free throw 1 of 2,,84-105,,
3:24.0,Offensive rebound by Team,,84-105,,
3:24.0,,,84-105,,M. Monk enters the game for K. Walker
3:24.0,J. Noah makes free throw 2 of 2,1,85-105,,
3:13.0,,,85-105,,Turnover by M. Monk (bad pass)
3:08.0,R. Baker misses 3-pt shot from 27 ft,,85-105,,
3:04.0,,,85-105,,Defensive rebound by M. Kidd-Gilchrist
2:43.0,,,85-105,,F. Kaminsky misses 3-pt shot from 26 ft
2:41.0,,,85-105,,Offensive rebound by J. O'Bryant
2:32.0,,,85-105,,J. O'Bryant misses 2-pt shot from 13 ft
2:29.0,Defensive rebound by R. Sessions,,85-105,,
2:18.0,W. Hernangomez makes 2-pt shot from 8 ft,2,87-105,,
2:09.0,,,87-105,,Charlotte full timeout
2:09.0,,,87-105,,M. Mathiang enters the game for J. Lamb
2:09.0,,,87-105,,D. Bacon enters the game for M. Kidd-Gilchrist
2:09.0,,,87-105,,J. Stone enters the game for F. Kaminsky
2:00.0,,,87-107,2,M. Monk makes 2-pt shot from 16 ft (assist by J. Stone)
1:50.0,F. Ntilikina misses 2-pt shot from 20 ft,,87-107,,
1:47.0,,,87-107,,Defensive rebound by J. Stone
1:39.0,,,87-107,,J. O'Bryant misses 3-pt shot from 26 ft
1:39.0,Defensive rebound by F. Ntilikina,,87-107,,
1:39.0,,,87-107,,Personal foul by M. Mathiang (drawn by F. Ntilikina)
1:39.0,F. Ntilikina makes free throw 1 of 2,1,88-107,,
1:39.0,F. Ntilikina makes free throw 2 of 2,1,89-107,,
1:30.0,,,89-109,2,M. Monk makes 2-pt shot from 20 ft (assist by J. Stone)
1:11.0,Turnover by W. Hernangomez (out of bounds lost ball),,89-109,,
1:01.0,,,89-109,,Turnover by J. Stone (bad pass; steal by R. Baker)
1:00.0,,,89-109,,Personal foul by J. Stone (drawn by R. Baker)
1:00.0,R. Baker makes free throw 1 of 2,1,90-109,,
1:00.0,R. Baker makes free throw 2 of 2,1,91-109,,
0:45.0,,,91-109,,Turnover by J. O'Bryant (out of bounds lost ball)
0:35.0,Turnover by R. Baker (bad pass; steal by D. Bacon),,91-109,,
0:23.0,,,91-109,,Turnover by J. O'Bryant (out of bounds lost ball)
0:17.0,W. Hernangomez misses 2-pt shot from 9 ft,,91-109,,
0:14.0,,,91-109,,Defensive rebound by M. Mathiang
