time,Brooklyn,pts.away,score,pts.home,Boston
4:57.0,,,83-97,,A. Nader misses 2-pt shot from 4 ft
4:54.0,Defensive rebound by T. Mozgov,,83-97,,
4:46.0,T. Mozgov misses 2-pt shot from 3 ft (block by G. Monroe),,83-97,,
4:46.0,Offensive rebound by Team,,83-97,,
4:35.0,M. Doyle misses 2-pt shot from 8 ft (block by G. Monroe),,83-97,,
4:32.0,,,83-97,,Defensive rebound by A. Nader
4:30.0,,,83-97,,J. Gibson misses 3-pt shot from 27 ft
4:29.0,Defensive rebound by J. Webb,,83-97,,
4:23.0,Turnover by J. Webb (bad pass; steal by K. Allen),,83-97,,
4:20.0,,,83-99,2,K. Allen makes 2-pt shot at rim
4:05.0,N. Stauskas makes 2-pt shot at rim (assist by T. Mozgov),2,85-99,,
4:05.0,Shooting foul by G. Yabusele (drawn by N. Stauskas),,85-99,,
4:05.0,N. Stauskas misses free throw 1 of 1,,85-99,,
4:05.0,,,85-99,,Defensive rebound by G. Monroe
3:59.0,Personal foul by M. Doyle (drawn by J. Gibson),,85-99,,
3:53.0,,,85-101,2,G. Yabusele makes 2-pt shot from 2 ft (assist by J. Gibson)
3:40.0,Q. Acy makes 3-pt shot from 23 ft (assist by T. Mozgov),3,88-101,,
3:17.0,,,88-101,,G. Monroe misses 2-pt shot from 4 ft (block by T. Mozgov)
3:16.0,Defensive rebound by T. Mozgov,,88-101,,
3:08.0,M. Doyle misses 2-pt shot from 3 ft,,88-101,,
3:05.0,Offensive rebound by T. Mozgov,,88-101,,
2:53.0,T. Mozgov makes 2-pt shot from 1 ft (assist by M. Doyle),2,90-101,,
2:33.0,,,90-103,2,J. Gibson makes 2-pt shot from 1 ft
2:24.0,N. Stauskas misses 3-pt shot from 26 ft,,90-103,,
2:22.0,,,90-103,,Defensive rebound by A. Nader
2:17.0,,,90-106,3,J. Gibson makes 3-pt shot from 26 ft (assist by A. Nader)
2:00.0,M. Doyle misses 3-pt shot from 25 ft,,90-106,,
1:57.0,,,90-106,,Defensive rebound by G. Monroe
1:46.0,,,90-108,2,J. Gibson makes 2-pt shot from 4 ft
1:36.0,T. Mozgov makes 2-pt shot from 1 ft (assist by M. Doyle),2,92-108,,
1:36.0,Shooting foul by J. Gibson (drawn by T. Mozgov),,92-108,,
1:36.0,,,92-108,,J. Bird enters the game for G. Monroe
1:36.0,T. Mozgov makes free throw 1 of 1,1,93-108,,
1:24.0,,,93-110,2,J. Gibson makes 2-pt shot from 1 ft (assist by G. Yabusele)
1:15.0,M. Doyle misses 2-pt shot from 5 ft,,93-110,,
1:14.0,Offensive rebound by T. Mozgov,,93-110,,
1:14.0,T. Mozgov makes 2-pt shot from 1 ft,2,95-110,,
1:05.0,,,95-110,,A. Nader misses 2-pt shot at rim
1:01.0,Defensive rebound by N. Stauskas,,95-110,,
0:58.0,M. Doyle misses 3-pt shot from 22 ft,,95-110,,
0:55.0,,,95-110,,Defensive rebound by J. Gibson
0:42.0,,,95-110,,Turnover by J. Gibson (lost ball; steal by M. Doyle)
0:39.0,J. Webb makes 2-pt shot at rim (assist by M. Doyle),2,97-110,,
0:23.0,,,97-110,,Turnover by Team (turnover)
0:18.0,N. Stauskas misses 3-pt shot from 26 ft,,97-110,,
0:16.0,,,97-110,,Defensive rebound by G. Yabusele
