time,Charlotte,pts.away,score,pts.home,Toronto
5:46.0,Shooting foul by K. Lowry (drawn by J. Lamb),,97-109,,
5:46.0,J. Lamb makes free throw 1 of 2,1,98-109,,
5:46.0,J. Lamb makes free throw 2 of 2,1,99-109,,
5:26.0,,,99-109,,S. Ibaka misses 2-pt shot from 20 ft
5:23.0,Defensive rebound by D. Howard,,99-109,,
5:13.0,J. Lamb makes 2-pt shot from 7 ft,2,101-109,,
4:52.0,,,101-109,,S. Ibaka misses 3-pt shot from 25 ft
4:50.0,Defensive rebound by J. Lamb,,101-109,,
4:43.0,N. Batum makes 3-pt shot from 24 ft (assist by J. Lamb),3,104-109,,
4:42.0,,,104-109,,Toronto full timeout
4:26.0,,,104-109,,Turnover by K. Lowry (bad pass; steal by D. Howard)
4:19.0,J. Lamb misses 2-pt shot from 12 ft,,104-109,,
4:17.0,,,104-109,,Defensive rebound by Team
4:12.0,Personal foul by N. Batum (drawn by D. DeRozan),,104-109,,
4:12.0,,,104-109,,F. VanVleet enters the game for N. Powell
4:05.0,,,104-111,2,D. DeRozan makes 2-pt shot from 3 ft
3:50.0,Turnover by M. Carter-Williams (traveling),,104-111,,
3:38.0,,,104-113,2,S. Ibaka makes 2-pt shot from 19 ft (assist by F. VanVleet)
3:21.0,N. Batum misses 3-pt shot from 25 ft,,104-113,,
3:18.0,,,104-113,,Defensive rebound by K. Lowry
3:08.0,,,104-116,3,K. Lowry makes 3-pt shot from 25 ft
3:08.0,Charlotte full timeout,,104-116,,
2:57.0,Shooting foul by J. Valanciunas (drawn by D. Howard),,104-116,,
2:57.0,D. Howard misses free throw 1 of 2,,104-116,,
2:57.0,Offensive rebound by Team,,104-116,,
2:57.0,D. Howard makes free throw 2 of 2,1,105-116,,
2:34.0,,,105-116,,J. Valanciunas misses 2-pt shot from 8 ft
2:32.0,Defensive rebound by F. Kaminsky,,105-116,,
2:23.0,D. Howard makes 2-pt shot from 1 ft (assist by M. Carter-Williams),2,107-116,,
2:04.0,,,107-116,,S. Ibaka misses 2-pt shot from 17 ft
2:02.0,,,107-116,,Offensive rebound by D. DeRozan
1:49.0,,,107-116,,D. DeRozan misses 2-pt shot from 17 ft (block by J. Lamb)
1:49.0,,,107-116,,Offensive rebound by Team
1:41.0,,,107-118,2,D. DeRozan makes 2-pt shot from 22 ft
1:27.0,F. Kaminsky misses 3-pt shot from 24 ft,,107-118,,
1:24.0,,,107-118,,Defensive rebound by D. DeRozan
1:20.0,,,107-120,2,D. DeRozan makes 2-pt shot from 2 ft (assist by K. Lowry)
1:20.0,,,107-120,,Shooting foul by J. Lamb (drawn by D. DeRozan)
1:20.0,M. Monk enters the game for J. Lamb,,107-120,,
1:20.0,D. Bacon enters the game for N. Batum,,107-120,,
1:20.0,T. Graham enters the game for M. Carter-Williams,,107-120,,
1:20.0,J. O'Bryant enters the game for D. Howard,,107-120,,
1:20.0,,,107-121,1,D. DeRozan makes free throw 1 of 1
1:10.0,F. Kaminsky makes 2-pt shot from 3 ft (assist by M. Monk),2,109-121,,
0:59.0,,,109-121,,D. DeRozan misses 2-pt shot from 16 ft
0:56.0,,,109-121,,Offensive rebound by J. Valanciunas
0:56.0,,,109-123,2,J. Valanciunas makes 2-pt shot from 1 ft
0:42.0,J. O'Bryant makes 2-pt shot from 19 ft (assist by M. Monk),2,111-123,,
0:26.0,,,111-126,3,K. Lowry makes 3-pt shot from 22 ft (assist by D. DeRozan)
0:12.0,J. O'Bryant makes 2-pt shot from 18 ft,2,113-126,,
