time,Dallas,pts.away,score,pts.home,Denver
4:13.0,,,86-99,,W. Barton misses 2-pt shot from 6 ft
4:10.0,Defensive rebound by S. Mejri,,86-99,,
4:06.0,Shooting foul by N. Jokic (drawn by Y. Ferrell),,86-99,,
4:06.0,Y. Ferrell misses free throw 1 of 2,,86-99,,
4:06.0,Offensive rebound by Team,,86-99,,
4:06.0,Y. Ferrell makes free throw 2 of 2,1,87-99,,
3:55.0,,,87-99,,G. Harris misses 3-pt shot from 22 ft
3:53.0,Defensive rebound by S. Mejri,,87-99,,
3:47.0,D. Smith misses 2-pt shot from 3 ft,,87-99,,
3:45.0,,,87-99,,Defensive rebound by N. Jokic
3:37.0,,,87-99,,N. Jokic misses 2-pt shot from 9 ft
3:33.0,Defensive rebound by H. Barnes,,87-99,,
3:27.0,W. Matthews misses 3-pt shot from 25 ft,,87-99,,
3:21.0,Offensive rebound by S. Mejri,,87-99,,
3:21.0,S. Mejri makes 2-pt shot at rim,2,89-99,,
3:06.0,,,89-99,,Turnover by W. Barton (lost ball; steal by S. Mejri)
3:02.0,D. Smith makes 2-pt shot from 2 ft,2,91-99,,
3:02.0,,,91-99,,Denver full timeout
2:48.0,,,91-101,2,N. Jokic makes 2-pt shot from 17 ft (assist by G. Harris)
2:36.0,D. Smith makes 2-pt shot from 2 ft,2,93-101,,
2:13.0,,,93-101,,Turnover by W. Barton (bad pass; steal by H. Barnes)
2:07.0,D. Smith makes 2-pt shot from 2 ft,2,95-101,,
1:54.0,Personal foul by S. Mejri (drawn by N. Jokic),,95-101,,
1:54.0,,,95-101,,J. Murray enters the game for M. Beasley
1:39.0,,,95-101,,N. Jokic misses 3-pt shot from 24 ft
1:35.0,Defensive rebound by Y. Ferrell,,95-101,,
1:27.0,Y. Ferrell makes 2-pt shot from 3 ft,2,97-101,,
1:27.0,,,97-101,,Denver full timeout
1:23.0,,,97-103,2,W. Barton makes 2-pt shot from 2 ft (assist by N. Jokic)
1:16.0,H. Barnes misses 3-pt shot from 22 ft,,97-103,,
1:11.0,,,97-103,,Defensive rebound by W. Chandler
0:56.0,,,97-103,,Offensive charge foul by N. Jokic (drawn by W. Matthews)
0:56.0,,,97-103,,Turnover by N. Jokic (offensive foul)
0:50.0,D. Nowitzki enters the game for S. Mejri,,97-103,,
0:50.0,Turnover by D. Smith (bad pass; steal by N. Jokic),,97-103,,
0:50.0,,,97-103,,Turnover by J. Murray (bad pass)
0:44.0,D. Smith makes 2-pt shot from 2 ft,2,99-103,,
0:25.0,,,99-103,,G. Harris misses 3-pt shot from 22 ft
0:24.0,Defensive rebound by D. Nowitzki,,99-103,,
0:24.0,Dallas full timeout,,99-103,,
0:24.0,,,99-103,,T. Craig enters the game for N. Jokic
0:18.0,Turnover by D. Smith (lost ball; steal by G. Harris),,99-103,,
0:17.0,Personal foul by Y. Ferrell (drawn by G. Harris),,99-103,,
0:17.0,,,99-103,,G. Harris misses free throw 1 of 2
0:17.0,,,99-103,,Offensive rebound by Team
0:17.0,D. Powell enters the game for D. Nowitzki,,99-103,,
0:17.0,,,99-103,,G. Harris misses free throw 2 of 2
0:15.0,Defensive rebound by D. Powell,,99-103,,
0:10.0,D. Smith makes 2-pt shot from 1 ft,2,101-103,,
0:10.0,Shooting foul by T. Craig (drawn by D. Smith),,101-103,,
0:10.0,,,101-103,,N. Jokic enters the game for T. Craig
0:10.0,D. Smith makes free throw 1 of 1,1,102-103,,
0:01.0,Personal take foul by W. Matthews (drawn by G. Harris),,102-103,,
0:01.0,,,102-104,1,G. Harris makes free throw 1 of 2
0:01.0,,,102-105,1,G. Harris makes free throw 2 of 2
