time,Toronto,pts.away,score,pts.home,Brooklyn
5:04.0,,,103-100,,Defensive rebound by D. Russell
4:57.0,,,103-100,,D. Russell misses 3-pt shot from 25 ft
4:54.0,Defensive rebound by D. DeRozan,,103-100,,
4:42.0,K. Lowry misses 2-pt shot from 11 ft,,103-100,,
4:42.0,,,103-100,,Defensive rebound by A. Crabbe
4:21.0,,,103-100,,C. LeVert misses 2-pt shot from 5 ft
4:19.0,,,103-100,,Offensive rebound by R. Hollis-Jefferson
4:15.0,,,103-100,,Offensive charge foul by R. Hollis-Jefferson (drawn by K. Lowry)
4:15.0,,,103-100,,Turnover by R. Hollis-Jefferson (offensive foul)
4:15.0,Toronto full timeout,,103-100,,
4:15.0,S. Ibaka enters the game for P. Siakam,,103-100,,
4:05.0,Shooting foul by C. LeVert (drawn by D. DeRozan),,103-100,,
4:05.0,D. DeRozan makes free throw 1 of 2,1,104-100,,
4:05.0,D. DeRozan makes free throw 2 of 2,1,105-100,,
3:52.0,,,105-100,,D. Russell misses 2-pt shot from 15 ft
3:47.0,Defensive rebound by S. Ibaka,,105-100,,
3:29.0,D. DeRozan makes 3-pt shot from 25 ft,3,108-100,,
3:08.0,,,108-100,,D. Carroll misses 3-pt shot from 25 ft
3:04.0,Defensive rebound by J. Valanciunas,,108-100,,
2:48.0,D. DeRozan misses 2-pt shot from 15 ft,,108-100,,
2:43.0,,,108-100,,Defensive rebound by D. Carroll
2:37.0,,,108-100,,D. Russell misses 3-pt shot from 22 ft
2:33.0,Defensive rebound by K. Lowry,,108-100,,
2:27.0,D. DeRozan makes 2-pt shot from 3 ft (assist by K. Lowry),2,110-100,,
2:08.0,,,110-100,,D. Russell misses 2-pt shot from 1 ft
2:05.0,Defensive rebound by J. Valanciunas,,110-100,,
2:00.0,J. Valanciunas makes 2-pt shot from 2 ft (assist by K. Lowry),2,112-100,,
2:00.0,,,112-100,,Brooklyn full timeout
1:52.0,,,112-100,,D. Russell misses 2-pt shot from 9 ft
1:51.0,Defensive rebound by J. Valanciunas,,112-100,,
1:51.0,,,112-100,,Personal foul by D. Russell (drawn by J. Valanciunas)
1:51.0,J. Valanciunas misses free throw 1 of 2,,112-100,,
1:51.0,Offensive rebound by Team,,112-100,,
1:51.0,J. Valanciunas misses free throw 2 of 2,,112-100,,
1:48.0,,,112-100,,Defensive rebound by A. Crabbe
1:33.0,,,112-100,,A. Crabbe misses 3-pt shot from 22 ft
1:30.0,Defensive rebound by J. Valanciunas,,112-100,,
1:18.0,,,112-100,,Personal take foul by C. LeVert (drawn by F. VanVleet)
1:18.0,F. VanVleet makes free throw 1 of 2,1,113-100,,
1:18.0,F. VanVleet makes free throw 2 of 2,1,114-100,,
1:09.0,,,114-100,,R. Hollis-Jefferson misses 2-pt shot from 13 ft
1:04.0,Defensive rebound by D. DeRozan,,114-100,,
0:50.0,J. Valanciunas misses 2-pt shot from 2 ft (block by D. Russell),,114-100,,
0:50.0,,,114-100,,Defensive rebound by D. Russell
0:50.0,Personal foul by J. Valanciunas (drawn by D. Russell),,114-100,,
0:50.0,,,114-101,1,D. Russell makes free throw 1 of 2
0:50.0,N. Hayes enters the game for K. Lowry,,114-101,,
0:50.0,M. Miller enters the game for D. DeRozan,,114-101,,
0:50.0,N. Powell enters the game for J. Valanciunas,,114-101,,
0:50.0,L. Nogueira enters the game for S. Ibaka,,114-101,,
0:50.0,,,114-102,1,D. Russell makes free throw 2 of 2
0:39.0,F. VanVleet makes 2-pt shot from 1 ft,2,116-102,,
0:32.0,,,116-102,,R. Hollis-Jefferson misses 2-pt shot from 1 ft (block by L. Nogueira)
0:32.0,,,116-102,,Offensive rebound by R. Hollis-Jefferson
0:30.0,,,116-102,,Turnover by R. Hollis-Jefferson (out of bounds lost ball)
0:20.0,F. VanVleet misses 3-pt shot from 25 ft,,116-102,,
0:20.0,,,116-102,,Defensive rebound by Team
