time,Milwaukee,pts.away,score,pts.home,Chicago
3:49.0,J. Henson misses 2-pt shot from 3 ft,,107-100,,
3:47.0,,,107-100,,Defensive rebound by N. Vonleh
3:41.0,,,107-100,,Turnover by C. Payne (bad pass; steal by K. Middleton)
3:38.0,Shooting foul by N. Vonleh (drawn by K. Middleton),,107-100,,
3:38.0,K. Middleton makes free throw 1 of 2,1,108-100,,
3:38.0,K. Middleton makes free throw 2 of 2,1,109-100,,
3:26.0,,,109-100,,N. Vonleh misses 3-pt shot from 22 ft
3:22.0,,,109-100,,Offensive rebound by J. Grant
3:21.0,,,109-103,3,D. Valentine makes 3-pt shot from 24 ft (assist by J. Grant)
2:59.0,K. Middleton misses 2-pt shot from 14 ft,,109-103,,
2:53.0,Offensive rebound by J. Henson,,109-103,,
2:53.0,J. Henson misses 2-pt shot at rim,,109-103,,
2:51.0,Offensive rebound by J. Henson,,109-103,,
2:51.0,J. Henson makes 2-pt shot at rim,2,111-103,,
2:33.0,,,111-105,2,D. Valentine makes 2-pt shot from 13 ft (assist by C. Payne)
2:11.0,E. Bledsoe makes 2-pt shot from 1 ft,2,113-105,,
1:44.0,,,113-105,,D. Valentine misses 2-pt shot from 9 ft
1:42.0,Defensive rebound by E. Bledsoe,,113-105,,
1:21.0,J. Parker misses 2-pt shot from 7 ft,,113-105,,
1:17.0,Offensive rebound by J. Terry,,113-105,,
1:13.0,,,113-105,,Personal foul by D. Valentine (drawn by K. Middleton)
1:13.0,K. Middleton makes free throw 1 of 2,1,114-105,,
1:13.0,K. Middleton makes free throw 2 of 2,1,115-105,,
1:00.0,,,115-105,,C. Payne misses 3-pt shot from 25 ft
0:56.0,,,115-105,,Offensive rebound by C. Felicio
0:53.0,,,115-105,,Turnover by D. Valentine (lost ball; steal by K. Middleton)
0:31.0,E. Bledsoe makes 3-pt shot from 25 ft,3,118-105,,
0:21.0,,,118-105,,C. Felicio misses 2-pt shot from 1 ft
0:15.0,Defensive rebound by J. Henson,,118-105,,
