time,Boston,pts.away,score,pts.home,Milwaukee
1:43.0,,,95-99,,G. Antetokounmpo misses 2-pt shot from 6 ft
1:40.0,Defensive rebound by M. Morris,,95-99,,
1:29.0,M. Morris misses 3-pt shot from 26 ft,,95-99,,
1:27.0,,,95-99,,Defensive rebound by G. Antetokounmpo
1:26.0,,,95-101,2,K. Middleton makes 2-pt shot at rim (assist by G. Antetokounmpo)
1:18.0,,,95-101,,Personal foul by J. Parker (drawn by J. Tatum)
1:18.0,J. Tatum misses free throw 1 of 2,,95-101,,
1:18.0,Offensive rebound by Team,,95-101,,
1:18.0,A. Baynes enters the game for G. Monroe,,95-101,,
1:18.0,J. Tatum makes free throw 2 of 2,1,96-101,,
0:57.0,,,96-101,,K. Middleton misses 3-pt shot from 26 ft (block by J. Tatum)
0:54.0,Defensive rebound by J. Brown,,96-101,,
0:53.0,J. Brown misses 2-pt shot at rim (block by G. Antetokounmpo),,96-101,,
0:53.0,,,96-101,,Defensive rebound by Team
0:36.0,,,96-103,2,E. Bledsoe makes 2-pt shot at rim
0:31.0,Shooting foul by J. Henson (drawn by J. Tatum),,96-103,,
0:31.0,J. Tatum makes free throw 1 of 2,1,97-103,,
0:31.0,K. Allen enters the game for A. Horford,,97-103,,
0:31.0,S. Ojeleye enters the game for A. Baynes,,97-103,,
0:31.0,J. Tatum makes free throw 2 of 2,1,98-103,,
0:31.0,,,98-103,,Milwaukee full timeout
0:31.0,,,98-103,,J. Terry enters the game for J. Henson
0:30.0,,,98-103,,Turnover by K. Middleton (step out of bounds)
0:30.0,,,98-103,,J. Henson enters the game for J. Terry
0:30.0,A. Horford enters the game for S. Ojeleye,,98-103,,
0:24.0,J. Tatum makes 2-pt shot from 2 ft,2,100-103,,
0:22.0,,,100-103,,Milwaukee full timeout
0:22.0,,,100-103,,J. Terry enters the game for J. Henson
0:22.0,S. Ojeleye enters the game for A. Horford,,100-103,,
0:13.0,Personal foul by M. Morris (drawn by G. Antetokounmpo),,100-103,,
0:13.0,,,100-104,1,G. Antetokounmpo makes free throw 1 of 2
0:13.0,A. Baynes enters the game for K. Allen,,100-104,,
0:13.0,A. Horford enters the game for S. Ojeleye,,100-104,,
0:13.0,,,100-105,1,G. Antetokounmpo makes free throw 2 of 2
0:13.0,Boston full timeout,,100-105,,
0:13.0,G. Monroe enters the game for A. Baynes,,100-105,,
0:09.0,Turnover by J. Tatum (step out of bounds),,100-105,,
0:09.0,S. Ojeleye enters the game for G. Monroe,,100-105,,
0:05.0,Personal take foul by S. Ojeleye (drawn by K. Middleton),,100-105,,
0:05.0,,,100-105,,K. Middleton misses free throw 1 of 2
0:05.0,,,100-105,,Offensive rebound by Team
0:05.0,,,100-106,1,K. Middleton makes free throw 2 of 2
0:00.0,J. Brown makes 2-pt shot from 1 ft,2,102-106,,
