time,Toronto,pts.away,score,pts.home,Indiana
4:06.0,N. Powell enters the game for P. Siakam,,92-103,,
3:54.0,K. Lowry misses 3-pt shot from 27 ft,,92-103,,
3:51.0,,,92-103,,Defensive rebound by C. Joseph
3:37.0,,,92-103,,Turnover by L. Stephenson (bad pass; steal by F. VanVleet)
3:29.0,S. Ibaka misses 2-pt shot from 19 ft,,92-103,,
3:28.0,Offensive rebound by Team,,92-103,,
3:28.0,,,92-103,,Loose ball foul by L. Stephenson (drawn by K. Lowry)
3:20.0,D. DeRozan makes 2-pt shot at rim,2,94-103,,
3:01.0,,,94-103,,Turnover by C. Joseph (lost ball; steal by F. VanVleet)
2:57.0,N. Powell makes 2-pt shot from 4 ft,2,96-103,,
2:56.0,,,96-103,,Indiana full timeout
2:56.0,,,96-103,,D. Collison enters the game for C. Joseph
2:36.0,,,96-103,,Turnover by T. Young (lost ball; steal by D. DeRozan)
2:30.0,N. Powell makes 2-pt shot at rim,2,98-103,,
2:11.0,,,98-103,,M. Turner misses 3-pt shot from 25 ft
2:07.0,Defensive rebound by K. Lowry,,98-103,,
2:00.0,D. DeRozan makes 2-pt shot at rim,2,100-103,,
1:45.0,,,100-103,,Turnover by T. Young (bad pass; steal by N. Powell)
1:41.0,N. Powell misses 2-pt shot from 1 ft,,100-103,,
1:39.0,,,100-103,,Defensive rebound by L. Stephenson
1:29.0,,,100-106,3,L. Stephenson makes 3-pt shot from 23 ft
1:20.0,,,100-106,,Personal foul by M. Turner (drawn by F. VanVleet)
1:20.0,,,100-106,,D. Sabonis enters the game for T. Young
1:20.0,,,100-106,,C. Joseph enters the game for M. Turner
1:15.0,S. Ibaka makes 2-pt shot from 1 ft (assist by K. Lowry),2,102-106,,
1:15.0,Shooting foul by D. Sabonis (drawn by S. Ibaka),,102-106,,
1:15.0,,,102-106,,M. Turner enters the game for D. Sabonis
1:15.0,S. Ibaka misses free throw 1 of 1,,102-106,,
1:11.0,,,102-106,,Defensive rebound by L. Stephenson
0:57.0,,,102-106,,Turnover by L. Stephenson (bad pass; steal by D. DeRozan)
0:48.0,Toronto full timeout,,102-106,,
0:48.0,,,102-106,,T. Young enters the game for M. Turner
0:39.0,N. Powell makes 2-pt shot at rim,2,104-106,,
0:31.0,,,104-106,,Indiana full timeout
0:31.0,,,104-106,,M. Turner enters the game for T. Young
0:17.0,,,104-106,,L. Stephenson misses 2-pt shot from 23 ft
0:15.0,Defensive rebound by K. Lowry,,104-106,,
0:09.0,D. DeRozan misses 2-pt shot from 4 ft,,104-106,,
0:07.0,,,104-106,,Defensive rebound by M. Turner
0:07.0,Personal foul by S. Ibaka (drawn by M. Turner),,104-106,,
0:06.0,Personal take foul by N. Powell (drawn by D. Collison),,104-106,,
0:06.0,,,104-106,,D. Collison misses free throw 1 of 2
0:06.0,,,104-106,,Offensive rebound by Team
0:06.0,,,104-107,1,D. Collison makes free throw 2 of 2
0:02.0,F. VanVleet misses 3-pt shot from 27 ft,,104-107,,
0:02.0,Offensive rebound by Team,,104-107,,
