time,Golden State,pts.away,score,pts.home,LA Lakers
3:39.0,S. Curry makes 2-pt shot from 1 ft,2,102-100,,
3:18.0,,,102-100,,Shooting foul by K. Thompson (drawn by B. Ingram)
3:18.0,,,102-101,1,B. Ingram makes free throw 1 of 2
3:18.0,,,102-102,1,B. Ingram makes free throw 2 of 2
3:05.0,D. Green misses 2-pt shot from 6 ft,,102-102,,
3:03.0,,,102-102,,Defensive rebound by J. Clarkson
3:01.0,,,102-104,2,K. Caldwell-Pope makes 2-pt shot from 1 ft (assist by J. Clarkson)
3:01.0,Golden State full timeout,,102-104,,
2:41.0,K. Durant misses 2-pt shot from 17 ft,,102-104,,
2:40.0,,,102-104,,Defensive rebound by K. Caldwell-Pope
2:18.0,,,102-104,,K. Caldwell-Pope misses 3-pt shot from 28 ft
2:15.0,Defensive rebound by D. Green,,102-104,,
2:09.0,Shooting foul by B. Ingram (drawn by K. Thompson),,102-104,,
2:09.0,K. Thompson makes free throw 1 of 2,1,103-104,,
2:09.0,K. Thompson makes free throw 2 of 2,1,104-104,,
1:55.0,,,104-104,,B. Ingram misses 2-pt shot from 19 ft
1:52.0,Defensive rebound by K. Durant,,104-104,,
1:35.0,K. Durant misses 2-pt shot from 11 ft,,104-104,,
1:31.0,Offensive rebound by D. Green,,104-104,,
1:31.0,D. Green makes 2-pt shot at rim,2,106-104,,
1:26.0,,,106-106,2,J. Randle makes 2-pt shot from 2 ft (assist by L. Ball)
1:11.0,S. Curry misses 2-pt shot from 21 ft,,106-106,,
1:09.0,,,106-106,,Defensive rebound by L. Ball
0:56.0,,,106-108,2,K. Caldwell-Pope makes 2-pt shot from 4 ft
0:56.0,,,106-108,,Shooting foul by S. Curry (drawn by K. Caldwell-Pope)
0:56.0,,,106-109,1,K. Caldwell-Pope makes free throw 1 of 1
0:46.0,K. Durant makes 3-pt shot from 26 ft (assist by D. Green),3,109-109,,
0:27.0,Jump ball: B. Ingram vs. D. Green (A. Iguodala gains possession),,,,Jump ball: B. Ingram vs. D. Green (A. Iguodala gains possession)
0:27.0,,,109-109,,Turnover by B. Ingram (turnover; steal by D. Green)
0:06.0,K. Durant misses 2-pt shot from 19 ft,,109-109,,
0:05.0,,,109-109,,Defensive rebound by K. Caldwell-Pope
0:05.0,,,109-109,,LA Lakers full timeout
0:05.0,P. McCaw enters the game for S. Curry,,109-109,,
0:00.0,,,109-109,,B. Ingram misses 2-pt shot from 2 ft
0:00.0,,,109-109,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: J. Randle vs. K. Durant (K. Caldwell-Pope gains possession),,,,Jump ball: J. Randle vs. K. Durant (K. Caldwell-Pope gains possession)
4:46.0,,,109-109,,B. Ingram misses 2-pt shot from 21 ft
4:43.0,Defensive rebound by S. Curry,,109-109,,
4:29.0,S. Curry makes 3-pt shot from 26 ft (assist by K. Durant),3,112-109,,
4:15.0,,,112-109,,L. Ball misses 3-pt shot from 26 ft
4:12.0,Defensive rebound by D. Green,,112-109,,
4:02.0,S. Curry makes 3-pt shot from 26 ft (assist by A. Iguodala),3,115-109,,
4:02.0,,,115-109,,LA Lakers full timeout
3:41.0,,,115-109,,J. Clarkson misses 3-pt shot from 24 ft
3:39.0,Defensive rebound by K. Durant,,115-109,,
3:26.0,Shooting foul by K. Caldwell-Pope (drawn by D. Green),,115-109,,
3:26.0,D. Green makes free throw 1 of 2,1,116-109,,
3:26.0,D. Green misses free throw 2 of 2,,116-109,,
3:24.0,,,116-109,,Defensive rebound by B. Ingram
3:11.0,,,116-109,,K. Caldwell-Pope misses 3-pt shot from 25 ft
3:09.0,Defensive rebound by D. Green,,116-109,,
3:01.0,K. Durant misses 3-pt shot from 26 ft,,116-109,,
2:57.0,,,116-109,,Defensive rebound by K. Caldwell-Pope
2:48.0,,,116-111,2,J. Clarkson makes 2-pt shot from 2 ft
2:48.0,,,116-111,,Shooting foul by S. Curry (drawn by J. Clarkson)
2:48.0,,,116-112,1,J. Clarkson makes free throw 1 of 1
2:26.0,K. Durant makes 2-pt shot from 11 ft,2,118-112,,
2:09.0,,,118-114,2,K. Caldwell-Pope makes 2-pt shot from 6 ft (assist by L. Ball)
1:49.0,K. Durant makes 2-pt shot from 22 ft,2,120-114,,
1:31.0,,,120-116,2,B. Ingram makes 2-pt shot from 2 ft
1:18.0,,,120-116,,Personal foul by B. Ingram (drawn by D. Green)
1:14.0,,,120-116,,Personal foul by J. Randle (drawn by S. Curry)
1:14.0,S. Curry makes free throw 1 of 2,1,121-116,,
1:14.0,S. Curry makes free throw 2 of 2,1,122-116,,
1:03.0,,,122-116,,J. Randle misses 2-pt shot from 2 ft (block by K. Durant)
1:03.0,,,122-116,,Offensive rebound by Team
0:56.0,,,122-118,2,B. Ingram makes 2-pt shot from 1 ft
0:56.0,,,122-118,,Shooting foul by K. Durant (drawn by B. Ingram)
0:56.0,,,122-118,,B. Ingram misses free throw 1 of 1
0:56.0,Defensive rebound by K. Thompson,,122-118,,
0:38.0,S. Curry makes 2-pt shot from 19 ft (assist by D. Green),2,124-118,,
0:28.0,,,124-121,3,J. Clarkson makes 3-pt shot from 26 ft
0:16.0,Turnover by K. Durant (lost ball; steal by B. Ingram),,124-121,,
0:15.0,,,124-121,,Shooting foul by K. Durant (drawn by B. Ingram)
0:15.0,,,124-122,1,B. Ingram makes free throw 1 of 2
0:15.0,,,124-122,,J. Hart enters the game for J. Clarkson
0:15.0,,,124-123,1,B. Ingram makes free throw 2 of 2
0:14.0,,,124-123,,Personal foul by J. Hart (drawn by S. Curry)
0:14.0,S. Curry makes free throw 1 of 2,1,125-123,,
0:14.0,,,125-123,,J. Clarkson enters the game for J. Hart
0:14.0,S. Curry misses free throw 2 of 2,,125-123,,
0:10.0,Offensive rebound by D. Green,,125-123,,
0:10.0,D. Green misses 2-pt shot at rim,,125-123,,
0:07.0,Offensive rebound by A. Iguodala,,125-123,,
0:06.0,,,125-123,,Personal take foul by J. Clarkson (drawn by A. Iguodala)
0:06.0,S. Curry makes free throw 1 of 2,1,126-123,,
0:06.0,S. Curry makes free throw 2 of 2,1,127-123,,
0:06.0,,,127-123,,LA Lakers full timeout
0:06.0,,,127-123,,B. Lopez enters the game for J. Randle
0:02.0,,,127-123,,B. Ingram misses 2-pt shot from 12 ft
0:02.0,Defensive rebound by A. Iguodala,,127-123,,
