time,Cleveland,pts.away,score,pts.home,New York
1:05.0,J. Clarkson makes free throw 2 of 2,1,119-106,,
0:54.0,,,119-106,,T. Burke misses 3-pt shot from 26 ft
0:51.0,Defensive rebound by J. Smith,,119-106,,
0:41.0,A. Zizic makes 2-pt shot from 1 ft (assist by J. Smith),2,121-106,,
0:34.0,,,121-106,,F. Ntilikina misses 2-pt shot from 22 ft
0:32.0,,,121-106,,Offensive rebound by F. Ntilikina
0:30.0,,,121-106,,D. Dotson misses 3-pt shot from 23 ft
0:25.0,Defensive rebound by C. Osman,,121-106,,
0:24.0,J. Smith makes 2-pt shot at rim (assist by C. Osman),2,123-106,,
0:11.0,,,123-109,3,C. Lee makes 3-pt shot from 25 ft
