time,LA Clippers,pts.away,score,pts.home,Portland
5:09.0,,,95-94,,Turnover by Team (shot clock)
4:45.0,B. Griffin makes 2-pt shot from 2 ft,2,97-94,,
4:30.0,,,97-96,2,D. Lillard makes 2-pt shot from 20 ft
3:54.0,D. Jordan misses 2-pt shot from 1 ft (block by M. Harkless),,97-96,,
3:54.0,Offensive rebound by Team,,97-96,,
3:54.0,Turnover by Team (shot clock),,97-96,,
3:39.0,,,97-96,,J. Nurkic misses 2-pt shot from 3 ft (block by D. Jordan)
3:36.0,Defensive rebound by D. Gallinari,,97-96,,
3:22.0,B. Griffin misses 2-pt shot from 2 ft,,97-96,,
3:20.0,Offensive rebound by B. Griffin,,97-96,,
3:20.0,B. Griffin makes 2-pt shot at rim,2,99-96,,
3:20.0,,,99-96,,Portland full timeout
3:03.0,Personal foul by D. Gallinari (drawn by M. Harkless),,99-96,,
2:57.0,,,99-96,,Shooting foul by A. Rivers (drawn by C. McCollum)
2:57.0,,,99-97,1,C. McCollum makes free throw 1 of 3
2:57.0,,,99-97,,C. McCollum misses free throw 2 of 3
2:57.0,,,99-97,,Offensive rebound by Team
2:57.0,,,99-98,1,C. McCollum makes free throw 3 of 3
2:37.0,B. Griffin misses 2-pt shot from 15 ft,,99-98,,
2:32.0,Offensive rebound by D. Jordan,,99-98,,
2:32.0,D. Jordan misses 2-pt shot at rim,,99-98,,
2:32.0,,,99-98,,Defensive rebound by J. Nurkic
2:20.0,,,99-98,,D. Lillard misses 3-pt shot from 29 ft
2:17.0,Defensive rebound by D. Jordan,,99-98,,
1:55.0,P. Beverley misses 3-pt shot from 25 ft,,99-98,,
1:49.0,,,99-98,,Defensive rebound by D. Lillard
1:46.0,,,99-98,,Turnover by D. Lillard (bad pass; steal by P. Beverley)
1:28.0,Turnover by B. Griffin (bad pass; steal by A. Aminu),,99-98,,
1:20.0,,,99-100,2,J. Nurkic makes 2-pt shot from 4 ft
1:20.0,LA Clippers full timeout,,99-100,,
1:06.0,B. Griffin makes 2-pt shot from 1 ft,2,101-100,,
0:43.0,,,101-102,2,C. McCollum makes 2-pt shot from 16 ft (assist by A. Aminu)
0:22.0,D. Gallinari misses 3-pt shot from 27 ft,,101-102,,
0:20.0,Offensive rebound by P. Beverley,,101-102,,
0:06.0,Offensive charge foul by A. Rivers (drawn by D. Lillard),,101-102,,
0:06.0,,,101-102,,S. Napier enters the game for M. Harkless
0:06.0,,,101-102,,E. Turner enters the game for A. Aminu
0:06.0,,,101-102,,P. Connaughton enters the game for J. Nurkic
0:06.0,W. Johnson enters the game for D. Jordan,,101-102,,
0:06.0,S. Thornwell enters the game for D. Gallinari,,101-102,,
0:06.0,Turnover by A. Rivers (offensive foul),,101-102,,
0:05.0,Personal take foul by A. Rivers (drawn by C. McCollum),,101-102,,
0:05.0,,,101-102,,A. Aminu enters the game for S. Napier
0:05.0,,,101-102,,M. Harkless enters the game for E. Turner
0:05.0,,,101-102,,J. Nurkic enters the game for P. Connaughton
0:05.0,D. Gallinari enters the game for A. Rivers,,101-102,,
0:05.0,D. Jordan enters the game for S. Thornwell,,101-102,,
0:05.0,,,101-102,,C. McCollum misses free throw 1 of 2
0:05.0,,,101-102,,Offensive rebound by Team
0:05.0,,,101-103,1,C. McCollum makes free throw 2 of 2
0:05.0,LA Clippers full timeout,,101-103,,
0:05.0,L. Williams enters the game for W. Johnson,,101-103,,
0:00.0,B. Griffin makes 3-pt shot from 24 ft,3,104-103,,
