time,Golden State,pts.away,score,pts.home,LA Lakers
8:23.0,A. Iguodala misses 3-pt shot from 25 ft,,91-87,,
8:20.0,,,91-87,,Defensive rebound by J. Randle
8:17.0,,,91-87,,Shooting foul by D. West (drawn by B. Ingram)
8:17.0,,,91-88,1,B. Ingram makes free throw 1 of 2
8:17.0,,,91-88,,B. Ingram misses free throw 2 of 2
8:14.0,Defensive rebound by O. Casspi,,91-88,,
8:05.0,K. Thompson misses 2-pt shot from 8 ft,,91-88,,
8:00.0,Offensive rebound by O. Casspi,,91-88,,
8:00.0,O. Casspi misses 2-pt shot at rim,,91-88,,
7:59.0,,,91-88,,Defensive rebound by J. Randle
7:42.0,,,91-88,,J. Clarkson misses 3-pt shot from 25 ft
7:40.0,Defensive rebound by A. Iguodala,,91-88,,
7:33.0,A. Iguodala misses 2-pt shot from 2 ft,,91-88,,
7:30.0,Offensive rebound by D. West,,91-88,,
7:30.0,D. West misses 2-pt shot at rim,,91-88,,
7:28.0,,,91-88,,Defensive rebound by J. Hart
7:05.0,,,91-88,,Turnover by J. Clarkson (traveling)
6:53.0,K. Thompson misses 2-pt shot from 2 ft (block by L. Ball),,91-88,,
6:53.0,Offensive rebound by Team,,91-88,,
6:53.0,,,91-88,,K. Caldwell-Pope enters the game for J. Clarkson
6:53.0,K. Durant enters the game for O. Casspi,,91-88,,
6:49.0,N. Young misses 2-pt shot from 1 ft,,91-88,,
6:48.0,Offensive rebound by A. Iguodala,,91-88,,
6:47.0,A. Iguodala makes 2-pt shot at rim,2,93-88,,
6:29.0,,,93-90,2,B. Ingram makes 2-pt shot from 16 ft
6:12.0,,,93-90,,Personal foul by J. Hart (drawn by K. Thompson)
6:05.0,,,93-90,,Personal foul by L. Ball (drawn by D. West)
5:52.0,Jump ball: K. Caldwell-Pope vs. A. Iguodala (D. West gains possession),,,,Jump ball: K. Caldwell-Pope vs. A. Iguodala (D. West gains possession)
5:49.0,D. West misses 3-pt shot from 25 ft,,93-90,,
5:47.0,,,93-90,,Defensive rebound by L. Ball
5:42.0,Personal foul by K. Thompson (drawn by B. Ingram),,93-90,,
5:42.0,,,93-91,1,B. Ingram makes free throw 1 of 2
5:42.0,,,93-91,,K. Kuzma enters the game for J. Hart
5:42.0,P. McCaw enters the game for A. Iguodala,,93-91,,
5:42.0,,,93-92,1,B. Ingram makes free throw 2 of 2
5:22.0,K. Durant misses 2-pt shot from 7 ft,,93-92,,
5:19.0,,,93-92,,Defensive rebound by B. Ingram
5:14.0,,,93-92,,Shooting foul by N. Young (drawn by J. Randle)
5:14.0,,,93-93,1,J. Randle makes free throw 1 of 2
5:14.0,,,93-93,,J. Randle misses free throw 2 of 2
5:12.0,Defensive rebound by K. Durant,,93-93,,
5:05.0,K. Durant makes 3-pt shot from 25 ft (assist by K. Thompson),3,96-93,,
4:46.0,,,96-93,,Shooting foul by K. Durant (drawn by J. Randle)
4:46.0,,,96-94,1,J. Randle makes free throw 1 of 2
4:46.0,O. Casspi enters the game for N. Young,,96-94,,
4:46.0,,,96-95,1,J. Randle makes free throw 2 of 2
4:29.0,K. Durant misses 3-pt shot from 25 ft,,96-95,,
4:24.0,,,96-95,,Defensive rebound by J. Randle
4:21.0,,,96-95,,K. Caldwell-Pope misses 2-pt shot from 2 ft
4:18.0,Defensive rebound by O. Casspi,,96-95,,
4:15.0,K. Thompson makes 3-pt shot from 25 ft (assist by K. Durant),3,99-95,,
4:01.0,,,99-95,,Shooting foul by O. Casspi (drawn by B. Ingram)
4:01.0,,,99-96,1,B. Ingram makes free throw 1 of 2
4:01.0,Golden State full timeout,,99-96,,
4:01.0,A. Iguodala enters the game for P. McCaw,,99-96,,
4:01.0,,,99-97,1,B. Ingram makes free throw 2 of 2
3:47.0,K. Thompson misses 3-pt shot from 24 ft,,99-97,,
3:43.0,,,99-97,,Defensive rebound by K. Caldwell-Pope
3:31.0,,,99-97,,K. Caldwell-Pope misses 3-pt shot from 25 ft (block by K. Durant)
3:28.0,Defensive rebound by O. Casspi,,99-97,,
3:17.0,Turnover by K. Durant (bad pass; steal by B. Ingram),,99-97,,
3:11.0,,,99-97,,J. Randle misses 2-pt shot from 1 ft
3:09.0,Defensive rebound by K. Thompson,,99-97,,
2:48.0,Turnover by Team (shot clock),,99-97,,
2:48.0,K. Looney enters the game for D. West,,99-97,,
2:41.0,,,99-97,,K. Kuzma misses 2-pt shot from 21 ft
2:38.0,Defensive rebound by K. Looney,,99-97,,
2:29.0,,,99-97,,Personal foul by B. Ingram (drawn by K. Durant)
2:21.0,Shooting foul by J. Randle (drawn by K. Thompson),,99-97,,
2:21.0,K. Thompson misses free throw 1 of 2,,99-97,,
2:21.0,Offensive rebound by Team,,99-97,,
2:21.0,K. Thompson makes free throw 2 of 2,1,100-97,,
2:06.0,,,100-97,,B. Ingram misses 2-pt shot from 19 ft
2:03.0,Defensive rebound by K. Thompson,,100-97,,
1:48.0,K. Thompson misses 3-pt shot from 25 ft,,100-97,,
1:45.0,,,100-97,,Defensive rebound by J. Randle
1:30.0,,,100-97,,L. Ball misses 3-pt shot from 24 ft
1:25.0,Defensive rebound by K. Durant,,100-97,,
1:08.0,K. Durant makes 2-pt shot from 13 ft,2,102-97,,
1:02.0,,,102-100,3,K. Caldwell-Pope makes 3-pt shot from 26 ft (assist by L. Ball)
0:41.0,K. Thompson misses 3-pt shot from 24 ft,,102-100,,
0:37.0,,,102-100,,Defensive rebound by L. Ball
0:27.0,,,102-102,2,B. Ingram makes 2-pt shot at rim
0:08.0,K. Durant misses 3-pt shot from 25 ft,,102-102,,
0:05.0,,,102-102,,Defensive rebound by K. Caldwell-Pope
0:01.0,,,102-102,,K. Caldwell-Pope misses 3-pt shot from 25 ft
0:00.0,,,102-102,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: J. Randle vs. P. McCaw,,,,Jump ball: J. Randle vs. P. McCaw
4:57.0,,,102-102,,Loose ball foul by J. Randle (drawn by J. Bell)
4:52.0,K. Durant makes 3-pt shot from 25 ft (assist by P. McCaw),3,105-102,,
4:28.0,,,105-102,,K. Caldwell-Pope misses 2-pt shot from 21 ft
4:24.0,Defensive rebound by A. Iguodala,,105-102,,
4:09.0,Turnover by K. Thompson (turnover),,105-102,,
4:00.0,Personal foul by J. Bell (drawn by B. Ingram),,105-102,,
3:47.0,,,105-102,,J. Randle misses 2-pt shot from 3 ft (block by J. Bell)
3:44.0,Defensive rebound by A. Iguodala,,105-102,,
3:37.0,A. Iguodala makes 2-pt shot from 1 ft (assist by J. Bell),2,107-102,,
3:35.0,,,107-102,,LA Lakers full timeout
3:20.0,,,107-105,3,L. Ball makes 3-pt shot from 25 ft
3:03.0,Offensive foul by J. Bell (drawn by K. Caldwell-Pope),,107-105,,
3:03.0,Turnover by J. Bell (offensive foul),,107-105,,
2:53.0,,,107-107,2,L. Ball makes 2-pt shot from 13 ft (assist by J. Randle)
2:34.0,K. Durant makes 3-pt shot from 25 ft (assist by P. McCaw),3,110-107,,
2:12.0,,,110-107,,Shooting foul by A. Iguodala (drawn by J. Randle)
2:12.0,,,110-108,1,J. Randle makes free throw 1 of 2
2:12.0,,,110-108,,J. Randle misses free throw 2 of 2
2:09.0,Defensive rebound by J. Bell,,110-108,,
1:53.0,K. Durant makes 2-pt shot from 15 ft,2,112-108,,
1:34.0,,,112-111,3,K. Kuzma makes 3-pt shot from 24 ft (assist by B. Ingram)
1:15.0,K. Thompson misses 3-pt shot from 25 ft,,112-111,,
1:13.0,,,112-111,,Defensive rebound by L. Ball
1:03.0,,,112-113,2,L. Ball makes 2-pt shot from 1 ft
1:03.0,Golden State full timeout,,112-113,,
1:03.0,D. West enters the game for J. Bell,,112-113,,
1:02.0,Shooting foul by B. Ingram (drawn by K. Durant),,112-113,,
1:02.0,K. Durant makes free throw 1 of 2,1,113-113,,
1:02.0,J. Bell enters the game for D. West,,113-113,,
1:02.0,K. Durant makes free throw 2 of 2,1,114-113,,
0:38.0,,,114-113,,K. Caldwell-Pope misses 3-pt shot from 25 ft
0:35.0,,,114-113,,Offensive rebound by J. Randle
0:32.0,,,114-113,,LA Lakers full timeout
0:28.0,,,114-113,,Shooting foul by J. Bell (drawn by J. Randle)
0:28.0,D. West enters the game for J. Bell,,114-113,,
0:28.0,,,114-114,1,J. Randle makes free throw 1 of 2
0:28.0,N. Young enters the game for P. McCaw,,114-114,,
0:28.0,,,114-114,,J. Randle misses free throw 2 of 2
0:26.0,Defensive rebound by K. Durant,,114-114,,
0:07.0,K. Durant makes 2-pt shot from 21 ft,2,116-114,,
0:02.0,,,116-114,,L. Ball misses 2-pt shot from 1 ft (block by D. West)
0:01.0,,,116-114,,Offensive rebound by B. Ingram
