time,New Orleans,pts.away,score,pts.home,LA Clippers
5:58.0,,,104-85,2,S. Thornwell makes 2-pt shot from 11 ft (assist by T. Wallace)
5:37.0,A. Davis misses 2-pt shot from 13 ft,,104-85,,
5:33.0,,,104-85,,Defensive rebound by S. Thornwell
5:31.0,,,104-85,,S. Dekker misses 2-pt shot from 5 ft
5:28.0,,,104-85,,Offensive rebound by T. Wallace
5:25.0,,,104-85,,C. Williams misses 2-pt shot from 2 ft (block by A. Davis)
5:25.0,Defensive rebound by A. Davis,,104-85,,
5:19.0,N. Mirotic makes 2-pt shot from 1 ft (assist by E. Moore),2,106-85,,
4:56.0,,,106-85,,S. Thornwell misses 2-pt shot from 1 ft
4:53.0,Defensive rebound by J. Holiday,,106-85,,
4:48.0,E. Moore makes 2-pt shot from 1 ft (assist by I. Clark),2,108-85,,
4:36.0,,,108-87,2,B. Marjanovic makes 2-pt shot from 1 ft (assist by S. Thornwell)
4:19.0,E. Moore misses 3-pt shot from 22 ft,,108-87,,
4:17.0,,,108-87,,Defensive rebound by B. Marjanovic
4:11.0,,,108-87,,Turnover by T. Wallace (bad pass; steal by E. Moore)
4:00.0,N. Mirotic misses 2-pt shot from 17 ft,,108-87,,
3:57.0,,,108-87,,Defensive rebound by S. Thornwell
3:44.0,,,108-87,,B. Marjanovic misses 2-pt shot from 19 ft
3:41.0,Defensive rebound by A. Davis,,108-87,,
3:34.0,New Orleans full timeout,,108-87,,
3:34.0,,,108-87,,M. Harrell enters the game for B. Marjanovic
3:34.0,D. Liggins enters the game for I. Clark,,108-87,,
3:34.0,C. Diallo enters the game for N. Mirotic,,108-87,,
3:34.0,E. Okafor enters the game for A. Davis,,108-87,,
3:34.0,D. Miller enters the game for E. Moore,,108-87,,
3:34.0,J. Crawford enters the game for J. Holiday,,108-87,,
3:19.0,J. Crawford misses 3-pt shot from 25 ft,,108-87,,
3:19.0,Offensive rebound by Team,,108-87,,
3:19.0,Turnover by Team (shot clock),,108-87,,
3:07.0,,,108-89,2,M. Harrell makes 2-pt shot from 1 ft (assist by S. Dekker)
3:07.0,,,108-89,,Shooting foul by C. Diallo (drawn by M. Harrell)
3:07.0,,,108-90,1,M. Harrell makes free throw 1 of 1
2:53.0,D. Miller misses 3-pt shot from 27 ft,,108-90,,
2:51.0,,,108-90,,Defensive rebound by S. Dekker
2:45.0,,,108-92,2,S. Thornwell makes 2-pt shot from 2 ft (assist by S. Dekker)
2:45.0,Shooting block foul by D. Liggins (drawn by S. Thornwell),,108-92,,
2:45.0,,,108-92,,S. Thornwell misses free throw 1 of 1
2:45.0,Defensive rebound by E. Okafor,,108-92,,
2:29.0,J. Crawford misses 2-pt shot from 16 ft,,108-92,,
2:25.0,Offensive rebound by C. Diallo,,108-92,,
2:21.0,D. Liggins misses 2-pt shot from 3 ft (block by M. Harrell),,108-92,,
2:17.0,Offensive rebound by C. Diallo,,108-92,,
2:16.0,C. Diallo misses 2-pt shot from 6 ft (block by M. Harrell),,108-92,,
2:16.0,Offensive rebound by C. Diallo,,108-92,,
2:11.0,C. Diallo makes 2-pt shot from 2 ft,2,110-92,,
2:01.0,,,110-92,,M. Harrell misses 2-pt shot from 18 ft
2:01.0,,,110-92,,Offensive rebound by S. Dekker
1:50.0,,,110-94,2,T. Wallace makes 2-pt shot from 15 ft (assist by C. Williams)
1:38.0,D. Miller misses 3-pt shot from 26 ft,,110-94,,
1:34.0,Offensive rebound by E. Okafor,,110-94,,
1:21.0,D. Liggins misses 2-pt shot from 2 ft (block by M. Harrell),,110-94,,
1:17.0,,,110-94,,Defensive rebound by S. Thornwell
1:16.0,,,110-96,2,C. Williams makes 2-pt shot from 1 ft (assist by S. Thornwell)
1:02.0,J. Crawford misses 3-pt shot from 25 ft,,110-96,,
1:00.0,,,110-96,,Defensive rebound by T. Wallace
0:59.0,,,110-98,2,S. Dekker makes 2-pt shot from 2 ft (assist by T. Wallace)
0:45.0,J. Crawford misses 2-pt shot from 21 ft,,110-98,,
0:41.0,,,110-98,,Defensive rebound by S. Dekker
0:34.0,,,110-100,2,S. Dekker makes 2-pt shot from 3 ft (assist by M. Harrell)
0:15.0,E. Okafor makes 2-pt shot at rim (assist by J. Crawford),2,112-100,,
0:15.0,Shooting foul by M. Harrell (drawn by E. Okafor),,112-100,,
0:15.0,E. Okafor makes free throw 1 of 1,1,113-100,,
0:03.0,,,113-100,,C. Williams misses 2-pt shot from 15 ft
0:00.0,,,113-100,,Offensive rebound by Team
