time,Indiana,pts.away,score,pts.home,Charlotte
4:07.0,V. Oladipo misses 2-pt shot from 20 ft,,112-118,,
4:03.0,,,112-118,,Defensive rebound by D. Howard
3:47.0,,,112-118,,K. Walker misses 3-pt shot from 25 ft
3:44.0,,,112-118,,Offensive rebound by T. Graham
3:43.0,,,112-118,,T. Graham misses 2-pt shot from 2 ft
3:41.0,Defensive rebound by C. Joseph,,112-118,,
3:26.0,M. Turner misses 2-pt shot from 16 ft,,112-118,,
3:24.0,,,112-118,,Defensive rebound by N. Batum
3:16.0,,,112-121,3,N. Batum makes 3-pt shot from 25 ft (assist by T. Graham)
3:00.0,Turnover by V. Oladipo (lost ball; steal by M. Carter-Williams),,112-121,,
2:54.0,,,112-123,2,K. Walker makes 2-pt shot from 1 ft (assist by M. Carter-Williams)
2:42.0,V. Oladipo misses 2-pt shot from 2 ft (block by D. Howard),,112-123,,
2:42.0,Offensive rebound by Team,,112-123,,
2:33.0,C. Joseph makes 2-pt shot from 15 ft,2,114-123,,
2:10.0,,,114-126,3,N. Batum makes 3-pt shot from 24 ft
1:59.0,Indiana full timeout,,114-126,,
1:52.0,B. Bogdanovic makes 3-pt shot from 28 ft (assist by C. Joseph),3,117-126,,
1:38.0,,,117-126,,K. Walker misses 3-pt shot from 26 ft
1:35.0,Defensive rebound by C. Joseph,,117-126,,
1:35.0,,,117-126,,Personal foul by N. Batum (drawn by B. Bogdanovic)
1:35.0,B. Bogdanovic makes free throw 1 of 2,1,118-126,,
1:35.0,B. Bogdanovic makes free throw 2 of 2,1,119-126,,
1:13.0,,,119-126,,N. Batum misses 2-pt shot from 14 ft
1:11.0,Defensive rebound by V. Oladipo,,119-126,,
1:10.0,Offensive charge foul by B. Bogdanovic (drawn by K. Walker),,119-126,,
1:10.0,Turnover by B. Bogdanovic (offensive foul),,119-126,,
0:59.0,Personal foul by L. Stephenson (drawn by T. Graham),,119-126,,
0:59.0,,,119-127,1,T. Graham makes free throw 1 of 2
0:59.0,,,119-128,1,T. Graham makes free throw 2 of 2
0:49.0,L. Stephenson misses 3-pt shot from 25 ft,,119-128,,
0:45.0,Offensive rebound by B. Bogdanovic,,119-128,,
0:45.0,B. Bogdanovic makes 2-pt shot from 1 ft,2,121-128,,
0:40.0,,,121-128,,Turnover by M. Carter-Williams (bad pass; steal by C. Joseph)
0:40.0,C. Joseph makes 2-pt shot from 1 ft,2,123-128,,
0:40.0,Shooting foul by M. Carter-Williams (drawn by C. Joseph),,123-128,,
0:40.0,C. Joseph makes free throw 1 of 1,1,124-128,,
0:37.0,Personal foul by L. Stephenson (drawn by T. Graham),,124-128,,
0:37.0,,,124-128,,T. Graham misses free throw 1 of 2
0:37.0,,,124-128,,Offensive rebound by Team
0:37.0,,,124-129,1,T. Graham makes free throw 2 of 2
0:21.0,M. Turner misses 3-pt shot from 26 ft,,124-129,,
0:18.0,,,124-129,,Defensive rebound by T. Graham
0:18.0,Personal take foul by B. Bogdanovic (drawn by T. Graham),,124-129,,
0:18.0,,,124-130,1,T. Graham makes free throw 1 of 2
0:18.0,,,124-131,1,T. Graham makes free throw 2 of 2
0:18.0,Indiana full timeout,,124-131,,
0:18.0,,,124-131,,M. Kidd-Gilchrist enters the game for D. Howard
0:13.0,C. Joseph makes 2-pt shot at rim,2,126-131,,
0:13.0,,,126-131,,Charlotte full timeout
0:13.0,,,126-131,,F. Kaminsky enters the game for M. Carter-Williams
0:13.0,,,126-131,,J. Lamb enters the game for M. Kidd-Gilchrist
0:10.0,Personal take foul by L. Stephenson (drawn by K. Walker),,126-131,,
0:10.0,,,126-132,1,K. Walker makes free throw 1 of 2
0:10.0,,,126-132,,M. Kidd-Gilchrist enters the game for F. Kaminsky
0:10.0,,,126-132,,M. Carter-Williams enters the game for J. Lamb
0:10.0,,,126-133,1,K. Walker makes free throw 2 of 2
0:06.0,L. Stephenson misses 3-pt shot from 32 ft,,126-133,,
0:02.0,,,126-133,,Defensive rebound by N. Batum
