time,Indiana,pts.away,score,pts.home,Cleveland
0:58.0,Offensive rebound by D. Sabonis,,94-100,,
0:58.0,Turnover by D. Sabonis (lost ball; steal by L. James),,94-100,,
0:57.0,,,94-100,,Offensive foul by L. James (drawn by D. Sabonis)
0:57.0,,,94-100,,Turnover by L. James (offensive foul)
0:50.0,V. Oladipo makes 2-pt shot at rim,2,96-100,,
0:50.0,,,96-100,,Cleveland full timeout
0:50.0,,,96-100,,K. Korver enters the game for T. Thompson
0:30.0,,,96-102,2,L. James makes 2-pt shot from 1 ft (assist by K. Korver)
0:30.0,Indiana full timeout,,96-102,,
0:30.0,,,96-102,,T. Thompson enters the game for K. Love
0:30.0,,,96-102,,J. Green enters the game for K. Korver
0:25.0,V. Oladipo misses 3-pt shot from 28 ft,,96-102,,
0:23.0,,,96-102,,Defensive rebound by L. James
0:23.0,Personal foul by T. Young (drawn by L. James),,96-102,,
0:23.0,,,96-103,1,L. James makes free throw 1 of 2
0:23.0,,,96-103,,L. James misses free throw 2 of 2
0:23.0,Defensive rebound by T. Young,,96-103,,
0:23.0,Indiana full timeout,,96-103,,
0:21.0,B. Bogdanovic misses 3-pt shot from 29 ft,,96-103,,
0:18.0,Offensive rebound by D. Sabonis,,96-103,,
0:17.0,D. Sabonis misses 2-pt shot from 1 ft,,96-103,,
0:17.0,Offensive rebound by T. Young,,96-103,,
0:17.0,T. Young makes 2-pt shot at rim,2,98-103,,
0:17.0,,,98-103,,Cleveland full timeout
0:17.0,,,98-103,,K. Love enters the game for T. Thompson
0:17.0,,,98-103,,K. Korver enters the game for J. Green
0:17.0,C. Joseph enters the game for B. Bogdanovic,,98-103,,
0:15.0,Personal foul by D. Sabonis (drawn by G. Hill),,98-103,,
0:15.0,B. Bogdanovic enters the game for D. Sabonis,,98-103,,
0:15.0,,,98-103,,G. Hill misses free throw 1 of 2
0:15.0,,,98-103,,Offensive rebound by Team
0:15.0,,,98-103,,T. Thompson enters the game for K. Love
0:15.0,,,98-103,,J. Green enters the game for K. Korver
0:15.0,,,98-104,1,G. Hill makes free throw 2 of 2
0:08.0,V. Oladipo misses 3-pt shot from 27 ft,,98-104,,
0:06.0,,,98-104,,Defensive rebound by G. Hill
0:06.0,Personal foul by C. Joseph (drawn by G. Hill),,98-104,,
0:06.0,,,98-105,1,G. Hill makes free throw 1 of 2
0:06.0,,,98-105,,G. Hill misses free throw 2 of 2
0:02.0,Defensive rebound by T. Young,,98-105,,
0:00.0,V. Oladipo makes 3-pt shot from 26 ft (assist by T. Young),3,101-105,,
