time,Washington,pts.away,score,pts.home,Detroit
2:35.0,,,90-99,1,A. Tolliver makes free throw 2 of 2
2:35.0,Washington full timeout,,90-99,,
2:14.0,K. Oubre misses 3-pt shot from 23 ft,,90-99,,
2:11.0,Offensive rebound by T. Satoransky,,90-99,,
2:09.0,Shooting foul by R. Jackson (drawn by T. Satoransky),,90-99,,
2:09.0,T. Satoransky makes free throw 1 of 2,1,91-99,,
2:09.0,T. Satoransky makes free throw 2 of 2,1,92-99,,
2:08.0,Personal take foul by M. Scott (drawn by A. Drummond),,92-99,,
2:08.0,,,92-100,1,A. Drummond makes free throw 1 of 2
2:08.0,,,92-100,,A. Drummond misses free throw 2 of 2
2:06.0,Defensive rebound by M. Scott,,92-100,,
1:54.0,M. Scott misses 3-pt shot from 24 ft,,92-100,,
1:51.0,,,92-100,,Defensive rebound by A. Drummond
1:51.0,Personal foul by K. Oubre (drawn by A. Drummond),,92-100,,
1:51.0,,,92-101,1,A. Drummond makes free throw 1 of 2
1:51.0,,,92-101,,A. Drummond misses free throw 2 of 2
1:49.0,Defensive rebound by M. Morris,,92-101,,
1:34.0,M. Morris misses 3-pt shot from 23 ft,,92-101,,
1:32.0,,,92-101,,Defensive rebound by S. Johnson
1:19.0,,,92-103,2,R. Bullock makes 2-pt shot from 18 ft (assist by A. Tolliver)
1:09.0,B. Beal misses 3-pt shot from 25 ft,,92-103,,
1:05.0,,,92-103,,Defensive rebound by A. Drummond
0:46.0,,,92-103,,S. Johnson misses 3-pt shot from 25 ft
0:44.0,Defensive rebound by M. Morris,,92-103,,
0:36.0,Turnover by B. Beal (bad pass),,92-103,,
0:11.0,,,92-103,,Turnover by Team (shot clock)
