time,Portland,pts.away,score,pts.home,New Orleans
2:39.0,C. McCollum misses 3-pt shot from 25 ft,,103-109,,
2:39.0,Offensive rebound by A. Aminu,,103-109,,
2:39.0,,,103-109,,Personal foul by D. Miller (drawn by A. Aminu)
2:39.0,,,103-109,,E. Moore enters the game for D. Miller
2:33.0,A. Aminu misses 3-pt shot from 23 ft,,103-109,,
2:30.0,,,103-109,,Defensive rebound by J. Holiday
2:08.0,,,103-109,,Turnover by D. Cousins (lost ball; steal by J. Nurkic)
2:04.0,S. Napier makes 2-pt shot from 2 ft (assist by D. Lillard),2,105-109,,
1:49.0,,,105-111,2,J. Holiday makes 2-pt shot from 16 ft
1:42.0,A. Aminu misses 3-pt shot from 26 ft,,105-111,,
1:42.0,,,105-111,,Defensive rebound by Team
1:27.0,Personal foul by C. McCollum (drawn by J. Holiday),,105-111,,
1:14.0,,,105-113,2,A. Davis makes 2-pt shot from 5 ft
1:06.0,D. Lillard misses 2-pt shot from 2 ft (block by A. Davis),,105-113,,
0:59.0,,,105-113,,Defensive rebound by D. Cousins
0:46.0,,,105-113,,D. Cousins misses 3-pt shot from 27 ft
0:42.0,,,105-113,,Offensive rebound by I. Clark
0:42.0,,,105-113,,Turnover by I. Clark (out of bounds lost ball)
0:42.0,Portland full timeout,,105-113,,
0:42.0,P. Connaughton enters the game for J. Nurkic,,105-113,,
0:39.0,S. Napier makes 2-pt shot from 1 ft (assist by P. Connaughton),2,107-113,,
0:38.0,Personal take foul by P. Connaughton (drawn by J. Holiday),,107-113,,
0:38.0,,,107-114,1,J. Holiday makes free throw 1 of 2
0:38.0,,,107-114,,D. Miller enters the game for D. Cousins
0:38.0,J. Nurkic enters the game for P. Connaughton,,107-114,,
0:38.0,,,107-115,1,J. Holiday makes free throw 2 of 2
0:29.0,C. McCollum misses 2-pt shot from 11 ft,,107-115,,
0:28.0,Offensive rebound by Team,,107-115,,
0:28.0,P. Connaughton enters the game for J. Nurkic,,107-115,,
0:25.0,C. McCollum makes 2-pt shot from 2 ft (assist by P. Connaughton),2,109-115,,
0:24.0,Personal foul by D. Lillard (drawn by J. Holiday),,109-115,,
0:24.0,,,109-116,1,J. Holiday makes free throw 1 of 2
0:24.0,,,109-117,1,J. Holiday makes free throw 2 of 2
0:18.0,C. McCollum makes 2-pt shot from 1 ft,2,111-117,,
0:15.0,Personal take foul by S. Napier (drawn by D. Miller),,111-117,,
0:15.0,,,111-118,1,D. Miller makes free throw 1 of 2
0:15.0,,,111-119,1,D. Miller makes free throw 2 of 2
0:06.0,A. Aminu makes 2-pt shot from 11 ft (assist by D. Lillard),2,113-119,,
0:06.0,,,113-119,,New Orleans full timeout
0:06.0,,,113-119,,New Orleans full timeout
