time,New York,pts.away,score,pts.home,Boston
3:35.0,,,77-99,1,J. Brown makes free throw 2 of 2
3:30.0,,,77-99,,Personal foul by S. Larkin (drawn by R. Baker)
3:30.0,R. Baker makes free throw 1 of 2,1,78-99,,
3:30.0,R. Baker makes free throw 2 of 2,1,79-99,,
3:15.0,,,79-101,2,D. Theis makes 2-pt shot from 1 ft (assist by S. Larkin)
3:03.0,R. Baker misses 2-pt shot from 1 ft,,79-101,,
3:00.0,,,79-101,,Defensive rebound by D. Theis
2:54.0,,,79-103,2,J. Brown makes 2-pt shot from 2 ft
2:41.0,W. Hernangomez makes 2-pt shot from 1 ft (assist by R. Baker),2,81-103,,
2:41.0,Shooting foul by D. Theis (drawn by W. Hernangomez),,81-103,,
2:41.0,,,81-103,,J. Bird enters the game for J. Brown
2:41.0,W. Hernangomez misses free throw 1 of 1,,81-103,,
2:38.0,,,81-103,,Defensive rebound by D. Theis
2:28.0,,,81-103,,Turnover by S. Larkin (bad pass; steal by D. McDermott)
2:23.0,D. McDermott misses 2-pt shot from 16 ft,,81-103,,
2:19.0,,,81-103,,Defensive rebound by D. Theis
2:10.0,,,81-103,,Turnover by D. Theis (bad pass; steal by R. Baker)
2:03.0,R. Baker misses 2-pt shot from 3 ft,,81-103,,
2:03.0,,,81-103,,Defensive rebound by Team
2:03.0,Loose ball foul by W. Hernangomez (drawn by S. Larkin),,81-103,,
2:03.0,,,81-104,1,S. Larkin makes free throw 1 of 2
2:03.0,,,81-104,,G. Yabusele enters the game for D. Theis
2:03.0,,,81-105,1,S. Larkin makes free throw 2 of 2
1:47.0,M. Beasley misses 2-pt shot from 8 ft,,81-105,,
1:43.0,Offensive rebound by D. McDermott,,81-105,,
1:43.0,D. McDermott makes 2-pt shot at rim,2,83-105,,
1:32.0,,,83-107,2,G. Yabusele makes 2-pt shot from 15 ft (assist by S. Larkin)
1:17.0,W. Hernangomez makes 2-pt shot from 1 ft,2,85-107,,
0:58.0,Personal foul by W. Hernangomez (drawn by S. Larkin),,85-107,,
0:58.0,,,85-108,1,S. Larkin makes free throw 1 of 2
0:58.0,,,85-108,,S. Larkin misses free throw 2 of 2
0:55.0,Defensive rebound by M. Beasley,,85-108,,
0:41.0,D. McDermott makes 2-pt shot at rim (assist by M. Beasley),2,87-108,,
0:25.0,,,87-108,,Shooting foul by R. Baker (drawn by G. Yabusele)
0:25.0,,,87-109,1,G. Yabusele makes free throw 1 of 2
0:25.0,,,87-110,1,G. Yabusele makes free throw 2 of 2
0:12.0,W. Hernangomez makes 2-pt shot from 1 ft (assist by R. Baker),2,89-110,,
