time,Indiana,pts.away,score,pts.home,Milwaukee
6:34.0,D. Sabonis makes 2-pt shot from 13 ft (assist by V. Oladipo),2,93-76,,
6:12.0,,,93-79,3,K. Middleton makes 3-pt shot from 27 ft (assist by J. Parker)
5:51.0,,,93-79,,J. Terry enters the game for J. Parker
5:51.0,Indiana full timeout,,93-79,,
5:48.0,Turnover by V. Oladipo (traveling),,93-79,,
5:35.0,,,93-79,,Shooting foul by D. Sabonis (drawn by G. Antetokounmpo)
5:35.0,,,93-80,1,G. Antetokounmpo makes free throw 1 of 2
5:35.0,M. Turner enters the game for D. Sabonis,,93-80,,
5:35.0,,,93-81,1,G. Antetokounmpo makes free throw 2 of 2
5:10.0,Turnover by Team (shot clock),,93-81,,
4:59.0,,,93-83,2,K. Middleton makes 2-pt shot from 9 ft
4:40.0,Turnover by M. Turner (lost ball; steal by E. Bledsoe),,93-83,,
4:35.0,,,93-86,3,E. Bledsoe makes 3-pt shot from 26 ft (assist by G. Antetokounmpo)
4:35.0,Indiana full timeout,,93-86,,
4:24.0,Offensive foul by M. Turner (drawn by E. Bledsoe),,93-86,,
4:24.0,Turnover by M. Turner (offensive foul),,93-86,,
4:24.0,D. Sabonis enters the game for M. Turner,,93-86,,
4:12.0,,,93-86,,Shooting foul by D. Sabonis (drawn by G. Antetokounmpo)
4:12.0,,,93-87,1,G. Antetokounmpo makes free throw 1 of 2
4:12.0,,,93-88,1,G. Antetokounmpo makes free throw 2 of 2
3:52.0,V. Oladipo misses 3-pt shot from 22 ft (block by E. Bledsoe),,93-88,,
3:48.0,,,93-88,,Defensive rebound by K. Middleton
3:41.0,,,93-88,,Turnover by E. Bledsoe (bad pass; steal by T. Young)
3:41.0,,,93-88,,Personal foul by G. Antetokounmpo (drawn by T. Young)
3:19.0,V. Oladipo makes 3-pt shot from 27 ft (assist by D. Sabonis),3,96-88,,
2:55.0,,,96-88,,K. Middleton misses 2-pt shot from 19 ft
2:55.0,Defensive rebound by Team,,96-88,,
2:55.0,,,96-88,,Personal foul by G. Antetokounmpo (drawn by V. Oladipo)
2:55.0,V. Oladipo misses free throw 1 of 2,,96-88,,
2:55.0,Offensive rebound by Team,,96-88,,
2:55.0,V. Oladipo misses free throw 2 of 2,,96-88,,
2:52.0,,,96-88,,Defensive rebound by G. Antetokounmpo
2:43.0,,,96-90,2,K. Middleton makes 2-pt shot from 13 ft (assist by E. Bledsoe)
2:26.0,L. Stephenson misses 2-pt shot from 18 ft,,96-90,,
2:25.0,,,96-90,,Defensive rebound by Team
2:00.0,,,96-90,,Turnover by K. Middleton (lost ball; steal by T. Young)
1:56.0,T. Young misses 2-pt shot at rim (block by K. Middleton),,96-90,,
1:53.0,,,96-90,,Defensive rebound by E. Bledsoe
1:53.0,,,96-90,,J. Terry misses 3-pt shot from 25 ft
1:50.0,Defensive rebound by D. Sabonis,,96-90,,
1:30.0,V. Oladipo misses 2-pt shot from 3 ft,,96-90,,
1:30.0,,,96-90,,Defensive rebound by Team
1:28.0,Personal foul by C. Joseph (drawn by E. Bledsoe),,96-90,,
1:28.0,,,96-91,1,E. Bledsoe makes free throw 1 of 2
1:28.0,B. Bogdanovic enters the game for L. Stephenson,,96-91,,
1:28.0,,,96-92,1,E. Bledsoe makes free throw 2 of 2
1:13.0,V. Oladipo makes 2-pt shot from 15 ft,2,98-92,,
1:13.0,,,98-92,,Milwaukee full timeout
1:02.0,,,98-92,,Shooting foul by D. Sabonis (drawn by K. Middleton)
1:02.0,M. Turner enters the game for D. Sabonis,,98-92,,
1:02.0,,,98-93,1,K. Middleton makes free throw 1 of 2
1:02.0,,,98-94,1,K. Middleton makes free throw 2 of 2
0:45.0,M. Turner misses 2-pt shot from 15 ft,,98-94,,
0:43.0,,,98-94,,Defensive rebound by J. Henson
0:31.0,,,98-94,,G. Antetokounmpo misses 3-pt shot from 26 ft
0:30.0,Defensive rebound by Team,,98-94,,
0:20.0,,,98-94,,Personal take foul by J. Terry (drawn by V. Oladipo)
0:20.0,V. Oladipo misses free throw 1 of 2,,98-94,,
0:20.0,Offensive rebound by Team,,98-94,,
0:20.0,V. Oladipo makes free throw 2 of 2,1,99-94,,
0:13.0,,,99-94,,E. Bledsoe misses 3-pt shot from 26 ft
0:11.0,,,99-94,,Offensive rebound by G. Antetokounmpo
0:10.0,,,99-96,2,G. Antetokounmpo makes 2-pt shot at rim
0:08.0,,,99-96,,Personal take foul by G. Antetokounmpo (drawn by B. Bogdanovic)
0:08.0,B. Bogdanovic makes free throw 1 of 2,1,100-96,,
0:08.0,B. Bogdanovic makes free throw 2 of 2,1,101-96,,
0:08.0,,,101-96,,Milwaukee full timeout
0:05.0,,,101-96,,K. Middleton misses 3-pt shot from 22 ft
0:04.0,Defensive rebound by T. Young,,101-96,,
0:04.0,,,101-96,,Personal take foul by K. Middleton (drawn by B. Bogdanovic)
0:04.0,B. Bogdanovic makes free throw 1 of 2,1,102-96,,
0:04.0,B. Bogdanovic makes free throw 2 of 2,1,103-96,,
