time,Portland,pts.away,score,pts.home,Memphis
6:41.0,,,80-80,1,M. Gasol makes free throw 2 of 2
6:23.0,J. Nurkic makes 2-pt shot from 1 ft (assist by D. Lillard),2,82-80,,
6:23.0,Shooting foul by D. Brooks (drawn by J. Nurkic),,82-80,,
6:23.0,J. Nurkic makes free throw 1 of 1,1,83-80,,
6:04.0,,,83-82,2,M. Gasol makes 2-pt shot from 5 ft
5:47.0,D. Lillard makes 2-pt shot from 1 ft,2,85-82,,
5:31.0,,,85-82,,M. Gasol misses 3-pt shot from 25 ft
5:26.0,Defensive rebound by D. Lillard,,85-82,,
5:14.0,Shooting foul by J. Green (drawn by J. Nurkic),,85-82,,
5:14.0,J. Nurkic makes free throw 1 of 2,1,86-82,,
5:14.0,,,86-82,,T. Evans enters the game for B. McLemore
5:14.0,,,86-82,,C. Parsons enters the game for D. Brooks
5:14.0,J. Nurkic makes free throw 2 of 2,1,87-82,,
5:03.0,,,87-84,2,M. Chalmers makes 2-pt shot at rim (assist by C. Parsons)
4:40.0,Shooting foul by J. Green (drawn by N. Vonleh),,87-84,,
4:40.0,N. Vonleh makes free throw 1 of 2,1,88-84,,
4:40.0,N. Vonleh misses free throw 2 of 2,,88-84,,
4:36.0,,,88-84,,Defensive rebound by M. Gasol
4:25.0,,,88-84,,C. Parsons misses 2-pt shot from 20 ft
4:23.0,Defensive rebound by S. Napier,,88-84,,
4:17.0,D. Lillard misses 2-pt shot from 12 ft (block by T. Evans),,88-84,,
4:13.0,,,88-84,,Defensive rebound by M. Chalmers
4:07.0,,,88-84,,Turnover by C. Parsons (traveling)
3:52.0,C. McCollum makes 2-pt shot from 5 ft,2,90-84,,
3:34.0,,,90-84,,J. Green misses 3-pt shot from 26 ft
3:30.0,Defensive rebound by J. Nurkic,,90-84,,
3:15.0,J. Nurkic misses 2-pt shot from 12 ft,,90-84,,
3:13.0,,,90-84,,Defensive rebound by C. Parsons
3:07.0,,,90-84,,Turnover by M. Gasol (lost ball; steal by S. Napier)
3:03.0,Shooting foul by M. Chalmers (drawn by D. Lillard),,90-84,,
3:03.0,D. Lillard makes free throw 1 of 2,1,91-84,,
3:03.0,D. Lillard makes free throw 2 of 2,1,92-84,,
2:49.0,,,92-86,2,J. Green makes 2-pt shot at rim (assist by T. Evans)
2:30.0,S. Napier misses 2-pt shot from 1 ft,,92-86,,
2:25.0,Offensive rebound by N. Vonleh,,92-86,,
2:25.0,N. Vonleh makes 2-pt shot at rim,2,94-86,,
2:21.0,,,94-88,2,M. Chalmers makes 2-pt shot at rim
2:21.0,,,94-88,,Shooting foul by N. Vonleh (drawn by M. Chalmers)
2:21.0,Portland full timeout,,94-88,,
2:21.0,,,94-88,,M. Chalmers misses free throw 1 of 1
2:19.0,Defensive rebound by C. McCollum,,94-88,,
2:00.0,J. Nurkic makes 2-pt shot from 1 ft,2,96-88,,
1:44.0,,,96-90,2,M. Chalmers makes 2-pt shot from 6 ft
1:32.0,S. Napier misses 2-pt shot from 21 ft,,96-90,,
1:29.0,,,96-90,,Defensive rebound by M. Chalmers
1:22.0,,,96-90,,T. Evans misses 2-pt shot from 1 ft
1:18.0,Defensive rebound by N. Vonleh,,96-90,,
0:59.0,N. Vonleh misses 2-pt shot at rim,,96-90,,
0:56.0,,,96-90,,Defensive rebound by M. Gasol
0:52.0,,,96-92,2,T. Evans makes 2-pt shot at rim (assist by M. Chalmers)
0:35.0,C. McCollum makes 2-pt shot from 21 ft,2,98-92,,
0:34.0,,,98-92,,Memphis full timeout
0:27.0,,,98-92,,M. Chalmers misses 3-pt shot from 25 ft
0:24.0,Defensive rebound by J. Nurkic,,98-92,,
0:24.0,,,98-92,,D. Brooks enters the game for C. Parsons
0:24.0,E. Turner enters the game for N. Vonleh,,98-92,,
0:24.0,P. Connaughton enters the game for J. Nurkic,,98-92,,
0:23.0,,,98-92,,Personal foul by M. Chalmers (drawn by D. Lillard)
0:23.0,D. Lillard makes free throw 1 of 2,1,99-92,,
0:23.0,,,99-92,,C. Parsons enters the game for J. Green
0:23.0,D. Lillard makes free throw 2 of 2,1,100-92,,
0:14.0,,,100-92,,M. Gasol misses 3-pt shot from 26 ft
0:10.0,Defensive rebound by S. Napier,,100-92,,
