time,Portland,pts.away,score,pts.home,New Orleans
3:26.0,W. Baldwin misses free throw 1 of 2,,90-115,,
3:26.0,Offensive rebound by Team,,90-115,,
3:26.0,,,90-115,,C. Diallo enters the game for S. Hill
3:26.0,W. Baldwin makes free throw 2 of 2,1,91-115,,
3:16.0,,,91-115,,E. Okafor misses 2-pt shot from 14 ft
3:13.0,Defensive rebound by C. Swanigan,,91-115,,
3:08.0,Turnover by C. Swanigan (bad pass; steal by J. Crawford),,91-115,,
3:00.0,,,91-115,,D. Liggins misses 2-pt shot from 14 ft (block by W. Baldwin)
2:56.0,Defensive rebound by W. Baldwin,,91-115,,
2:55.0,Turnover by W. Baldwin (bad pass),,91-115,,
2:40.0,,,91-117,2,J. Crawford makes 2-pt shot from 1 ft
2:33.0,Shooting foul by C. Diallo (drawn by C. Swanigan),,91-117,,
2:33.0,C. Swanigan makes free throw 1 of 2,1,92-117,,
2:33.0,C. Swanigan makes free throw 2 of 2,1,93-117,,
2:20.0,,,93-117,,I. Clark misses 2-pt shot from 14 ft
2:17.0,Defensive rebound by C. Swanigan,,93-117,,
2:05.0,S. Napier makes 2-pt shot from 2 ft,2,95-117,,
1:57.0,,,95-117,,J. Crawford misses 3-pt shot from 27 ft
1:54.0,Defensive rebound by M. Leonard,,95-117,,
1:45.0,Turnover by S. Napier (bad pass),,95-117,,
1:26.0,,,95-119,2,I. Clark makes 2-pt shot from 7 ft
1:19.0,M. Leonard makes 2-pt shot at rim (assist by W. Baldwin),2,97-119,,
1:00.0,,,97-119,,J. Crawford misses 3-pt shot from 22 ft
0:57.0,Defensive rebound by M. Leonard,,97-119,,
0:51.0,Shooting foul by E. Okafor (drawn by S. Napier),,97-119,,
0:51.0,S. Napier makes free throw 1 of 2,1,98-119,,
0:51.0,S. Napier misses free throw 2 of 2,,98-119,,
0:48.0,,,98-119,,Defensive rebound by C. Diallo
0:43.0,,,98-119,,Turnover by Team (turnover)
0:32.0,J. Layman makes 2-pt shot from 12 ft (assist by S. Napier),2,100-119,,
0:18.0,,,100-119,,Turnover by J. Crawford (lost ball; steal by J. Layman)
0:15.0,J. Layman makes 2-pt shot at rim,2,102-119,,
