time,Denver,pts.away,score,pts.home,Golden State
0:56.0,Personal foul by W. Chandler (drawn by A. Iguodala),,112-120,,
0:56.0,T. Craig enters the game for N. Jokic,,112-120,,
0:55.0,Personal foul by T. Craig (drawn by D. Green),,112-120,,
0:55.0,,,112-121,1,D. Green makes free throw 1 of 2
0:55.0,N. Jokic enters the game for T. Craig,,112-121,,
0:55.0,,,112-122,1,D. Green makes free throw 2 of 2
0:55.0,Denver full timeout,,112-122,,
0:50.0,W. Chandler misses 2-pt shot from 2 ft,,112-122,,
0:46.0,,,112-122,,Defensive rebound by S. Curry
0:40.0,Personal take foul by N. Jokic (drawn by J. Bell),,112-122,,
0:40.0,,,112-122,,J. Bell misses free throw 1 of 2
0:40.0,,,112-122,,Offensive rebound by Team
0:40.0,,,112-122,,J. Bell misses free throw 2 of 2
0:38.0,Defensive rebound by T. Lyles,,112-122,,
0:26.0,T. Lyles makes 2-pt shot from 2 ft (assist by J. Murray),2,114-122,,
0:23.0,Personal foul by W. Chandler (drawn by S. Curry),,114-122,,
0:23.0,,,114-123,1,S. Curry makes free throw 1 of 2
0:23.0,,,114-124,1,S. Curry makes free throw 2 of 2
0:18.0,J. Murray misses 2-pt shot from 3 ft (block by K. Thompson),,114-124,,
0:16.0,,,114-124,,Defensive rebound by A. Iguodala
