time,Denver,pts.away,score,pts.home,Sacramento
2:42.0,Turnover by N. Jokic (lost ball; steal by W. Cauley-Stein),,92-98,,
2:37.0,,,92-101,3,V. Carter makes 3-pt shot from 25 ft (assist by B. Bogdanovic)
2:25.0,,,92-101,,Personal foul by D. Fox (drawn by W. Barton)
2:25.0,W. Barton makes free throw 1 of 2,1,93-101,,
2:25.0,W. Barton misses free throw 2 of 2,,93-101,,
2:22.0,,,93-101,,Defensive rebound by B. Hield
1:59.0,,,93-101,,W. Cauley-Stein misses 2-pt shot from 1 ft
1:56.0,Defensive rebound by T. Lyles,,93-101,,
1:52.0,W. Barton misses 3-pt shot from 25 ft,,93-101,,
1:49.0,Offensive rebound by N. Jokic,,93-101,,
1:48.0,N. Jokic misses 2-pt shot from 1 ft,,93-101,,
1:48.0,,,93-101,,Defensive rebound by B. Bogdanovic
1:43.0,,,93-101,,Shooting foul by T. Lyles (drawn by W. Cauley-Stein)
1:43.0,,,93-101,,W. Cauley-Stein misses free throw 1 of 2
1:43.0,,,93-101,,Offensive rebound by Team
1:43.0,,,93-101,,G. Temple enters the game for D. Fox
1:43.0,,,93-102,1,W. Cauley-Stein makes free throw 2 of 2
1:38.0,,,93-102,,Personal foul by W. Cauley-Stein (drawn by G. Harris)
1:38.0,G. Harris makes free throw 1 of 2,1,94-102,,
1:38.0,,,94-102,,D. Fox enters the game for G. Temple
1:38.0,G. Harris makes free throw 2 of 2,1,95-102,,
1:23.0,,,95-104,2,D. Fox makes 2-pt shot from 8 ft
1:23.0,Denver full timeout,,95-104,,
1:23.0,,,95-104,,G. Temple enters the game for D. Fox
1:14.0,Turnover by J. Murray (bad pass; steal by G. Temple),,95-104,,
1:06.0,Violation by W. Barton (kicked ball),,95-104,,
1:03.0,,,95-104,,V. Carter misses 3-pt shot from 25 ft
1:00.0,Defensive rebound by T. Lyles,,95-104,,
0:52.0,N. Jokic misses 3-pt shot from 24 ft,,95-104,,
0:48.0,,,95-104,,Defensive rebound by V. Carter
0:31.0,,,95-104,,B. Hield misses 3-pt shot from 25 ft
0:27.0,Defensive rebound by T. Lyles,,95-104,,
0:17.0,Turnover by W. Barton (lost ball; steal by B. Bogdanovic),,95-104,,
0:12.0,,,95-104,,B. Bogdanovic misses 2-pt shot from 4 ft (block by J. Murray)
0:11.0,,,95-104,,Offensive rebound by B. Bogdanovic
0:11.0,Personal foul by J. Murray (drawn by B. Bogdanovic),,95-104,,
0:11.0,,,95-105,1,B. Bogdanovic makes free throw 1 of 2
0:11.0,,,95-106,1,B. Bogdanovic makes free throw 2 of 2
0:06.0,G. Harris makes 3-pt shot from 22 ft (assist by N. Jokic),3,98-106,,
