time,Utah,pts.away,score,pts.home,Memphis
2:25.0,,,88-82,3,J. Ennis makes 3-pt shot from 26 ft (assist by M. Chalmers)
1:59.0,J. Johnson misses 2-pt shot from 11 ft,,88-82,,
1:56.0,Offensive rebound by R. Gobert,,88-82,,
1:56.0,R. Gobert misses 2-pt shot at rim,,88-82,,
1:54.0,Offensive rebound by R. Gobert,,88-82,,
1:54.0,R. Gobert misses 2-pt shot at rim,,88-82,,
1:54.0,Offensive rebound by D. Mitchell,,88-82,,
1:40.0,Turnover by R. Rubio (step out of bounds),,88-82,,
1:40.0,D. Favors enters the game for J. Johnson,,88-82,,
1:26.0,,,88-82,,Offensive charge foul by M. Chalmers (drawn by R. Rubio)
1:26.0,,,88-82,,Turnover by M. Chalmers (offensive foul)
1:26.0,,,88-82,,A. Harrison enters the game for M. Chalmers
1:26.0,J. Johnson enters the game for D. Favors,,88-82,,
1:05.0,R. Rubio makes 2-pt shot from 18 ft (assist by R. Gobert),2,90-82,,
0:47.0,,,90-82,,M. Gasol misses 2-pt shot from 11 ft
0:45.0,Defensive rebound by R. Rubio,,90-82,,
0:38.0,,,90-82,,Personal take foul by A. Harrison (drawn by R. Rubio)
0:38.0,,,90-82,,M. Chalmers enters the game for A. Harrison
0:38.0,R. Rubio makes free throw 1 of 2,1,91-82,,
0:38.0,R. Rubio makes free throw 2 of 2,1,92-82,,
0:33.0,Personal foul by R. Gobert (drawn by M. Gasol),,92-82,,
0:30.0,,,92-85,3,D. Brooks makes 3-pt shot from 25 ft (assist by M. Gasol)
0:25.0,,,92-85,,Technical foul by D. Brooks
0:25.0,R. Rubio misses technical free throw,,92-85,,
0:25.0,Offensive rebound by Team,,92-85,,
0:25.0,,,92-85,,W. Selden enters the game for D. Brooks
0:05.0,Turnover by Team (shot clock),,92-85,,
0:00.0,,,92-88,3,M. Chalmers makes 3-pt shot from 33 ft
