time,Portland,pts.away,score,pts.home,Denver
6:36.0,D. Lillard makes free throw 2 of 2,1,73-75,,
6:26.0,,,73-75,,D. Harris misses 2-pt shot from 2 ft
6:23.0,,,73-75,,Offensive rebound by P. Millsap
6:16.0,,,73-75,,N. Jokic misses 2-pt shot from 7 ft
6:13.0,Defensive rebound by J. Nurkic,,73-75,,
6:02.0,J. Nurkic makes 2-pt shot from 5 ft (assist by D. Lillard),2,75-75,,
5:52.0,Personal foul by E. Turner (drawn by W. Barton),,75-75,,
5:52.0,,,75-75,,W. Chandler enters the game for D. Harris
5:46.0,,,75-78,3,N. Jokic makes 3-pt shot from 25 ft (assist by J. Murray)
5:25.0,C. McCollum misses 2-pt shot from 13 ft,,75-78,,
5:22.0,,,75-78,,Defensive rebound by N. Jokic
5:20.0,Personal foul by D. Lillard (drawn by W. Barton),,75-78,,
5:11.0,,,75-78,,J. Murray misses 2-pt shot from 10 ft
5:08.0,Defensive rebound by E. Turner,,75-78,,
5:00.0,Turnover by E. Turner (lost ball; steal by W. Chandler),,75-78,,
4:58.0,,,75-78,,Turnover by P. Millsap (bad pass; steal by A. Aminu)
4:52.0,D. Lillard misses 3-pt shot from 24 ft,,75-78,,
4:50.0,,,75-78,,Defensive rebound by N. Jokic
4:41.0,,,75-78,,W. Barton misses 3-pt shot from 25 ft
4:38.0,Defensive rebound by J. Nurkic,,75-78,,
4:24.0,J. Nurkic makes 2-pt shot from 4 ft,2,77-78,,
4:13.0,,,77-78,,Denver full timeout
3:57.0,,,77-78,,J. Murray misses 2-pt shot from 2 ft
3:56.0,,,77-78,,Offensive rebound by P. Millsap
3:49.0,,,77-78,,J. Murray misses 3-pt shot from 22 ft
3:45.0,Defensive rebound by J. Nurkic,,77-78,,
3:33.0,A. Aminu misses 3-pt shot from 24 ft,,77-78,,
3:30.0,,,77-78,,Defensive rebound by W. Barton
3:23.0,,,77-78,,J. Murray misses 3-pt shot from 24 ft
3:17.0,Defensive rebound by C. McCollum,,77-78,,
3:14.0,Portland full timeout,,77-78,,
3:08.0,Offensive charge foul by J. Nurkic (drawn by P. Millsap),,77-78,,
3:08.0,Turnover by J. Nurkic (offensive foul),,77-78,,
3:08.0,,,77-78,,Denver full timeout
2:53.0,,,77-80,2,W. Barton makes 2-pt shot from 2 ft
2:31.0,C. McCollum misses 2-pt shot from 14 ft,,77-80,,
2:27.0,,,77-80,,Defensive rebound by N. Jokic
2:13.0,,,77-80,,N. Jokic misses 3-pt shot from 25 ft
2:10.0,,,77-80,,Offensive rebound by P. Millsap
1:50.0,,,77-82,2,J. Murray makes 2-pt shot from 1 ft (assist by N. Jokic)
1:38.0,D. Lillard misses 2-pt shot from 5 ft,,77-82,,
1:36.0,,,77-82,,Defensive rebound by N. Jokic
1:16.0,,,77-82,,Turnover by W. Barton (lost ball; steal by C. McCollum)
1:12.0,D. Lillard makes 2-pt shot from 2 ft (assist by C. McCollum),2,79-82,,
1:12.0,Shooting foul by J. Murray (drawn by D. Lillard),,79-82,,
1:12.0,D. Lillard misses free throw 1 of 1,,79-82,,
1:12.0,,,79-82,,Defensive rebound by N. Jokic
0:57.0,Away from play foul by J. Nurkic (drawn by N. Jokic),,79-82,,
0:53.0,,,79-82,,Turnover by N. Jokic (out of bounds lost ball)
0:52.0,,,79-82,,G. Harris enters the game for N. Jokic
0:52.0,,,79-82,,M. Plumlee enters the game for J. Murray
0:47.0,,,79-82,,Personal foul by M. Plumlee (drawn by J. Nurkic)
0:47.0,J. Nurkic makes free throw 1 of 2,1,80-82,,
0:47.0,,,80-82,,N. Jokic enters the game for G. Harris
0:47.0,,,80-82,,J. Murray enters the game for M. Plumlee
0:47.0,J. Nurkic misses free throw 2 of 2,,80-82,,
0:45.0,,,80-82,,Defensive rebound by W. Chandler
0:30.0,,,80-82,,Shooting foul by D. Lillard (drawn by J. Murray)
0:30.0,,,80-83,1,J. Murray makes free throw 1 of 2
0:30.0,,,80-83,,M. Plumlee enters the game for N. Jokic
0:30.0,,,80-84,1,J. Murray makes free throw 2 of 2
0:30.0,Portland full timeout,,80-84,,
0:30.0,,,80-84,,G. Harris enters the game for J. Murray
0:24.0,D. Lillard misses 2-pt shot from 9 ft,,80-84,,
0:21.0,,,80-84,,Defensive rebound by P. Millsap
0:21.0,,,80-84,,Denver full timeout
0:21.0,,,80-84,,N. Jokic enters the game for W. Chandler
0:21.0,,,80-84,,J. Murray enters the game for M. Plumlee
0:21.0,E. Davis enters the game for J. Nurkic,,80-84,,
0:20.0,Personal take foul by E. Turner (drawn by G. Harris),,80-84,,
0:20.0,,,80-85,1,G. Harris makes free throw 1 of 2
0:20.0,,,80-85,,M. Plumlee enters the game for N. Jokic
0:20.0,M. Leonard enters the game for E. Davis,,80-85,,
0:20.0,,,80-86,1,G. Harris makes free throw 2 of 2
0:12.0,D. Lillard makes 2-pt shot from 2 ft,2,82-86,,
0:11.0,Personal take foul by E. Turner (drawn by W. Barton),,82-86,,
0:11.0,,,82-87,1,W. Barton makes free throw 1 of 2
0:11.0,,,82-87,,W. Chandler enters the game for J. Murray
0:11.0,,,82-88,1,W. Barton makes free throw 2 of 2
0:06.0,Turnover by C. McCollum (lost ball; steal by G. Harris),,82-88,,
