time,Portland,pts.away,score,pts.home,Denver
5:08.0,,,90-84,,Shooting foul by J. Nurkic (drawn by J. Murray)
5:08.0,,,90-85,1,J. Murray makes free throw 1 of 2
5:08.0,,,90-85,,W. Barton enters the game for W. Chandler
5:08.0,,,90-86,1,J. Murray makes free throw 2 of 2
5:00.0,D. Lillard makes 3-pt shot from 26 ft,3,93-86,,
4:43.0,,,93-88,2,G. Harris makes 2-pt shot from 6 ft (assist by N. Jokic)
4:23.0,,,93-88,,Personal block foul by M. Plumlee (drawn by J. Nurkic)
4:14.0,D. Lillard misses 2-pt shot from 11 ft,,93-88,,
4:13.0,,,93-88,,Defensive rebound by N. Jokic
3:59.0,,,93-88,,N. Jokic misses 2-pt shot from 2 ft
3:53.0,,,93-88,,Offensive rebound by M. Plumlee
3:53.0,,,93-90,2,M. Plumlee makes 2-pt shot at rim
3:39.0,J. Nurkic makes 2-pt shot from 4 ft (assist by C. McCollum),2,95-90,,
3:18.0,Personal foul by E. Turner (drawn by W. Barton),,95-90,,
3:18.0,Portland full timeout,,95-90,,
3:18.0,,,95-91,1,W. Barton makes free throw 1 of 2
3:18.0,,,95-92,1,W. Barton makes free throw 2 of 2
2:59.0,A. Aminu misses 3-pt shot from 24 ft,,95-92,,
2:55.0,,,95-92,,Defensive rebound by W. Barton
2:49.0,,,95-92,,G. Harris misses 3-pt shot from 23 ft
2:46.0,Defensive rebound by E. Turner,,95-92,,
2:34.0,A. Aminu misses 2-pt shot from 10 ft,,95-92,,
2:32.0,Offensive rebound by A. Aminu,,95-92,,
2:28.0,Turnover by J. Nurkic (lost ball; steal by N. Jokic),,95-92,,
2:12.0,,,95-92,,W. Barton misses 2-pt shot from 1 ft
2:08.0,,,95-92,,Offensive rebound by M. Plumlee
2:07.0,,,95-95,3,J. Murray makes 3-pt shot from 24 ft (assist by M. Plumlee)
1:42.0,Turnover by C. McCollum (out of bounds lost ball),,95-95,,
1:26.0,,,95-97,2,M. Plumlee makes 2-pt shot from 2 ft (assist by N. Jokic)
1:08.0,Shooting foul by W. Barton (drawn by C. McCollum),,95-97,,
1:08.0,C. McCollum makes free throw 1 of 2,1,96-97,,
1:08.0,C. McCollum makes free throw 2 of 2,1,97-97,,
0:55.0,,,97-97,,J. Murray misses 3-pt shot from 25 ft
0:51.0,Defensive rebound by E. Turner,,97-97,,
0:41.0,D. Lillard makes 2-pt shot from 5 ft,2,99-97,,
0:41.0,Shooting foul by J. Murray (drawn by D. Lillard),,99-97,,
0:41.0,D. Lillard misses free throw 1 of 1,,99-97,,
0:40.0,,,99-97,,Defensive rebound by W. Barton
0:40.0,,,99-97,,Denver full timeout
0:33.0,,,99-99,2,J. Murray makes 2-pt shot from 5 ft
0:33.0,,,99-99,,Shooting foul by E. Turner (drawn by J. Murray)
0:33.0,,,99-99,,W. Chandler enters the game for N. Jokic
0:33.0,,,99-100,1,J. Murray makes free throw 1 of 1
0:33.0,Portland full timeout,,99-100,,
0:33.0,P. Connaughton enters the game for A. Aminu,,99-100,,
0:30.0,C. McCollum misses 2-pt shot from 15 ft,,99-100,,
0:26.0,,,99-100,,Defensive rebound by W. Chandler
0:26.0,,,99-100,,Turnover by W. Chandler (lost ball; steal by P. Connaughton)
0:15.0,E. Turner misses 2-pt shot from 7 ft,,99-100,,
0:12.0,Offensive rebound by E. Turner,,99-100,,
0:09.0,D. Lillard misses 2-pt shot from 5 ft (block by M. Plumlee),,99-100,,
0:09.0,,,99-100,,Defensive rebound by Team
0:09.0,,,99-100,,N. Jokic enters the game for M. Plumlee
0:09.0,A. Aminu enters the game for J. Nurkic,,99-100,,
0:07.0,Personal foul by D. Lillard (drawn by W. Barton),,99-100,,
0:07.0,,,99-101,1,W. Barton makes free throw 1 of 2
0:07.0,J. Nurkic enters the game for P. Connaughton,,99-101,,
0:07.0,,,99-102,1,W. Barton makes free throw 2 of 2
0:07.0,Portland full timeout,,99-102,,
0:07.0,,,99-102,,M. Plumlee enters the game for N. Jokic
0:07.0,P. Connaughton enters the game for A. Aminu,,99-102,,
0:02.0,J. Nurkic makes 2-pt shot from 1 ft (assist by D. Lillard),2,101-102,,
0:02.0,,,101-102,,Denver full timeout
0:02.0,,,101-102,,N. Jokic enters the game for W. Chandler
0:02.0,,,101-102,,T. Lyles enters the game for M. Plumlee
0:02.0,S. Napier enters the game for J. Nurkic,,101-102,,
0:01.0,Personal take foul by D. Lillard (drawn by W. Barton),,101-102,,
0:01.0,,,101-103,1,W. Barton makes free throw 1 of 2
0:01.0,,,101-103,,M. Plumlee enters the game for J. Murray
0:01.0,,,101-103,,W. Chandler enters the game for T. Lyles
0:01.0,J. Nurkic enters the game for E. Turner,,101-103,,
0:01.0,,,101-104,1,W. Barton makes free throw 2 of 2
