time,San Antonio,pts.away,score,pts.home,Dallas
2:19.0,,,89-78,,Offensive rebound by H. Barnes
2:17.0,,,89-81,3,D. Smith makes 3-pt shot from 24 ft (assist by H. Barnes)
1:54.0,M. Ginobili misses 3-pt shot from 24 ft,,89-81,,
1:52.0,,,89-81,,Defensive rebound by D. Smith
1:43.0,,,89-81,,Turnover by D. Smith (bad pass; steal by D. Green)
1:28.0,Turnover by L. Aldridge (turnover),,89-81,,
1:21.0,,,89-81,,D. Smith misses 2-pt shot at rim (block by K. Anderson)
1:17.0,Defensive rebound by L. Aldridge,,89-81,,
1:08.0,Shooting foul by W. Matthews (drawn by L. Aldridge),,89-81,,
1:08.0,,,89-81,,Dallas full timeout
1:08.0,L. Aldridge makes free throw 1 of 2,1,90-81,,
1:08.0,L. Aldridge misses free throw 2 of 2,,90-81,,
1:06.0,,,90-81,,Defensive rebound by H. Barnes
0:58.0,,,90-83,2,H. Barnes makes 2-pt shot from 2 ft
0:58.0,,,90-83,,Shooting foul by K. Anderson (drawn by H. Barnes)
0:58.0,,,90-84,1,H. Barnes makes free throw 1 of 1
0:57.0,,,90-84,,Personal foul by W. Matthews (drawn by P. Mills)
0:57.0,,,90-84,,M. Kleber enters the game for W. Matthews
0:57.0,P. Mills misses free throw 1 of 2,,90-84,,
0:57.0,Offensive rebound by Team,,90-84,,
0:57.0,P. Mills makes free throw 2 of 2,1,91-84,,
0:49.0,,,91-86,2,D. Smith makes 2-pt shot from 1 ft
0:32.0,M. Ginobili makes 2-pt shot at rim,2,93-86,,
0:26.0,,,93-88,2,D. Smith makes 2-pt shot from 1 ft
0:12.0,M. Ginobili makes free throw 1 of 2,1,94-88,,
0:12.0,,,94-88,,S. Mejri enters the game for D. Nowitzki
0:12.0,J. Lauvergne enters the game for P. Mills,,94-88,,
0:12.0,D. Murray enters the game for L. Aldridge,,94-88,,
0:12.0,M. Ginobili makes free throw 2 of 2,1,95-88,,
0:12.0,,,95-88,,Personal take foul by H. Barnes (drawn by M. Ginobili)
0:07.0,,,95-91,3,D. Smith makes 3-pt shot from 27 ft
0:04.0,,,95-91,,Personal take foul by H. Barnes (drawn by M. Ginobili)
0:04.0,M. Ginobili makes free throw 1 of 2,1,96-91,,
0:04.0,M. Ginobili makes free throw 2 of 2,1,97-91,,
0:00.0,,,97-91,,D. Smith misses 3-pt shot from 30 ft
0:00.0,,,97-91,,Offensive rebound by Team
