time,Utah,pts.away,score,pts.home,Denver
2:38.0,,,81-97,2,W. Chandler makes 2-pt shot from 2 ft
2:38.0,,,81-97,,Shooting foul by J. Jerebko (drawn by W. Chandler)
2:38.0,,,81-98,1,W. Chandler makes free throw 1 of 1
2:19.0,J. Jerebko misses 2-pt shot from 6 ft,,81-98,,
2:15.0,,,81-98,,Defensive rebound by J. Murray
1:58.0,,,81-98,,W. Barton misses 3-pt shot from 25 ft
1:54.0,Defensive rebound by J. Jerebko,,81-98,,
1:41.0,A. Burks misses 3-pt shot from 22 ft,,81-98,,
1:37.0,,,81-98,,Defensive rebound by W. Barton
1:32.0,,,81-98,,Denver full timeout
1:32.0,,,81-98,,E. Mudiay enters the game for W. Barton
1:32.0,,,81-98,,T. Craig enters the game for G. Harris
1:32.0,,,81-98,,R. Jefferson enters the game for W. Chandler
1:32.0,,,81-98,,M. Beasley enters the game for J. Murray
1:21.0,,,81-100,2,T. Lyles makes 2-pt shot from 3 ft
1:09.0,E. Udoh misses 2-pt shot from 10 ft,,81-100,,
1:05.0,,,81-100,,Defensive rebound by T. Craig
0:45.0,,,81-103,3,E. Mudiay makes 3-pt shot from 26 ft (assist by T. Craig)
0:45.0,,,81-103,,Shooting foul by R. Rubio (drawn by E. Mudiay)
0:45.0,,,81-104,1,E. Mudiay makes free throw 1 of 1
0:40.0,R. O'Neale misses 3-pt shot from 24 ft,,81-104,,
0:39.0,Offensive rebound by Team,,81-104,,
0:39.0,,,81-104,,Personal foul by T. Craig (drawn by E. Udoh)
0:39.0,E. Udoh makes free throw 1 of 2,1,82-104,,
0:39.0,E. Udoh makes free throw 2 of 2,1,83-104,,
0:19.0,,,83-107,3,E. Mudiay makes 3-pt shot from 27 ft
0:04.0,R. O'Neale misses 3-pt shot from 26 ft,,83-107,,
0:00.0,,,83-107,,Defensive rebound by T. Craig
