time,Minnesota,pts.away,score,pts.home,Houston
3:30.0,,,73-98,,Defensive rebound by T. Ariza
3:19.0,,,73-98,,Turnover by J. Johnson (bad pass; steal by T. Jones)
3:14.0,N. Bjelica makes 2-pt shot at rim (assist by T. Jones),2,75-98,,
3:14.0,,,75-98,,Houston full timeout
3:14.0,,,75-98,,A. Jackson enters the game for T. Ariza
3:14.0,,,75-98,,G. Green enters the game for E. Gordon
3:14.0,,,75-98,,Z. Qi enters the game for P. Tucker
3:14.0,,,75-98,,C. Onuaku enters the game for J. Harden
2:57.0,,,75-98,,G. Green misses 2-pt shot from 21 ft
2:55.0,Defensive rebound by N. Bjelica,,75-98,,
2:47.0,Shooting foul by C. Onuaku (drawn by N. Bjelica),,75-98,,
2:47.0,N. Bjelica makes free throw 1 of 2,1,76-98,,
2:47.0,N. Bjelica misses free throw 2 of 2,,76-98,,
2:45.0,,,76-98,,Defensive rebound by Z. Qi
2:33.0,,,76-100,2,G. Green makes 2-pt shot at rim (assist by C. Onuaku)
2:14.0,N. Bjelica makes 3-pt shot from 27 ft (assist by D. Rose),3,79-100,,
1:49.0,,,79-100,,Turnover by A. Jackson (lost ball; steal by N. Bjelica)
1:39.0,Turnover by T. Jones (bad pass; steal by C. Onuaku),,79-100,,
1:34.0,,,79-100,,G. Green misses 2-pt shot from 1 ft
1:32.0,,,79-100,,Offensive rebound by C. Onuaku
1:30.0,,,79-100,,G. Green misses 3-pt shot from 23 ft
1:27.0,Defensive rebound by J. Crawford,,79-100,,
1:15.0,N. Bjelica makes 3-pt shot from 24 ft (assist by T. Jones),3,82-100,,
0:59.0,,,82-102,2,Z. Qi makes 2-pt shot from 9 ft (assist by G. Green)
0:46.0,D. Rose misses 2-pt shot at rim,,82-102,,
0:44.0,,,82-102,,Defensive rebound by G. Green
0:36.0,,,82-102,,G. Green misses 2-pt shot from 8 ft
0:34.0,,,82-102,,Offensive rebound by G. Green
0:22.0,,,82-102,,G. Green misses 3-pt shot from 26 ft
0:21.0,Defensive rebound by N. Bjelica,,82-102,,
0:12.0,G. Dieng misses 3-pt shot from 24 ft,,82-102,,
0:10.0,,,82-102,,Defensive rebound by G. Green
